ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101E60008,101E6000,코스피200 F 201006 (야간),229.80,2,-0.30,230.10,230.40,229.75,229.64,0.00,"1,809","208,131,225,000","101,732",FU,20100426,KRDRVFUK2I
KR4101E60008,101E6000,코스피200 F 201006 (주간),230.10,1,2.25,229.10,231.35,228.85,229.64,230.10,"267,740","30,869,101,625,000","101,634",FU,20100426,KRDRVFUK2I
KR4101E90005,101E9000,코스피200 F 201009 (야간),-,0,-,-,-,-,229.64,0.00,0,0,"2,618",FU,20100426,KRDRVFUK2I
KR4101E90005,101E9000,코스피200 F 201009 (주간),230.50,1,2.10,229.65,231.75,229.65,229.64,230.50,87,"10,051,050,000","2,618",FU,20100426,KRDRVFUK2I
KR4101EC0005,101EC000,코스피200 F 201012 (야간),-,0,-,-,-,-,229.64,0.00,0,0,255,FU,20100426,KRDRVFUK2I
KR4101EC0005,101EC000,코스피200 F 201012 (주간),230.10,1,2.95,230.10,230.10,230.10,229.64,230.10,1,"115,050,000",255,FU,20100426,KRDRVFUK2I
KR4101F30008,101F3000,코스피200 F 201103 (야간),-,0,-,-,-,-,229.64,0.00,0,0,574,FU,20100426,KRDRVFUK2I
KR4101F30008,101F3000,코스피200 F 201103 (주간),228.15,1,0.65,228.15,228.15,228.15,229.64,228.15,1,"114,075,000",574,FU,20100426,KRDRVFUK2I
KR4401E6E9S8,401E6E9S,코스피200 SP 1006-1009 (주간),0.50,1,0.50,0.50,0.50,0.45,229.64,0.00,33,"7,600,275,000",-,FU,20100426,KRDRVFUK2I
KR4401E6ECS0,401E6ECS,코스피200 SP 1006-1012 (주간),-,0,-,-,-,-,229.64,0.00,0,0,-,FU,20100426,KRDRVFUK2I
KR4401E6F3S0,401E6F3S,코스피200 SP 1006-1103 (주간),-0.30,2,-0.30,-0.30,-0.30,-0.30,229.64,0.00,2,"460,400,000",-,FU,20100426,KRDRVFUK2I
