ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101S60008,101S6000,코스피200 F 202206 (주간),362.45,1,0.70,359.55,362.85,358.30,362.06,362.45,"192,322","17,347,951,875,000","254,046",FU,2022-03-28,KRDRVFUK2I
KR4101S90005,101S9000,코스피200 F 202209 (주간),362.60,1,0.75,361.85,362.80,358.45,362.06,362.60,398,"35,906,000,000","8,116",FU,2022-03-28,KRDRVFUK2I
KR4101SC0009,101SC000,코스피200 F 202212 (주간),362.50,1,0.05,361.05,362.65,360.50,362.06,362.50,255,"22,953,225,000","13,594",FU,2022-03-28,KRDRVFUK2I
KR4101T30009,101T3000,코스피200 F 202303 (주간),361.05,1,1.30,358.30,361.05,358.30,362.06,361.05,14,"1,261,187,500",29,FU,2022-03-28,KRDRVFUK2I
KR4101T60006,101T6000,코스피200 F 202306 (주간),-,0,-,-,-,-,362.06,360.90,0,0,"1,801",FU,2022-03-28,KRDRVFUK2I
KR4101TC0008,101TC000,코스피200 F 202312 (주간),365.40,1,0.75,363.65,365.80,363.65,362.06,365.40,120,"10,955,637,500","5,253",FU,2022-03-28,KRDRVFUK2I
KR4101VC0004,101VC000,코스피200 F 202412 (주간),-,0,-,-,-,-,362.06,360.25,0,0,936,FU,2022-03-28,KRDRVFUK2I
KR4401S6S9S2,401S6S9S,코스피200 SP 2206-2209 (주간),0.05,1,0.05,0.10,0.10,0.05,362.06,0.00,68,"12,296,212,500",-,FU,2022-03-28,KRDRVFUK2I
KR4401S6SCS4,401S6SCS,코스피200 SP 2206-2212 (주간),0.90,1,0.90,0.75,0.90,0.75,362.06,0.00,33,"5,972,300,000",-,FU,2022-03-28,KRDRVFUK2I
KR4401S6T3S4,401S6T3S,코스피200 SP 2206-2303 (주간),-,0,-,-,-,-,362.06,0.00,0,0,-,FU,2022-03-28,KRDRVFUK2I
KR4401S6T6S7,401S6T6S,코스피200 SP 2206-2306 (주간),-,0,-,-,-,-,362.06,0.00,0,0,-,FU,2022-03-28,KRDRVFUK2I
KR4401S6TCS2,401S6TCS,코스피200 SP 2206-2312 (주간),-,0,-,-,-,-,362.06,0.00,0,0,-,FU,2022-03-28,KRDRVFUK2I
KR4401S6VCS8,401S6VCS,코스피200 SP 2206-2412 (주간),-,0,-,-,-,-,362.06,0.00,0,0,-,FU,2022-03-28,KRDRVFUK2I
