ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101E30001,101E3000,코스피200 F 201003 (야간),223.15,2,-1.30,223.20,224.40,222.55,224.83,0.00,"1,115","124,695,475,000","102,809",FU,2010-01-20,KRDRVFUK2I
KR4101E30001,101E3000,코스피200 F 201003 (주간),224.45,3,0.00,225.80,225.85,223.75,224.83,224.45,"336,575","37,803,685,900,000","102,799",FU,2010-01-20,KRDRVFUK2I
KR4101E60008,101E6000,코스피200 F 201006 (야간),-,0,-,-,-,-,224.83,0.00,0,0,"1,080",FU,2010-01-20,KRDRVFUK2I
KR4101E60008,101E6000,코스피200 F 201006 (주간),224.55,2,-0.60,225.80,225.85,224.55,224.83,224.55,61,"6,870,425,000","1,080",FU,2010-01-20,KRDRVFUK2I
KR4101E90005,101E9000,코스피200 F 201009 (야간),-,0,-,-,-,-,224.83,0.00,0,0,74,FU,2010-01-20,KRDRVFUK2I
KR4101E90005,101E9000,코스피200 F 201009 (주간),226.30,1,0.90,225.70,226.30,225.70,224.83,226.30,2,"226,000,000",74,FU,2010-01-20,KRDRVFUK2I
KR4101EC0005,101EC000,코스피200 F 201012 (야간),-,0,-,-,-,-,224.83,0.00,0,0,157,FU,2010-01-20,KRDRVFUK2I
KR4101EC0005,101EC000,코스피200 F 201012 (주간),226.05,2,-0.50,226.05,226.05,226.05,224.83,226.05,1,"113,025,000",157,FU,2010-01-20,KRDRVFUK2I
KR4401E3E6S7,401E3E6S,코스피200 SP 1003-1006 (주간),0.70,1,0.70,0.65,0.70,0.65,224.83,0.00,46,"10,357,950,000",-,FU,2010-01-20,KRDRVFUK2I
KR4401E3E9S1,401E3E9S,코스피200 SP 1003-1009 (주간),1.30,1,1.30,1.30,1.30,1.30,224.83,0.00,1,"224,800,000",-,FU,2010-01-20,KRDRVFUK2I
KR4401E3ECS7,401E3ECS,코스피200 SP 1003-1012 (주간),2.50,1,2.50,2.50,2.50,2.50,224.83,0.00,15,"3,385,700,000",-,FU,2010-01-20,KRDRVFUK2I
