ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101M60001,101M6000,코스피200 F 201706 (야간),282.90,1,0.05,282.80,283.60,282.60,282.31,0.00,"4,362","617,415,100,000","274,262",FU,2017-03-24,KRDRVFUK2I
KR4101M60001,101M6000,코스피200 F 201706 (주간),282.85,2,-0.35,283.30,284.35,282.05,282.31,282.85,"91,677","12,975,510,625,000","137,084",FU,2017-03-24,KRDRVFUK2I
KR4101M90008,101M9000,코스피200 F 201709 (야간),283.95,1,0.60,283.20,284.45,283.20,282.31,0.00,6,"851,100,000","9,890",FU,2017-03-24,KRDRVFUK2I
KR4101M90008,101M9000,코스피200 F 201709 (주간),283.35,2,-0.40,283.75,284.80,282.65,282.31,283.35,131,"18,570,650,000","4,946",FU,2017-03-24,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (야간),-,0,-,-,-,-,282.31,0.00,0,0,"17,492",FU,2017-03-24,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (주간),283.95,2,-1.20,284.30,284.30,283.95,282.31,283.95,5,"710,100,000","8,746",FU,2017-03-24,KRDRVFUK2I
KR4101N30002,101N3000,코스피200 F 201803 (야간),-,0,-,-,-,-,282.31,0.00,0,0,82,FU,2017-03-24,KRDRVFUK2I
KR4101N30002,101N3000,코스피200 F 201803 (주간),-,0,-,-,-,-,282.31,281.85,0,0,41,FU,2017-03-24,KRDRVFUK2I
KR4101N60009,101N6000,코스피200 F 201806 (야간),-,0,-,-,-,-,282.31,0.00,0,0,"1,896",FU,2017-03-24,KRDRVFUK2I
KR4101N60009,101N6000,코스피200 F 201806 (주간),-,0,-,-,-,-,282.31,282.95,200,"28,167,500,000",948,FU,2017-03-24,KRDRVFUK2I
KR4101NC0004,101NC000,코스피200 F 201812 (야간),-,0,-,-,-,-,282.31,0.00,0,0,"4,952",FU,2017-03-24,KRDRVFUK2I
KR4101NC0004,101NC000,코스피200 F 201812 (주간),-,0,-,-,-,-,282.31,284.80,0,0,"2,476",FU,2017-03-24,KRDRVFUK2I
KR4101PC0002,101PC000,코스피200 F 201912 (야간),-,0,-,-,-,-,282.31,0.00,0,0,12,FU,2017-03-24,KRDRVFUK2I
KR4101PC0002,101PC000,코스피200 F 201912 (주간),-,0,-,-,-,-,282.31,284.75,0,0,6,FU,2017-03-24,KRDRVFUK2I
KR4401M6M9S1,401M6M9S,코스피200 SP 1706-1709 (주간),0.50,1,0.50,0.55,0.55,0.50,282.31,0.00,2,"566,075,000",-,FU,2017-03-24,KRDRVFUK2I
KR4401M6MCS3,401M6MCS,코스피200 SP 1706-1712 (주간),-,0,-,-,-,-,282.31,0.00,0,0,-,FU,2017-03-24,KRDRVFUK2I
KR4401M6N3S3,401M6N3S,코스피200 SP 1706-1803 (주간),-,0,-,-,-,-,282.31,0.00,0,0,-,FU,2017-03-24,KRDRVFUK2I
KR4401M6N6S6,401M6N6S,코스피200 SP 1706-1806 (주간),-,0,-,-,-,-,282.31,0.00,0,0,-,FU,2017-03-24,KRDRVFUK2I
KR4401M6NCS1,401M6NCS,코스피200 SP 1706-1812 (주간),-,0,-,-,-,-,282.31,0.00,0,0,-,FU,2017-03-24,KRDRVFUK2I
KR4401M6PCS6,401M6PCS,코스피200 SP 1706-1912 (주간),-,0,-,-,-,-,282.31,0.00,0,0,-,FU,2017-03-24,KRDRVFUK2I
