ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101J90004,101J9000,코스피200 F 201409 (야간),267.10,1,0.10,266.85,267.20,266.60,265.88,0.00,"4,532","604,717,675,000","121,524",FU,2014-08-14,KRDRVFUK2I
KR4101J90004,101J9000,코스피200 F 201409 (주간),267.00,1,0.60,266.50,268.25,265.70,265.88,267.00,"185,558","24,762,803,400,000","121,220",FU,2014-08-14,KRDRVFUK2I
KR4101JC0000,101JC000,코스피200 F 201412 (야간),268.20,2,-0.20,268.15,268.40,268.10,265.88,0.00,29,"3,889,075,000","4,803",FU,2014-08-14,KRDRVFUK2I
KR4101JC0000,101JC000,코스피200 F 201412 (주간),268.40,1,0.50,268.00,269.60,267.20,265.88,268.40,622,"83,429,650,000","4,787",FU,2014-08-14,KRDRVFUK2I
KR4101K30008,101K3000,코스피200 F 201503 (야간),-,0,-,-,-,-,265.88,0.00,0,0,694,FU,2014-08-14,KRDRVFUK2I
KR4101K30008,101K3000,코스피200 F 201503 (주간),266.40,2,-0.25,266.40,266.40,266.40,265.88,266.40,1,"133,200,000",694,FU,2014-08-14,KRDRVFUK2I
KR4101K60005,101K6000,코스피200 F 201506 (야간),-,0,-,-,-,-,265.88,0.00,0,0,828,FU,2014-08-14,KRDRVFUK2I
KR4101K60005,101K6000,코스피200 F 201506 (주간),267.60,1,0.25,267.60,267.60,267.60,265.88,267.60,1,"133,800,000",828,FU,2014-08-14,KRDRVFUK2I
KR4401J9JCS8,401J9JCS,코스피200 SP 1409-1412 (주간),1.40,1,1.40,1.45,1.45,1.40,265.88,0.00,134,"35,829,725,000",-,FU,2014-08-14,KRDRVFUK2I
KR4401J9K3S9,401J9K3S,코스피200 SP 1409-1503 (주간),-,0,-,-,-,-,265.88,0.00,0,0,-,FU,2014-08-14,KRDRVFUK2I
KR4401J9K6S2,401J9K6S,코스피200 SP 1409-1506 (주간),-,0,-,-,-,-,265.88,0.00,0,0,-,FU,2014-08-14,KRDRVFUK2I
