ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101H60001,101H6000,코스피200 F 201306 (야간),259.75,1,0.35,259.45,259.85,259.10,258.60,0.00,"8,336","1,081,389,550,000","112,633",FU,20130520,KRDRVFUK2I
KR4101H60001,101H6000,코스피200 F 201306 (주간),259.40,1,0.05,260.10,260.35,258.70,258.60,259.40,"135,325","17,557,432,350,000","112,519",FU,20130520,KRDRVFUK2I
KR4101H90008,101H9000,코스피200 F 201309 (야간),260.90,2,-0.15,260.95,260.95,260.90,258.60,0.00,3,"391,375,000","6,213",FU,20130520,KRDRVFUK2I
KR4101H90008,101H9000,코스피200 F 201309 (주간),261.05,1,0.05,261.50,261.60,260.60,258.60,261.05,135,"17,622,525,000","6,212",FU,20130520,KRDRVFUK2I
KR4101HC0002,101HC000,코스피200 F 201312 (야간),-,0,-,-,-,-,258.60,0.00,0,0,230,FU,20130520,KRDRVFUK2I
KR4101HC0002,101HC000,코스피200 F 201312 (주간),-,0,-,-,-,-,258.60,262.75,0,0,230,FU,20130520,KRDRVFUK2I
KR4101J30000,101J3000,코스피200 F 201403 (야간),-,0,-,-,-,-,258.60,0.00,0,0,331,FU,20130520,KRDRVFUK2I
KR4101J30000,101J3000,코스피200 F 201403 (주간),-,0,-,-,-,-,258.60,261.75,0,0,331,FU,20130520,KRDRVFUK2I
KR4401H6H9S8,401H6H9S,코스피200 SP 1306-1309 (주간),1.60,1,1.60,1.60,1.60,1.55,258.60,0.00,390,"101,378,525,000",-,FU,20130520,KRDRVFUK2I
KR4401H6HCS0,401H6HCS,코스피200 SP 1306-1312 (주간),-,0,-,-,-,-,258.60,0.00,0,0,-,FU,20130520,KRDRVFUK2I
KR4401H6J3S9,401H6J3S,코스피200 SP 1306-1403 (주간),-,0,-,-,-,-,258.60,0.00,0,0,-,FU,20130520,KRDRVFUK2I
