ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101G90000,101G9000,코스피200 F 201209 (야간),246.05,1,0.35,246.55,246.95,245.65,244.46,0.00,"26,931","3,315,346,225,000","94,777",FU,20120702,KRDRVFUK2I
KR4101G90000,101G9000,코스피200 F 201209 (주간),245.70,3,0.00,247.50,247.50,245.25,244.46,245.70,"218,654","26,903,016,150,000","94,433",FU,20120702,KRDRVFUK2I
KR4101GC0003,101GC000,코스피200 F 201212 (야간),-,0,-,-,-,-,244.46,0.00,0,0,"2,920",FU,20120702,KRDRVFUK2I
KR4101GC0003,101GC000,코스피200 F 201212 (주간),247.15,2,-0.50,248.65,248.65,247.05,244.46,247.15,49,"6,069,675,000","2,920",FU,20120702,KRDRVFUK2I
KR4101H30004,101H3000,코스피200 F 201303 (야간),-,0,-,-,-,-,244.46,0.00,0,0,325,FU,20120702,KRDRVFUK2I
KR4101H30004,101H3000,코스피200 F 201303 (주간),246.00,2,-1.40,246.00,246.00,246.00,244.46,246.00,1,"123,000,000",325,FU,20120702,KRDRVFUK2I
KR4101H60001,101H6000,코스피200 F 201306 (야간),-,0,-,-,-,-,244.46,0.00,0,0,257,FU,20120702,KRDRVFUK2I
KR4101H60001,101H6000,코스피200 F 201306 (주간),-,0,-,-,-,-,244.46,249.30,0,0,257,FU,20120702,KRDRVFUK2I
KR4401G9GCS7,401G9GCS,코스피200 SP 1209-1212 (주간),1.60,1,1.60,1.60,1.60,1.55,244.46,0.00,88,"21,676,550,000",-,FU,20120702,KRDRVFUK2I
KR4401G9H3S0,401G9H3S,코스피200 SP 1209-1303 (주간),-,0,-,-,-,-,244.46,0.00,0,0,-,FU,20120702,KRDRVFUK2I
KR4401G9H6S3,401G9H6S,코스피200 SP 1209-1306 (주간),-,0,-,-,-,-,244.46,0.00,0,0,-,FU,20120702,KRDRVFUK2I
