ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101H30004,101H3000,코스피200 F 201303 (야간),266.85,1,0.55,266.50,266.95,265.75,264.68,0.00,"23,442","3,120,663,250,000","120,947",FU,20130226,KRDRVFUK2I
KR4101H30004,101H3000,코스피200 F 201303 (주간),266.30,2,-1.10,265.10,266.95,264.60,264.68,266.30,"185,101","24,595,512,475,000","120,844",FU,20130226,KRDRVFUK2I
KR4101H60001,101H6000,코스피200 F 201306 (야간),268.45,1,0.45,269.25,269.25,267.60,264.68,0.00,20,"2,681,425,000","4,290",FU,20130226,KRDRVFUK2I
KR4101H60001,101H6000,코스피200 F 201306 (주간),268.00,2,-1.00,266.85,268.55,266.45,264.68,268.00,430,"57,486,300,000","4,288",FU,20130226,KRDRVFUK2I
KR4101H90008,101H9000,코스피200 F 201309 (야간),-,0,-,-,-,-,264.68,0.00,0,0,332,FU,20130226,KRDRVFUK2I
KR4101H90008,101H9000,코스피200 F 201309 (주간),-,0,-,-,-,-,264.68,269.65,0,0,332,FU,20130226,KRDRVFUK2I
KR4101HC0002,101HC000,코스피200 F 201312 (야간),-,0,-,-,-,-,264.68,0.00,0,0,84,FU,20130226,KRDRVFUK2I
KR4101HC0002,101HC000,코스피200 F 201312 (주간),-,0,-,-,-,-,264.68,271.50,0,0,84,FU,20130226,KRDRVFUK2I
KR4401H3H6S7,401H3H6S,코스피200 SP 1303-1306 (주간),1.70,1,1.70,1.70,1.70,1.65,264.68,0.00,298,"79,289,925,000",-,FU,20130226,KRDRVFUK2I
KR4401H3H9S1,401H3H9S,코스피200 SP 1303-1309 (주간),-,0,-,-,-,-,264.68,0.00,0,0,-,FU,20130226,KRDRVFUK2I
KR4401H3HCS7,401H3HCS,코스피200 SP 1303-1312 (주간),-,0,-,-,-,-,264.68,0.00,0,0,-,FU,20130226,KRDRVFUK2I
