ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101F90002,101F9000,코스피200 F 201109 (야간),273.85,2,-2.10,275.90,276.65,273.60,274.31,0.00,"11,107","1,527,589,550,000","89,804",FU,2011-06-24,KRDRVFUK2I
KR4101F90002,101F9000,코스피200 F 201109 (주간),275.95,1,5.65,271.80,276.05,271.75,274.31,275.95,"280,156","38,431,646,750,000","89,594",FU,2011-06-24,KRDRVFUK2I
KR4101FC0004,101FC000,코스피200 F 201112 (야간),277.20,2,-0.10,277.20,277.20,277.20,274.31,0.00,2,"277,200,000","1,306",FU,2011-06-24,KRDRVFUK2I
KR4101FC0004,101FC000,코스피200 F 201112 (주간),277.30,1,5.35,273.60,277.35,273.60,274.31,277.30,128,"17,658,625,000","1,305",FU,2011-06-24,KRDRVFUK2I
KR4101G30006,101G3000,코스피200 F 201203 (야간),-,0,-,-,-,-,274.31,0.00,0,0,510,FU,2011-06-24,KRDRVFUK2I
KR4101G30006,101G3000,코스피200 F 201203 (주간),276.00,1,3.75,275.20,276.00,275.20,274.31,276.00,2,"275,600,000",510,FU,2011-06-24,KRDRVFUK2I
KR4101G60003,101G6000,코스피200 F 201206 (야간),-,0,-,-,-,-,274.31,0.00,0,0,10,FU,2011-06-24,KRDRVFUK2I
KR4101G60003,101G6000,코스피200 F 201206 (주간),273.40,2,-1.20,272.30,273.40,272.30,274.31,273.40,2,"272,850,000",10,FU,2011-06-24,KRDRVFUK2I
KR4401F9FCS0,401F9FCS,코스피200 SP 1109-1112 (주간),1.45,1,1.45,1.45,1.50,1.45,274.31,0.00,129,"35,515,375,000",-,FU,2011-06-24,KRDRVFUK2I
KR4401F9G3S3,401F9G3S,코스피200 SP 1109-1203 (주간),0.25,1,0.25,0.35,0.40,0.25,274.31,0.00,13,"3,573,625,000",-,FU,2011-06-24,KRDRVFUK2I
KR4401F9G6S6,401F9G6S,코스피200 SP 1109-1206 (주간),1.70,1,1.70,1.60,1.70,1.60,274.31,0.00,8,"2,207,500,000",-,FU,2011-06-24,KRDRVFUK2I
