ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101M60001,101M6000,코스피200 F 201706 (주간),277.80,2,-1.45,278.15,278.55,276.20,277.31,277.80,"199,710","13,862,413,425,000","267,428",FU,2017-04-14,KRDRVFUK2I
KR4101M90008,101M9000,코스피200 F 201709 (주간),278.40,2,-1.30,278.90,279.00,276.75,277.31,278.40,"2,293","159,682,312,500","17,517",FU,2017-04-14,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (주간),277.75,2,-0.15,279.00,279.25,277.60,277.31,277.75,15,"1,043,212,500","17,955",FU,2017-04-14,KRDRVFUK2I
KR4101N30002,101N3000,코스피200 F 201803 (주간),-,0,-,-,-,-,277.31,276.70,0,0,"5,211",FU,2017-04-14,KRDRVFUK2I
KR4101N60009,101N6000,코스피200 F 201806 (주간),-,0,-,-,-,-,277.31,277.75,0,0,"4,150",FU,2017-04-14,KRDRVFUK2I
KR4101NC0004,101NC000,코스피200 F 201812 (주간),-,0,-,-,-,-,277.31,279.45,0,0,"6,784",FU,2017-04-14,KRDRVFUK2I
KR4101PC0002,101PC000,코스피200 F 201912 (주간),279.25,2,-1.50,280.55,280.55,279.25,277.31,279.25,3,"209,950,000",13,FU,2017-04-14,KRDRVFUK2I
KR4401M6M9S1,401M6M9S,코스피200 SP 1706-1709 (주간),0.45,1,0.45,0.55,0.55,0.45,277.31,0.00,6,"835,575,000",-,FU,2017-04-14,KRDRVFUK2I
KR4401M6MCS3,401M6MCS,코스피200 SP 1706-1712 (주간),0.95,1,0.95,0.95,0.95,0.95,277.31,0.00,94,"13,066,375,000",-,FU,2017-04-14,KRDRVFUK2I
KR4401M6N3S3,401M6N3S,코스피200 SP 1706-1803 (주간),-1.40,2,-1.40,-1.40,-1.40,-1.40,277.31,0.00,1,"138,050,000",-,FU,2017-04-14,KRDRVFUK2I
KR4401M6N6S6,401M6N6S,코스피200 SP 1706-1806 (주간),-,0,-,-,-,-,277.31,0.00,0,0,-,FU,2017-04-14,KRDRVFUK2I
KR4401M6NCS1,401M6NCS,코스피200 SP 1706-1812 (주간),-,0,-,-,-,-,277.31,0.00,0,0,-,FU,2017-04-14,KRDRVFUK2I
KR4401M6PCS6,401M6PCS,코스피200 SP 1706-1912 (주간),-,0,-,-,-,-,277.31,0.00,0,0,-,FU,2017-04-14,KRDRVFUK2I
