ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101S30001,101S3000,코스피200 F 202203 (주간),394.30,2,-2.70,397.00,397.15,394.25,398.61,394.30,"146,340","14,463,321,875,000","236,401",FU,20211227,KRDRVFUK2I
KR4101S60008,101S6000,코스피200 F 202206 (주간),394.75,2,-2.10,396.50,397.00,394.50,398.61,394.75,193,"19,079,450,000","10,218",FU,20211227,KRDRVFUK2I
KR4101S90005,101S9000,코스피200 F 202209 (주간),-,0,-,-,-,-,398.61,395.15,0,0,785,FU,20211227,KRDRVFUK2I
KR4101SC0009,101SC000,코스피200 F 202212 (주간),395.80,2,-0.80,395.80,395.80,395.80,398.61,395.80,1,"98,950,000","10,512",FU,20211227,KRDRVFUK2I
KR4101T60006,101T6000,코스피200 F 202306 (주간),-,0,-,-,-,-,398.61,393.65,0,0,"1,890",FU,20211227,KRDRVFUK2I
KR4101TC0008,101TC000,코스피200 F 202312 (주간),-,0,-,-,-,-,398.61,394.45,0,0,"4,778",FU,20211227,KRDRVFUK2I
KR4101VC0004,101VC000,코스피200 F 202412 (주간),-,0,-,-,-,-,398.61,393.05,0,0,24,FU,20211227,KRDRVFUK2I
KR4401S3S6S1,401S3S6S,코스피200 SP 2203-2206 (주간),0.25,1,0.25,0.25,0.25,0.20,398.61,0.00,5,"990,812,500",-,FU,20211227,KRDRVFUK2I
KR4401S3S9S5,401S3S9S,코스피200 SP 2203-2209 (주간),-,0,-,-,-,-,398.61,0.00,0,0,-,FU,20211227,KRDRVFUK2I
KR4401S3SCS1,401S3SCS,코스피200 SP 2203-2212 (주간),-,0,-,-,-,-,398.61,0.00,0,0,-,FU,20211227,KRDRVFUK2I
KR4401S3T6S0,401S3T6S,코스피200 SP 2203-2306 (주간),-,0,-,-,-,-,398.61,0.00,0,0,-,FU,20211227,KRDRVFUK2I
KR4401S3TCS9,401S3TCS,코스피200 SP 2203-2312 (주간),-,0,-,-,-,-,398.61,0.00,0,0,-,FU,20211227,KRDRVFUK2I
KR4401S3VCS5,401S3VCS,코스피200 SP 2203-2412 (주간),-,0,-,-,-,-,398.61,0.00,0,0,-,FU,20211227,KRDRVFUK2I
