ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101K30008,101K3000,코스피200 F 201503 (야간),250.05,2,-0.50,250.45,250.60,250.05,249.81,0.00,"2,014","252,217,675,000","105,910",FU,20150216,KRDRVFUK2I
KR4101K30008,101K3000,코스피200 F 201503 (주간),250.55,1,0.55,250.20,250.90,250.00,249.81,250.55,"67,320","8,431,029,350,000","105,839",FU,20150216,KRDRVFUK2I
KR4101K60005,101K6000,코스피200 F 201506 (야간),251.30,2,-0.40,251.80,251.80,251.30,249.81,0.00,13,"1,635,400,000","2,093",FU,20150216,KRDRVFUK2I
KR4101K60005,101K6000,코스피200 F 201506 (주간),251.70,1,0.40,251.40,252.05,251.25,249.81,251.70,182,"22,903,775,000","2,096",FU,20150216,KRDRVFUK2I
KR4101K90002,101K9000,코스피200 F 201509 (야간),-,0,-,-,-,-,249.81,0.00,0,0,905,FU,20150216,KRDRVFUK2I
KR4101K90002,101K9000,코스피200 F 201509 (주간),-,0,-,-,-,-,249.81,253.05,0,0,905,FU,20150216,KRDRVFUK2I
KR4101KC0007,101KC000,코스피200 F 201512 (야간),-,0,-,-,-,-,249.81,0.00,0,0,497,FU,20150216,KRDRVFUK2I
KR4101KC0007,101KC000,코스피200 F 201512 (주간),-,0,-,-,-,-,249.81,254.40,0,0,497,FU,20150216,KRDRVFUK2I
KR4101L60003,101L6000,코스피200 F 201606 (야간),-,0,-,-,-,-,249.81,0.00,0,0,193,FU,20150216,KRDRVFUK2I
KR4101L60003,101L6000,코스피200 F 201606 (주간),-,0,-,-,-,-,249.81,254.45,0,0,193,FU,20150216,KRDRVFUK2I
KR4101LC0006,101LC000,코스피200 F 201612 (야간),-,0,-,-,-,-,249.81,0.00,0,0,634,FU,20150216,KRDRVFUK2I
KR4101LC0006,101LC000,코스피200 F 201612 (주간),-,0,-,-,-,-,249.81,256.95,0,0,634,FU,20150216,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (야간),-,0,-,-,-,-,249.81,0.00,0,0,277,FU,20150216,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (주간),-,0,-,-,-,-,249.81,259.50,0,0,277,FU,20150216,KRDRVFUK2I
KR4401K3K6S6,401K3K6S,코스피200 SP 1503-1506 (주간),1.20,1,1.20,1.20,1.25,1.20,249.81,0.00,14,"3,517,125,000",-,FU,20150216,KRDRVFUK2I
KR4401K3K9S0,401K3K9S,코스피200 SP 1503-1509 (주간),2.30,1,2.30,2.30,2.30,2.30,249.81,0.00,10,"2,517,000,000",-,FU,20150216,KRDRVFUK2I
KR4401K3KCS6,401K3KCS,코스피200 SP 1503-1512 (주간),3.25,1,3.25,3.25,3.25,3.25,249.81,0.00,10,"2,521,900,000",-,FU,20150216,KRDRVFUK2I
KR4401K3L6S5,401K3L6S,코스피200 SP 1503-1606 (주간),-,0,-,-,-,-,249.81,0.00,0,0,-,FU,20150216,KRDRVFUK2I
KR4401K3LCS4,401K3LCS,코스피200 SP 1503-1612 (주간),-,0,-,-,-,-,249.81,0.00,0,0,-,FU,20150216,KRDRVFUK2I
KR4401K3MCS2,401K3MCS,코스피200 SP 1503-1712 (주간),-,0,-,-,-,-,249.81,0.00,0,0,-,FU,20150216,KRDRVFUK2I
