ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101H60001,101H6000,코스피200 F 201306 (야간),262.95,1,0.75,262.70,263.35,262.45,260.79,0.00,"14,474","1,902,416,300,000","109,344",FU,2013-04-02,KRDRVFUK2I
KR4101H60001,101H6000,코스피200 F 201306 (주간),262.20,2,-2.45,264.40,264.75,260.10,260.79,262.20,"212,822","27,987,234,975,000","109,459",FU,2013-04-02,KRDRVFUK2I
KR4101H90008,101H9000,코스피200 F 201309 (야간),264.15,1,0.40,264.15,264.15,264.15,260.79,0.00,1,"132,075,000",666,FU,2013-04-02,KRDRVFUK2I
KR4101H90008,101H9000,코스피200 F 201309 (주간),263.75,2,-2.15,266.15,266.30,262.15,260.79,263.75,30,"3,971,800,000",666,FU,2013-04-02,KRDRVFUK2I
KR4101HC0002,101HC000,코스피200 F 201312 (야간),-,0,-,-,-,-,260.79,0.00,0,0,186,FU,2013-04-02,KRDRVFUK2I
KR4101HC0002,101HC000,코스피200 F 201312 (주간),-,0,-,-,-,-,260.79,265.70,0,0,186,FU,2013-04-02,KRDRVFUK2I
KR4101J30000,101J3000,코스피200 F 201403 (야간),-,0,-,-,-,-,260.79,0.00,0,0,12,FU,2013-04-02,KRDRVFUK2I
KR4101J30000,101J3000,코스피200 F 201403 (주간),-,0,-,-,-,-,260.79,264.95,0,0,12,FU,2013-04-02,KRDRVFUK2I
KR4401H6H9S8,401H6H9S,코스피200 SP 1306-1309 (주간),1.60,1,1.60,1.60,1.65,1.60,260.79,0.00,197,"51,784,350,000",-,FU,2013-04-02,KRDRVFUK2I
KR4401H6HCS0,401H6HCS,코스피200 SP 1306-1312 (주간),-,0,-,-,-,-,260.79,0.00,0,0,-,FU,2013-04-02,KRDRVFUK2I
KR4401H6J3S9,401H6J3S,코스피200 SP 1306-1403 (주간),-,0,-,-,-,-,260.79,0.00,0,0,-,FU,2013-04-02,KRDRVFUK2I
