ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101H60001,101H6000,코스피200 F 201306 (야간),255.45,1,0.30,255.20,255.45,254.95,254.02,0.00,"10,154","1,295,882,200,000","111,242",FU,2013-05-08,KRDRVFUK2I
KR4101H60001,101H6000,코스피200 F 201306 (주간),255.15,1,0.05,255.85,256.55,254.15,254.02,255.15,"215,837","27,544,413,625,000","111,104",FU,2013-05-08,KRDRVFUK2I
KR4101H90008,101H9000,코스피200 F 201309 (야간),-,0,-,-,-,-,254.02,0.00,0,0,"4,480",FU,2013-05-08,KRDRVFUK2I
KR4101H90008,101H9000,코스피200 F 201309 (주간),256.50,2,-0.20,257.50,258.00,255.80,254.02,256.50,91,"11,684,250,000","4,480",FU,2013-05-08,KRDRVFUK2I
KR4101HC0002,101HC000,코스피200 F 201312 (야간),-,0,-,-,-,-,254.02,0.00,0,0,195,FU,2013-05-08,KRDRVFUK2I
KR4101HC0002,101HC000,코스피200 F 201312 (주간),-,0,-,-,-,-,254.02,258.60,0,0,195,FU,2013-05-08,KRDRVFUK2I
KR4101J30000,101J3000,코스피200 F 201403 (야간),-,0,-,-,-,-,254.02,0.00,0,0,271,FU,2013-05-08,KRDRVFUK2I
KR4101J30000,101J3000,코스피200 F 201403 (주간),-,0,-,-,-,-,254.02,257.75,0,0,271,FU,2013-05-08,KRDRVFUK2I
KR4401H6H9S8,401H6H9S,코스피200 SP 1306-1309 (주간),1.55,1,1.55,1.55,1.55,1.50,254.02,0.00,11,"2,817,500,000",-,FU,2013-05-08,KRDRVFUK2I
KR4401H6HCS0,401H6HCS,코스피200 SP 1306-1312 (주간),-,0,-,-,-,-,254.02,0.00,0,0,-,FU,2013-05-08,KRDRVFUK2I
KR4401H6J3S9,401H6J3S,코스피200 SP 1306-1403 (주간),-,0,-,-,-,-,254.02,0.00,0,0,-,FU,2013-05-08,KRDRVFUK2I
