ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101G60003,101G6000,코스피200 F 201206 (야간),245.60,1,0.45,244.80,245.60,244.25,245.26,0.00,"33,330","4,081,228,625,000","102,611",FU,20120529,KRDRVFUK2I
KR4101G60003,101G6000,코스피200 F 201206 (주간),245.15,1,3.95,240.90,245.70,240.25,245.26,245.15,"250,291","30,425,840,025,000","102,643",FU,20120529,KRDRVFUK2I
KR4101G90000,101G9000,코스피200 F 201209 (야간),245.05,2,-1.65,245.05,245.05,245.05,245.26,0.00,1,"122,525,000","8,041",FU,20120529,KRDRVFUK2I
KR4101G90000,101G9000,코스피200 F 201209 (주간),246.70,1,4.20,240.75,247.10,240.75,245.26,246.70,567,"69,587,075,000","8,042",FU,20120529,KRDRVFUK2I
KR4101GC0003,101GC000,코스피200 F 201212 (야간),-,0,-,-,-,-,245.26,0.00,0,0,"1,944",FU,20120529,KRDRVFUK2I
KR4101GC0003,101GC000,코스피200 F 201212 (주간),247.50,1,4.80,247.50,247.50,247.50,245.26,247.50,2,"247,500,000","1,944",FU,20120529,KRDRVFUK2I
KR4101H30004,101H3000,코스피200 F 201303 (야간),-,0,-,-,-,-,245.26,0.00,0,0,183,FU,20120529,KRDRVFUK2I
KR4101H30004,101H3000,코스피200 F 201303 (주간),-,0,-,-,-,-,245.26,248.65,0,0,183,FU,20120529,KRDRVFUK2I
KR4401G6G9S1,401G6G9S,코스피200 SP 1206-1209 (주간),1.50,1,1.50,1.45,1.50,1.40,245.26,0.00,813,"198,790,025,000",-,FU,20120529,KRDRVFUK2I
KR4401G6GCS3,401G6GCS,코스피200 SP 1206-1212 (주간),2.85,1,2.85,2.75,2.85,2.75,245.26,0.00,334,"82,061,300,000",-,FU,20120529,KRDRVFUK2I
KR4401G6H3S3,401G6H3S,코스피200 SP 1206-1303 (주간),1.85,1,1.85,1.75,1.85,1.75,245.26,0.00,25,"6,124,000,000",-,FU,20120529,KRDRVFUK2I
