ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101M90008,101M9000,코스피200 F 201709 (야간),315.95,1,2.00,314.10,316.15,314.05,313.58,0.00,"17,895","1,410,783,750,000","274,868",FU,20170712,KRDRVFUK2I
KR4101M90008,101M9000,코스피200 F 201709 (주간),313.95,2,-0.10,314.10,314.85,313.75,313.58,313.95,"151,988","11,941,777,900,000","272,883",FU,20170712,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (야간),316.70,1,1.95,314.85,316.70,314.85,313.58,0.00,45,"3,555,025,000","29,859",FU,20170712,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (주간),314.75,2,-0.15,315.00,315.55,314.65,313.58,314.75,765,"60,262,287,500","29,857",FU,20170712,KRDRVFUK2I
KR4101N30002,101N3000,코스피200 F 201803 (야간),-,0,-,-,-,-,313.58,0.00,0,0,"7,219",FU,20170712,KRDRVFUK2I
KR4101N30002,101N3000,코스피200 F 201803 (주간),312.50,1,0.65,312.50,312.50,312.50,313.58,312.50,4,"312,500,000","7,219",FU,20170712,KRDRVFUK2I
KR4101N60009,101N6000,코스피200 F 201806 (야간),-,0,-,-,-,-,313.58,0.00,0,0,"5,204",FU,20170712,KRDRVFUK2I
KR4101N60009,101N6000,코스피200 F 201806 (주간),-,0,-,-,-,-,313.58,312.60,0,0,"5,204",FU,20170712,KRDRVFUK2I
KR4101NC0004,101NC000,코스피200 F 201812 (야간),-,0,-,-,-,-,313.58,0.00,0,0,"14,380",FU,20170712,KRDRVFUK2I
KR4101NC0004,101NC000,코스피200 F 201812 (주간),-,0,-,-,-,-,313.58,314.55,"1,500","117,662,500,000","14,380",FU,20170712,KRDRVFUK2I
KR4101P60004,101P6000,코스피200 F 201906 (야간),-,0,-,-,-,-,313.58,0.00,0,0,-,FU,20170712,KRDRVFUK2I
KR4101P60004,101P6000,코스피200 F 201906 (주간),-,0,-,-,-,-,313.58,312.05,0,0,0,FU,20170712,KRDRVFUK2I
KR4101PC0002,101PC000,코스피200 F 201912 (야간),-,0,-,-,-,-,313.58,0.00,0,0,"4,133",FU,20170712,KRDRVFUK2I
KR4101PC0002,101PC000,코스피200 F 201912 (주간),-,0,-,-,-,-,313.58,314.00,100,"7,813,750,000","4,133",FU,20170712,KRDRVFUK2I
KR4401M9MCS7,401M9MCS,코스피200 SP 1709-1712 (주간),0.75,1,0.75,0.75,0.75,0.75,313.58,0.00,600,"94,433,575,000",-,FU,20170712,KRDRVFUK2I
KR4401M9N3S0,401M9N3S,코스피200 SP 1709-1803 (주간),-2.00,2,-2.00,-2.00,-2.00,-2.00,313.58,0.00,1,"156,700,000",-,FU,20170712,KRDRVFUK2I
KR4401M9N6S3,401M9N6S,코스피200 SP 1709-1806 (주간),-,0,-,-,-,-,313.58,0.00,0,0,-,FU,20170712,KRDRVFUK2I
KR4401M9NCS5,401M9NCS,코스피200 SP 1709-1812 (주간),-,0,-,-,-,-,313.58,0.00,0,0,-,FU,20170712,KRDRVFUK2I
KR4401M9P6S1,401M9P6S,코스피200 SP 1709-1906 (주간),-,0,-,-,-,-,313.58,0.00,0,0,-,FU,20170712,KRDRVFUK2I
KR4401M9PCS0,401M9PCS,코스피200 SP 1709-1912 (주간),-,0,-,-,-,-,313.58,0.00,0,0,-,FU,20170712,KRDRVFUK2I
