ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101LC0006,101LC000,코스피200 F 201612 (야간),255.05,2,-0.05,255.10,255.85,254.75,255.09,0.00,"13,113","1,673,994,525,000","125,644",FU,2016-09-20,KRDRVFUK2I
KR4101LC0006,101LC000,코스피200 F 201612 (주간),255.10,1,0.50,253.80,255.35,253.60,255.09,255.10,"85,656","10,892,711,525,000","125,605",FU,2016-09-20,KRDRVFUK2I
KR4101M30004,101M3000,코스피200 F 201703 (야간),252.80,1,0.20,252.75,253.20,252.60,255.09,0.00,9,"1,137,650,000","2,960",FU,2016-09-20,KRDRVFUK2I
KR4101M30004,101M3000,코스피200 F 201703 (주간),252.60,1,0.55,251.30,252.70,251.05,255.09,252.60,337,"42,392,950,000","2,960",FU,2016-09-20,KRDRVFUK2I
KR4101M60001,101M6000,코스피200 F 201706 (야간),-,0,-,-,-,-,255.09,0.00,0,0,816,FU,2016-09-20,KRDRVFUK2I
KR4101M60001,101M6000,코스피200 F 201706 (주간),253.50,1,0.55,253.00,253.50,252.95,255.09,253.50,6,"759,375,000",816,FU,2016-09-20,KRDRVFUK2I
KR4101M90008,101M9000,코스피200 F 201709 (야간),-,0,-,-,-,-,255.09,0.00,0,0,6,FU,2016-09-20,KRDRVFUK2I
KR4101M90008,101M9000,코스피200 F 201709 (주간),253.40,1,1.60,253.40,253.40,253.40,255.09,253.40,1,"126,700,000",6,FU,2016-09-20,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (야간),-,0,-,-,-,-,255.09,0.00,0,0,"2,460",FU,2016-09-20,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (주간),-,0,-,-,-,-,255.09,254.45,0,0,"2,460",FU,2016-09-20,KRDRVFUK2I
KR4101N60009,101N6000,코스피200 F 201806 (야간),-,0,-,-,-,-,255.09,0.00,0,0,-,FU,2016-09-20,KRDRVFUK2I
KR4101N60009,101N6000,코스피200 F 201806 (주간),-,0,-,-,-,-,255.09,252.20,0,0,0,FU,2016-09-20,KRDRVFUK2I
KR4101NC0004,101NC000,코스피200 F 201812 (야간),-,0,-,-,-,-,255.09,0.00,0,0,520,FU,2016-09-20,KRDRVFUK2I
KR4101NC0004,101NC000,코스피200 F 201812 (주간),-,0,-,-,-,-,255.09,253.65,0,0,520,FU,2016-09-20,KRDRVFUK2I
KR4401LCM3S2,401LCM3S,코스피200 SP 1612-1703 (주간),-2.60,2,-2.60,-2.60,-2.60,-2.60,255.09,0.00,4,"1,012,000,000",-,FU,2016-09-20,KRDRVFUK2I
KR4401LCM6S5,401LCM6S,코스피200 SP 1612-1706 (주간),-1.80,2,-1.80,-1.80,-1.80,-1.80,255.09,0.00,5,"1,267,200,000",-,FU,2016-09-20,KRDRVFUK2I
KR4401LCM9S9,401LCM9S,코스피200 SP 1612-1709 (주간),-,0,-,-,-,-,255.09,0.00,0,0,-,FU,2016-09-20,KRDRVFUK2I
KR4401LCMCS8,401LCMCS,코스피200 SP 1612-1712 (주간),-,0,-,-,-,-,255.09,0.00,0,0,-,FU,2016-09-20,KRDRVFUK2I
KR4401LCN6S4,401LCN6S,코스피200 SP 1612-1806 (주간),-,0,-,-,-,-,255.09,0.00,0,0,-,FU,2016-09-20,KRDRVFUK2I
KR4401LCNCS6,401LCNCS,코스피200 SP 1612-1812 (주간),-,0,-,-,-,-,255.09,0.00,0,0,-,FU,2016-09-20,KRDRVFUK2I
