ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101P30007,101P3000,코스피200 F 201903 (야간),263.65,1,1.65,262.40,263.80,262.05,261.98,0.00,"23,745","1,559,911,200,000","291,258",FU,20181228,KRDRVFUK2I
KR4101P30007,101P3000,코스피200 F 201903 (주간),262.00,1,0.55,261.70,263.50,261.50,261.98,262.00,"214,909","14,118,415,125,000","290,877",FU,20181228,KRDRVFUK2I
KR4101P60004,101P6000,코스피200 F 201906 (야간),263.65,1,1.15,262.45,263.65,262.40,261.98,0.00,28,"1,841,200,000","21,692",FU,20181228,KRDRVFUK2I
KR4101P60004,101P6000,코스피200 F 201906 (주간),262.50,1,0.80,262.70,263.75,262.45,261.98,262.50,163,"10,722,550,000","21,693",FU,20181228,KRDRVFUK2I
KR4101P90001,101P9000,코스피200 F 201909 (야간),-,0,-,-,-,-,261.98,0.00,0,0,140,FU,20181228,KRDRVFUK2I
KR4101P90001,101P9000,코스피200 F 201909 (주간),264.00,1,1.90,264.00,264.00,264.00,261.98,264.00,1,"66,000,000",140,FU,20181228,KRDRVFUK2I
KR4101PC0002,101PC000,코스피200 F 201912 (야간),-,0,-,-,-,-,261.98,0.00,0,0,"25,287",FU,20181228,KRDRVFUK2I
KR4101PC0002,101PC000,코스피200 F 201912 (주간),264.20,1,1.15,264.20,264.20,264.20,261.98,264.20,2,"132,100,000","25,287",FU,20181228,KRDRVFUK2I
KR4101Q60002,101Q6000,코스피200 F 202006 (야간),-,0,-,-,-,-,261.98,0.00,0,0,"3,884",FU,20181228,KRDRVFUK2I
KR4101Q60002,101Q6000,코스피200 F 202006 (주간),-,0,-,-,-,-,261.98,261.20,0,0,"3,884",FU,20181228,KRDRVFUK2I
KR4101QC0001,101QC000,코스피200 F 202012 (야간),-,0,-,-,-,-,261.98,0.00,0,0,"11,525",FU,20181228,KRDRVFUK2I
KR4101QC0001,101QC000,코스피200 F 202012 (주간),264.00,1,2.40,264.00,264.00,264.00,261.98,264.00,475,"30,997,500,000","11,525",FU,20181228,KRDRVFUK2I
KR4101RC0000,101RC000,코스피200 F 202112 (야간),-,0,-,-,-,-,261.98,0.00,0,0,-,FU,20181228,KRDRVFUK2I
KR4101RC0000,101RC000,코스피200 F 202112 (주간),-,0,-,-,-,-,261.98,260.60,0,0,0,FU,20181228,KRDRVFUK2I
KR4401P3P6S0,401P3P6S,코스피200 SP 1903-1906 (주간),0.30,1,0.30,0.30,0.30,0.30,261.98,0.00,5,"656,125,000",-,FU,20181228,KRDRVFUK2I
KR4401P3P9S4,401P3P9S,코스피200 SP 1903-1909 (주간),-,0,-,-,-,-,261.98,0.00,0,0,-,FU,20181228,KRDRVFUK2I
KR4401P3PCS0,401P3PCS,코스피200 SP 1903-1912 (주간),-,0,-,-,-,-,261.98,0.00,0,0,-,FU,20181228,KRDRVFUK2I
KR4401P3Q6S9,401P3Q6S,코스피200 SP 1903-2006 (주간),-,0,-,-,-,-,261.98,0.00,0,0,-,FU,20181228,KRDRVFUK2I
KR4401P3QCS8,401P3QCS,코스피200 SP 1903-2012 (주간),-,0,-,-,-,-,261.98,0.00,0,0,-,FU,20181228,KRDRVFUK2I
KR4401P3RCS6,401P3RCS,코스피200 SP 1903-2112 (주간),-,0,-,-,-,-,261.98,0.00,0,0,-,FU,20181228,KRDRVFUK2I
