ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101H90008,101H9000,코스피200 F 201309 (야간),235.40,1,1.30,235.40,235.85,234.35,231.75,0.00,"26,276","3,089,923,450,000","116,206",FU,20130625,KRDRVFUK2I
KR4101H90008,101H9000,코스피200 F 201309 (주간),234.10,1,0.50,233.25,236.60,231.55,231.75,234.10,"318,729","37,242,223,000,000","115,776",FU,20130625,KRDRVFUK2I
KR4101HC0002,101HC000,코스피200 F 201312 (야간),236.55,1,2.25,236.60,236.60,236.55,231.75,0.00,3,"354,850,000",945,FU,20130625,KRDRVFUK2I
KR4101HC0002,101HC000,코스피200 F 201312 (주간),234.30,2,-1.50,236.10,237.40,233.00,231.75,234.30,143,"16,820,175,000",945,FU,20130625,KRDRVFUK2I
KR4101J30000,101J3000,코스피200 F 201403 (야간),-,0,-,-,-,-,231.75,0.00,0,0,387,FU,20130625,KRDRVFUK2I
KR4101J30000,101J3000,코스피200 F 201403 (주간),235.90,1,1.90,235.90,235.90,235.90,231.75,235.90,1,"117,950,000",387,FU,20130625,KRDRVFUK2I
KR4101J60007,101J6000,코스피200 F 201406 (야간),-,0,-,-,-,-,231.75,0.00,0,0,122,FU,20130625,KRDRVFUK2I
KR4101J60007,101J6000,코스피200 F 201406 (주간),-,0,-,-,-,-,231.75,236.05,0,0,122,FU,20130625,KRDRVFUK2I
KR4401H9HCS4,401H9HCS,코스피200 SP 1309-1312 (주간),1.30,1,1.30,1.30,1.35,1.25,231.75,0.00,190,"44,398,875,000",-,FU,20130625,KRDRVFUK2I
KR4401H9J3S6,401H9J3S,코스피200 SP 1309-1403 (주간),0.35,1,0.35,0.35,0.35,0.35,231.75,0.00,1,"235,775,000",-,FU,20130625,KRDRVFUK2I
KR4401H9J6S9,401H9J6S,코스피200 SP 1309-1406 (주간),-,0,-,-,-,-,231.75,0.00,0,0,-,FU,20130625,KRDRVFUK2I
