ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101E60008,101E6000,코스피200 F 201006 (야간),206.30,2,-2.40,208.95,209.55,206.10,208.78,0.00,"6,914","718,018,900,000","109,511",FU,20100520,KRDRVFUK2I
KR4101E60008,101E6000,코스피200 F 201006 (주간),208.70,2,-3.30,211.25,213.20,207.65,208.78,208.70,"466,855","49,282,440,125,000","109,133",FU,20100520,KRDRVFUK2I
KR4101E90005,101E9000,코스피200 F 201009 (야간),207.15,2,-2.10,208.20,208.20,207.15,208.78,0.00,6,"623,750,000","6,581",FU,20100520,KRDRVFUK2I
KR4101E90005,101E9000,코스피200 F 201009 (주간),209.25,2,-3.30,211.80,213.30,208.15,208.78,209.25,517,"54,481,575,000","6,584",FU,20100520,KRDRVFUK2I
KR4101EC0005,101EC000,코스피200 F 201012 (야간),-,0,-,-,-,-,208.78,0.00,0,0,316,FU,20100520,KRDRVFUK2I
KR4101EC0005,101EC000,코스피200 F 201012 (주간),208.00,2,-5.00,212.90,212.90,208.00,208.78,208.00,3,"315,200,000",316,FU,20100520,KRDRVFUK2I
KR4101F30008,101F3000,코스피200 F 201103 (야간),-,0,-,-,-,-,208.78,0.00,0,0,656,FU,20100520,KRDRVFUK2I
KR4101F30008,101F3000,코스피200 F 201103 (주간),207.50,2,-1.00,211.45,211.45,207.50,208.78,207.50,41,"4,315,750,000",656,FU,20100520,KRDRVFUK2I
KR4401E6E9S8,401E6E9S,코스피200 SP 1006-1009 (주간),0.30,1,0.30,0.30,0.35,0.30,208.78,0.00,346,"72,513,425,000",-,FU,20100520,KRDRVFUK2I
KR4401E6ECS0,401E6ECS,코스피200 SP 1006-1012 (주간),0.70,1,0.70,0.80,0.80,0.70,208.78,0.00,11,"2,327,100,000",-,FU,20100520,KRDRVFUK2I
KR4401E6F3S0,401E6F3S,코스피200 SP 1006-1103 (주간),-1.30,2,-1.30,-1.20,-1.15,-1.30,208.78,0.00,14,"2,946,975,000",-,FU,20100520,KRDRVFUK2I
