ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101SC0009,101SC000,코스피200 F 202212 (주간),282.80,2,-5.05,286.40,286.80,282.40,282.57,282.80,"376,054","26,760,988,197,500","333,176",FU,20221013,KRDRVFUK2I
KR4101T30009,101T3000,코스피200 F 202303 (주간),280.30,2,-5.50,284.45,284.45,280.30,282.57,280.30,"1,734","122,687,487,500","13,962",FU,20221013,KRDRVFUK2I
KR4101T60006,101T6000,코스피200 F 202306 (주간),-,0,-,-,-,-,282.57,282.20,950,"67,422,500,000","16,448",FU,20221013,KRDRVFUK2I
KR4101T90003,101T9000,코스피200 F 202309 (주간),-,0,-,-,-,-,282.57,283.80,0,0,"1,211",FU,20221013,KRDRVFUK2I
KR4101TC0008,101TC000,코스피200 F 202312 (주간),287.25,2,-2.25,289.45,289.45,285.75,282.57,287.25,"1,504","108,616,112,500","16,302",FU,20221013,KRDRVFUK2I
KR4101V60002,101V6000,코스피200 F 202406 (주간),-,0,-,-,-,-,282.57,284.85,0,0,579,FU,20221013,KRDRVFUK2I
KR4101VC0004,101VC000,코스피200 F 202412 (주간),-,0,-,-,-,-,282.57,287.95,0,0,"3,719",FU,20221013,KRDRVFUK2I
KR4401SCT3S8,401SCT3S,코스피200 SP 2212-2303 (주간),-2.25,2,-2.25,-2.10,-2.10,-2.35,282.57,0.00,254,"35,938,712,500",-,FU,20221013,KRDRVFUK2I
KR4401SCT6S1,401SCT6S,코스피200 SP 2212-2306 (주간),-,0,-,-,-,-,282.57,0.00,0,0,-,FU,20221013,KRDRVFUK2I
KR4401SCT9S5,401SCT9S,코스피200 SP 2212-2309 (주간),-,0,-,-,-,-,282.57,0.00,0,0,-,FU,20221013,KRDRVFUK2I
KR4401SCTCS8,401SCTCS,코스피200 SP 2212-2312 (주간),-,0,-,-,-,-,282.57,0.00,0,0,-,FU,20221013,KRDRVFUK2I
KR4401SCV6S7,401SCV6S,코스피200 SP 2212-2406 (주간),-,0,-,-,-,-,282.57,0.00,0,0,-,FU,20221013,KRDRVFUK2I
KR4401SCVCS4,401SCVCS,코스피200 SP 2212-2412 (주간),-,0,-,-,-,-,282.57,0.00,0,0,-,FU,20221013,KRDRVFUK2I
