ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101K60005,101K6000,코스피200 F 201506 (야간),259.20,1,1.60,258.15,259.30,257.95,256.10,0.00,"7,277","940,785,075,000","128,830",FU,2015-03-30,KRDRVFUK2I
KR4101K60005,101K6000,코스피200 F 201506 (주간),257.60,1,0.05,257.10,258.00,256.40,256.10,257.60,"97,462","12,544,956,125,000","128,836",FU,2015-03-30,KRDRVFUK2I
KR4101K90002,101K9000,코스피200 F 201509 (야간),260.20,1,1.50,259.10,260.20,259.00,256.10,0.00,20,"2,595,200,000","2,042",FU,2015-03-30,KRDRVFUK2I
KR4101K90002,101K9000,코스피200 F 201509 (주간),258.70,1,0.30,258.20,258.85,257.40,256.10,258.70,177,"22,871,575,000","2,038",FU,2015-03-30,KRDRVFUK2I
KR4101KC0007,101KC000,코스피200 F 201512 (야간),-,0,-,-,-,-,256.10,0.00,0,0,680,FU,2015-03-30,KRDRVFUK2I
KR4101KC0007,101KC000,코스피200 F 201512 (주간),259.80,1,0.40,259.80,259.80,259.80,256.10,259.80,15,"1,948,500,000",680,FU,2015-03-30,KRDRVFUK2I
KR4101L30006,101L3000,코스피200 F 201603 (야간),-,0,-,-,-,-,256.10,0.00,0,0,117,FU,2015-03-30,KRDRVFUK2I
KR4101L30006,101L3000,코스피200 F 201603 (주간),258.35,2,-0.10,258.35,258.35,258.35,256.10,258.35,2,"258,350,000",117,FU,2015-03-30,KRDRVFUK2I
KR4101L60003,101L6000,코스피200 F 201606 (야간),-,0,-,-,-,-,256.10,0.00,0,0,279,FU,2015-03-30,KRDRVFUK2I
KR4101L60003,101L6000,코스피200 F 201606 (주간),-,0,-,-,-,-,256.10,259.65,0,0,279,FU,2015-03-30,KRDRVFUK2I
KR4101LC0006,101LC000,코스피200 F 201612 (야간),-,0,-,-,-,-,256.10,0.00,0,0,721,FU,2015-03-30,KRDRVFUK2I
KR4101LC0006,101LC000,코스피200 F 201612 (주간),-,0,-,-,-,-,256.10,261.90,0,0,721,FU,2015-03-30,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (야간),-,0,-,-,-,-,256.10,0.00,0,0,324,FU,2015-03-30,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (주간),-,0,-,-,-,-,256.10,264.00,0,0,324,FU,2015-03-30,KRDRVFUK2I
KR4401K6K9S7,401K6K9S,코스피200 SP 1506-1509 (주간),0.95,1,0.95,0.95,0.95,0.95,256.10,0.00,29,"7,485,025,000",-,FU,2015-03-30,KRDRVFUK2I
KR4401K6KCS9,401K6KCS,코스피200 SP 1506-1512 (주간),2.00,1,2.00,2.05,2.05,2.00,256.10,0.00,22,"5,691,800,000",-,FU,2015-03-30,KRDRVFUK2I
KR4401K6L3S9,401K6L3S,코스피200 SP 1506-1603 (주간),0.05,1,0.05,0.10,0.10,0.00,256.10,0.00,30,"7,730,250,000",-,FU,2015-03-30,KRDRVFUK2I
KR4401K6L6S2,401K6L6S,코스피200 SP 1506-1606 (주간),-,0,-,-,-,-,256.10,0.00,0,0,-,FU,2015-03-30,KRDRVFUK2I
KR4401K6LCS7,401K6LCS,코스피200 SP 1506-1612 (주간),-,0,-,-,-,-,256.10,0.00,0,0,-,FU,2015-03-30,KRDRVFUK2I
KR4401K6MCS5,401K6MCS,코스피200 SP 1506-1712 (주간),-,0,-,-,-,-,256.10,0.00,0,0,-,FU,2015-03-30,KRDRVFUK2I
