ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101P60004,101P6000,코스피200 F 201906 (야간),278.25,1,0.25,277.90,279.30,277.35,277.60,0.00,"20,074","1,397,272,500,000","311,832",FU,20190326,KRDRVFUK2I
KR4101P60004,101P6000,코스피200 F 201906 (주간),278.00,1,0.20,278.80,278.90,277.55,277.60,278.00,"153,680","10,693,494,425,000","311,619",FU,20190326,KRDRVFUK2I
KR4101P90001,101P9000,코스피200 F 201909 (야간),278.60,1,0.45,278.30,279.55,277.70,277.60,0.00,77,"5,359,975,000","3,756",FU,20190326,KRDRVFUK2I
KR4101P90001,101P9000,코스피200 F 201909 (주간),278.15,1,0.10,278.45,279.25,278.00,277.60,278.15,104,"7,245,062,500","3,754",FU,20190326,KRDRVFUK2I
KR4101PC0002,101PC000,코스피200 F 201912 (야간),-,0,-,-,-,-,277.60,0.00,0,0,"26,399",FU,20190326,KRDRVFUK2I
KR4101PC0002,101PC000,코스피200 F 201912 (주간),-,0,-,-,-,-,277.60,279.15,"3,400","237,158,750,000","26,399",FU,20190326,KRDRVFUK2I
KR4101Q30005,101Q3000,코스피200 F 202003 (야간),-,0,-,-,-,-,277.60,0.00,0,0,51,FU,20190326,KRDRVFUK2I
KR4101Q30005,101Q3000,코스피200 F 202003 (주간),-,0,-,-,-,-,277.60,276.20,0,0,51,FU,20190326,KRDRVFUK2I
KR4101Q60002,101Q6000,코스피200 F 202006 (야간),-,0,-,-,-,-,277.60,0.00,0,0,"3,867",FU,20190326,KRDRVFUK2I
KR4101Q60002,101Q6000,코스피200 F 202006 (주간),-,0,-,-,-,-,277.60,276.85,0,0,"3,867",FU,20190326,KRDRVFUK2I
KR4101QC0001,101QC000,코스피200 F 202012 (야간),-,0,-,-,-,-,277.60,0.00,0,0,"14,685",FU,20190326,KRDRVFUK2I
KR4101QC0001,101QC000,코스피200 F 202012 (주간),-,0,-,-,-,-,277.60,277.95,0,0,"14,685",FU,20190326,KRDRVFUK2I
KR4101RC0000,101RC000,코스피200 F 202112 (야간),-,0,-,-,-,-,277.60,0.00,0,0,"1,704",FU,20190326,KRDRVFUK2I
KR4101RC0000,101RC000,코스피200 F 202112 (주간),-,0,-,-,-,-,277.60,276.60,0,0,"1,704",FU,20190326,KRDRVFUK2I
KR4401P6P9S1,401P6P9S,코스피200 SP 1906-1909 (주간),0.35,1,0.35,0.40,0.40,0.35,277.60,0.00,30,"4,178,712,500",-,FU,20190326,KRDRVFUK2I
KR4401P6PCS3,401P6PCS,코스피200 SP 1906-1912 (주간),0.80,1,0.80,0.80,0.80,0.80,277.60,0.00,3,"418,275,000",-,FU,20190326,KRDRVFUK2I
KR4401P6Q3S3,401P6Q3S,코스피200 SP 1906-2003 (주간),-,0,-,-,-,-,277.60,0.00,0,0,-,FU,20190326,KRDRVFUK2I
KR4401P6Q6S6,401P6Q6S,코스피200 SP 1906-2006 (주간),-,0,-,-,-,-,277.60,0.00,0,0,-,FU,20190326,KRDRVFUK2I
KR4401P6QCS1,401P6QCS,코스피200 SP 1906-2012 (주간),-,0,-,-,-,-,277.60,0.00,0,0,-,FU,20190326,KRDRVFUK2I
KR4401P6RCS9,401P6RCS,코스피200 SP 1906-2112 (주간),-,0,-,-,-,-,277.60,0.00,0,0,-,FU,20190326,KRDRVFUK2I
