ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101L60003,101L6000,코스피200 F 201606 (야간),248.30,1,0.50,248.45,248.90,248.20,246.54,0.00,"9,503","1,180,869,750,000","123,090",FU,2016-03-30,KRDRVFUK2I
KR4101L60003,101L6000,코스피200 F 201606 (주간),247.80,1,1.10,247.65,248.45,247.40,246.54,247.80,"87,698","10,869,499,950,000","122,076",FU,2016-03-30,KRDRVFUK2I
KR4101L90000,101L9000,코스피200 F 201609 (야간),249.20,1,0.60,249.00,249.45,249.00,246.54,0.00,24,"2,991,300,000","4,426",FU,2016-03-30,KRDRVFUK2I
KR4101L90000,101L9000,코스피200 F 201609 (주간),248.60,1,1.20,248.50,249.20,248.20,246.54,248.60,259,"32,206,025,000","4,427",FU,2016-03-30,KRDRVFUK2I
KR4101LC0006,101LC000,코스피200 F 201612 (야간),-,0,-,-,-,-,246.54,0.00,0,0,"2,424",FU,2016-03-30,KRDRVFUK2I
KR4101LC0006,101LC000,코스피200 F 201612 (주간),249.30,1,0.85,249.30,249.30,249.30,246.54,249.30,1,"124,650,000","2,424",FU,2016-03-30,KRDRVFUK2I
KR4101M30004,101M3000,코스피200 F 201703 (야간),247.50,3,0.00,247.50,247.50,247.50,246.54,0.00,2,"247,500,000",382,FU,2016-03-30,KRDRVFUK2I
KR4101M30004,101M3000,코스피200 F 201703 (주간),-,0,-,-,-,-,246.54,247.50,0,0,380,FU,2016-03-30,KRDRVFUK2I
KR4101M60001,101M6000,코스피200 F 201706 (야간),-,0,-,-,-,-,246.54,0.00,0,0,705,FU,2016-03-30,KRDRVFUK2I
KR4101M60001,101M6000,코스피200 F 201706 (주간),-,0,-,-,-,-,246.54,248.45,0,0,705,FU,2016-03-30,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (야간),-,0,-,-,-,-,246.54,0.00,0,0,123,FU,2016-03-30,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (주간),-,0,-,-,-,-,246.54,250.25,0,0,123,FU,2016-03-30,KRDRVFUK2I
KR4101NC0004,101NC000,코스피200 F 201812 (야간),-,0,-,-,-,-,246.54,0.00,0,0,30,FU,2016-03-30,KRDRVFUK2I
KR4101NC0004,101NC000,코스피200 F 201812 (주간),-,0,-,-,-,-,246.54,250.85,0,0,30,FU,2016-03-30,KRDRVFUK2I
KR4401L6L9S4,401L6L9S,코스피200 SP 1606-1609 (주간),0.75,1,0.75,0.75,0.75,0.75,246.54,0.00,37,"9,185,425,000",-,FU,2016-03-30,KRDRVFUK2I
KR4401L6LCS6,401L6LCS,코스피200 SP 1606-1612 (주간),1.50,1,1.50,1.50,1.50,1.50,246.54,0.00,16,"3,978,200,000",-,FU,2016-03-30,KRDRVFUK2I
KR4401L6M3S6,401L6M3S,코스피200 SP 1606-1703 (주간),-,0,-,-,-,-,246.54,0.00,0,0,-,FU,2016-03-30,KRDRVFUK2I
KR4401L6M6S9,401L6M6S,코스피200 SP 1606-1706 (주간),-,0,-,-,-,-,246.54,0.00,0,0,-,FU,2016-03-30,KRDRVFUK2I
KR4401L6MCS4,401L6MCS,코스피200 SP 1606-1712 (주간),-,0,-,-,-,-,246.54,0.00,0,0,-,FU,2016-03-30,KRDRVFUK2I
KR4401L6NCS2,401L6NCS,코스피200 SP 1606-1812 (주간),-,0,-,-,-,-,246.54,0.00,0,0,-,FU,2016-03-30,KRDRVFUK2I
