ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101J60007,101J6000,코스피200 F 201406 (야간),263.45,1,0.40,263.30,263.45,263.25,262.33,0.00,"1,577","207,647,250,000","113,936",FU,2014-05-26,KRDRVFUK2I
KR4101J60007,101J6000,코스피200 F 201406 (주간),263.05,3,-0.55,263.45,264.55,262.95,262.33,263.05,"94,518","12,456,714,800,000","113,949",FU,2014-05-26,KRDRVFUK2I
KR4101J90004,101J9000,코스피200 F 201409 (야간),264.80,1,0.45,264.70,264.80,264.70,262.33,0.00,9,"1,191,425,000","4,682",FU,2014-05-26,KRDRVFUK2I
KR4101J90004,101J9000,코스피200 F 201409 (주간),264.35,2,-0.75,264.75,265.90,264.35,262.33,264.35,317,"42,001,700,000","4,677",FU,2014-05-26,KRDRVFUK2I
KR4101JC0000,101JC000,코스피200 F 201412 (야간),-,0,-,-,-,-,262.33,0.00,0,0,527,FU,2014-05-26,KRDRVFUK2I
KR4101JC0000,101JC000,코스피200 F 201412 (주간),-,0,-,-,-,-,262.33,266.40,0,0,527,FU,2014-05-26,KRDRVFUK2I
KR4101K30008,101K3000,코스피200 F 201503 (야간),-,0,-,-,-,-,262.33,0.00,0,0,405,FU,2014-05-26,KRDRVFUK2I
KR4101K30008,101K3000,코스피200 F 201503 (주간),-,0,-,-,-,-,262.33,265.55,0,0,405,FU,2014-05-26,KRDRVFUK2I
KR4401J6J9S2,401J6J9S,코스피200 SP 1406-1409 (주간),1.45,1,1.45,1.40,1.45,1.40,262.33,0.00,113,"29,843,450,000",-,FU,2014-05-26,KRDRVFUK2I
KR4401J6JCS4,401J6JCS,코스피200 SP 1406-1412 (주간),-,0,-,-,-,-,262.33,0.00,0,0,-,FU,2014-05-26,KRDRVFUK2I
KR4401J6K3S2,401J6K3S,코스피200 SP 1406-1503 (주간),-,0,-,-,-,-,262.33,0.00,0,0,-,FU,2014-05-26,KRDRVFUK2I
