ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101N60009,101N6000,코스피200 F 201806 (야간),323.65,1,0.50,323.30,323.80,323.10,322.88,0.00,"12,016","971,791,750,000","228,103",FU,2018-03-16,KRDRVFUK2I
KR4101N60009,101N6000,코스피200 F 201806 (주간),323.15,2,-0.85,323.20,323.95,320.80,322.88,323.15,"181,841","14,651,464,435,000","228,297",FU,2018-03-16,KRDRVFUK2I
KR4101N90006,101N9000,코스피200 F 201809 (야간),324.35,1,0.45,324.10,324.40,324.10,322.88,0.00,18,"1,459,362,500","7,214",FU,2018-03-16,KRDRVFUK2I
KR4101N90006,101N9000,코스피200 F 201809 (주간),323.90,2,-0.50,323.90,324.50,321.70,322.88,323.90,145,"11,713,925,000","7,210",FU,2018-03-16,KRDRVFUK2I
KR4101NC0004,101NC000,코스피200 F 201812 (야간),-,0,-,-,-,-,322.88,0.00,0,0,"33,660",FU,2018-03-16,KRDRVFUK2I
KR4101NC0004,101NC000,코스피200 F 201812 (주간),323.25,2,-0.95,324.90,330.70,323.25,322.88,323.25,607,"49,066,525,000","33,660",FU,2018-03-16,KRDRVFUK2I
KR4101P30007,101P3000,코스피200 F 201903 (야간),-,0,-,-,-,-,322.88,0.00,0,0,"1,101",FU,2018-03-16,KRDRVFUK2I
KR4101P30007,101P3000,코스피200 F 201903 (주간),-,0,-,-,-,-,322.88,322.35,0,0,"1,101",FU,2018-03-16,KRDRVFUK2I
KR4101P60004,101P6000,코스피200 F 201906 (야간),-,0,-,-,-,-,322.88,0.00,0,0,"9,122",FU,2018-03-16,KRDRVFUK2I
KR4101P60004,101P6000,코스피200 F 201906 (주간),-,0,-,-,-,-,322.88,323.40,0,0,"9,122",FU,2018-03-16,KRDRVFUK2I
KR4101PC0002,101PC000,코스피200 F 201912 (야간),-,0,-,-,-,-,322.88,0.00,0,0,"11,394",FU,2018-03-16,KRDRVFUK2I
KR4101PC0002,101PC000,코스피200 F 201912 (주간),-,0,-,-,-,-,322.88,325.25,0,0,"11,394",FU,2018-03-16,KRDRVFUK2I
KR4101QC0001,101QC000,코스피200 F 202012 (야간),-,0,-,-,-,-,322.88,0.00,0,0,"1,305",FU,2018-03-16,KRDRVFUK2I
KR4101QC0001,101QC000,코스피200 F 202012 (주간),-,0,-,-,-,-,322.88,325.35,0,0,"1,305",FU,2018-03-16,KRDRVFUK2I
KR4401N6N9S8,401N6N9S,코스피200 SP 1806-1809 (주간),0.70,1,0.70,0.70,0.70,0.70,322.88,0.00,2,"322,000,000",-,FU,2018-03-16,KRDRVFUK2I
KR4401N6NCS0,401N6NCS,코스피200 SP 1806-1812 (주간),1.50,1,1.50,1.60,1.60,1.50,322.88,0.00,81,"13,074,400,000",-,FU,2018-03-16,KRDRVFUK2I
KR4401N6P3S9,401N6P3S,코스피200 SP 1806-1903 (주간),-,0,-,-,-,-,322.88,0.00,0,0,-,FU,2018-03-16,KRDRVFUK2I
KR4401N6P6S2,401N6P6S,코스피200 SP 1806-1906 (주간),-,0,-,-,-,-,322.88,0.00,0,0,-,FU,2018-03-16,KRDRVFUK2I
KR4401N6PCS5,401N6PCS,코스피200 SP 1806-1912 (주간),-,0,-,-,-,-,322.88,0.00,0,0,-,FU,2018-03-16,KRDRVFUK2I
KR4401N6QCS3,401N6QCS,코스피200 SP 1806-2012 (주간),-,0,-,-,-,-,322.88,0.00,0,0,-,FU,2018-03-16,KRDRVFUK2I
