ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101P90001,101P9000,코스피200 F 201909 (야간),272.70,1,1.60,271.15,272.80,271.10,270.67,0.00,"15,042","1,021,745,412,500","293,634",FU,20190718,KRDRVFUK2I
KR4101P90001,101P9000,코스피200 F 201909 (주간),271.10,2,-0.75,271.25,272.30,270.30,270.67,271.10,"192,284","13,038,765,812,500","293,397",FU,20190718,KRDRVFUK2I
KR4101PC0002,101PC000,코스피200 F 201912 (야간),272.65,1,1.20,271.40,272.65,271.25,270.67,0.00,34,"2,311,362,500","45,294",FU,20190718,KRDRVFUK2I
KR4101PC0002,101PC000,코스피200 F 201912 (주간),271.45,2,-0.55,271.45,272.35,270.55,270.67,271.45,"1,236","83,733,587,500","45,293",FU,20190718,KRDRVFUK2I
KR4101Q30005,101Q3000,코스피200 F 202003 (야간),-,0,-,-,-,-,270.67,0.00,0,0,"2,675",FU,20190718,KRDRVFUK2I
KR4101Q30005,101Q3000,코스피200 F 202003 (주간),268.30,2,-1.65,269.00,269.00,268.20,270.67,268.30,4,"268,450,000","2,675",FU,20190718,KRDRVFUK2I
KR4101Q60002,101Q6000,코스피200 F 202006 (야간),-,0,-,-,-,-,270.67,0.00,0,0,"5,971",FU,20190718,KRDRVFUK2I
KR4101Q60002,101Q6000,코스피200 F 202006 (주간),-,0,-,-,-,-,270.67,268.90,0,0,"5,971",FU,20190718,KRDRVFUK2I
KR4101QC0001,101QC000,코스피200 F 202012 (야간),-,0,-,-,-,-,270.67,0.00,0,0,"20,072",FU,20190718,KRDRVFUK2I
KR4101QC0001,101QC000,코스피200 F 202012 (주간),-,0,-,-,-,-,270.67,269.60,500,"33,400,000,000","20,072",FU,20190718,KRDRVFUK2I
KR4101R60000,101R6000,코스피200 F 202106 (야간),-,0,-,-,-,-,270.67,0.00,0,0,588,FU,20190718,KRDRVFUK2I
KR4101R60000,101R6000,코스피200 F 202106 (주간),-,0,-,-,-,-,270.67,266.90,0,0,588,FU,20190718,KRDRVFUK2I
KR4101RC0000,101RC000,코스피200 F 202112 (야간),-,0,-,-,-,-,270.67,0.00,0,0,"4,053",FU,20190718,KRDRVFUK2I
KR4101RC0000,101RC000,코스피200 F 202112 (주간),-,0,-,-,-,-,270.67,267.55,0,0,"4,053",FU,20190718,KRDRVFUK2I
KR4401P9PCS7,401P9PCS,코스피200 SP 1909-1912 (주간),0.10,1,0.10,0.15,0.15,0.10,270.67,0.00,12,"1,626,062,500",-,FU,20190718,KRDRVFUK2I
KR4401P9Q3S0,401P9Q3S,코스피200 SP 1909-2003 (주간),-3.05,2,-3.05,-3.10,-3.05,-3.10,270.67,0.00,2,"269,587,500",-,FU,20190718,KRDRVFUK2I
KR4401P9Q6S3,401P9Q6S,코스피200 SP 1909-2006 (주간),-,0,-,-,-,-,270.67,0.00,0,0,-,FU,20190718,KRDRVFUK2I
KR4401P9QCS5,401P9QCS,코스피200 SP 1909-2012 (주간),-,0,-,-,-,-,270.67,0.00,0,0,-,FU,20190718,KRDRVFUK2I
KR4401P9R6S2,401P9R6S,코스피200 SP 1909-2106 (주간),-,0,-,-,-,-,270.67,0.00,0,0,-,FU,20190718,KRDRVFUK2I
KR4401P9RCS3,401P9RCS,코스피200 SP 1909-2112 (주간),-,0,-,-,-,-,270.67,0.00,0,0,-,FU,20190718,KRDRVFUK2I
