ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101L30006,101L3000,코스피200 F 201603 (야간),229.35,1,0.60,229.25,229.50,228.65,228.40,0.00,"8,193","938,341,675,000","118,388",FU,20160215,KRDRVFUK2I
KR4101L30006,101L3000,코스피200 F 201603 (주간),228.75,1,3.05,228.40,229.50,227.60,228.40,228.75,"117,881","13,477,125,575,000","118,392",FU,20160215,KRDRVFUK2I
KR4101L60003,101L6000,코스피200 F 201606 (야간),230.00,1,0.40,229.55,230.15,229.50,228.40,0.00,26,"2,988,625,000","3,840",FU,20160215,KRDRVFUK2I
KR4101L60003,101L6000,코스피200 F 201606 (주간),229.60,1,3.10,229.10,230.25,228.50,228.40,229.60,556,"63,783,625,000","3,842",FU,20160215,KRDRVFUK2I
KR4101L90000,101L9000,코스피200 F 201609 (야간),-,0,-,-,-,-,228.40,0.00,0,0,380,FU,20160215,KRDRVFUK2I
KR4101L90000,101L9000,코스피200 F 201609 (주간),230.35,1,3.35,229.50,230.45,229.50,228.40,230.35,6,"690,275,000",380,FU,20160215,KRDRVFUK2I
KR4101LC0006,101LC000,코스피200 F 201612 (야간),-,0,-,-,-,-,228.40,0.00,0,0,875,FU,20160215,KRDRVFUK2I
KR4101LC0006,101LC000,코스피200 F 201612 (주간),-,0,-,-,-,-,228.40,231.30,0,0,875,FU,20160215,KRDRVFUK2I
KR4101M60001,101M6000,코스피200 F 201706 (야간),-,0,-,-,-,-,228.40,0.00,0,0,940,FU,20160215,KRDRVFUK2I
KR4101M60001,101M6000,코스피200 F 201706 (주간),229.35,1,2.35,230.00,230.00,228.60,228.40,229.35,3,"343,975,000",940,FU,20160215,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (야간),-,0,-,-,-,-,228.40,0.00,0,0,196,FU,20160215,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (주간),-,0,-,-,-,-,228.40,231.80,0,0,196,FU,20160215,KRDRVFUK2I
KR4101NC0004,101NC000,코스피200 F 201812 (야간),-,0,-,-,-,-,228.40,0.00,0,0,10,FU,20160215,KRDRVFUK2I
KR4101NC0004,101NC000,코스피200 F 201812 (주간),-,0,-,-,-,-,228.40,232.15,0,0,10,FU,20160215,KRDRVFUK2I
KR4401L3L6S3,401L3L6S,코스피200 SP 1603-1606 (주간),0.85,1,0.85,0.80,0.85,0.80,228.40,0.00,235,"53,852,325,000",-,FU,20160215,KRDRVFUK2I
KR4401L3L9S7,401L3L9S,코스피200 SP 1603-1609 (주간),1.40,1,1.40,1.35,1.40,1.35,228.40,0.00,9,"2,061,050,000",-,FU,20160215,KRDRVFUK2I
KR4401L3LCS3,401L3LCS,코스피200 SP 1603-1612 (주간),-,0,-,-,-,-,228.40,0.00,0,0,-,FU,20160215,KRDRVFUK2I
KR4401L3M6S2,401L3M6S,코스피200 SP 1603-1706 (주간),0.35,1,0.35,0.35,0.35,0.35,228.40,0.00,1,"229,125,000",-,FU,20160215,KRDRVFUK2I
KR4401L3MCS1,401L3MCS,코스피200 SP 1603-1712 (주간),-,0,-,-,-,-,228.40,0.00,0,0,-,FU,20160215,KRDRVFUK2I
KR4401L3NCS9,401L3NCS,코스피200 SP 1603-1812 (주간),-,0,-,-,-,-,228.40,0.00,0,0,-,FU,20160215,KRDRVFUK2I
