ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101R60000,101R6000,코스피200 F 202106 (주간),426.50,2,-5.10,431.05,431.30,425.75,427.48,426.50,"199,342","21,315,807,175,000","237,950",FU,20210428,KRDRVFUK2I
KR4101R90007,101R9000,코스피200 F 202109 (주간),426.15,2,-4.90,430.60,430.85,425.55,427.48,426.15,181,"19,352,937,500","4,203",FU,20210428,KRDRVFUK2I
KR4101RC0000,101RC000,코스피200 F 202112 (주간),426.00,2,-5.90,426.00,426.00,426.00,427.48,426.00,295,"31,417,500,000","23,440",FU,20210428,KRDRVFUK2I
KR4101S30001,101S3000,코스피200 F 202203 (주간),-,0,-,-,-,-,427.48,423.50,0,0,0,FU,20210428,KRDRVFUK2I
KR4101S60008,101S6000,코스피200 F 202206 (주간),-,0,-,-,-,-,427.48,423.65,0,0,"3,559",FU,20210428,KRDRVFUK2I
KR4101SC0009,101SC000,코스피200 F 202212 (주간),-,0,-,-,-,-,427.48,423.90,0,0,"6,847",FU,20210428,KRDRVFUK2I
KR4101TC0008,101TC000,코스피200 F 202312 (주간),-,0,-,-,-,-,427.48,421.05,0,0,855,FU,20210428,KRDRVFUK2I
KR4401R6R9S5,401R6R9S,코스피200 SP 2106-2109 (주간),-0.40,2,-0.40,-0.40,-0.40,-0.55,427.48,0.00,193,"41,244,712,500",-,FU,20210428,KRDRVFUK2I
KR4401R6RCS7,401R6RCS,코스피200 SP 2106-2112 (주간),-,0,-,-,-,-,427.48,0.00,0,0,-,FU,20210428,KRDRVFUK2I
KR4401R6S3S7,401R6S3S,코스피200 SP 2106-2203 (주간),-,0,-,-,-,-,427.48,0.00,0,0,-,FU,20210428,KRDRVFUK2I
KR4401R6S6S0,401R6S6S,코스피200 SP 2106-2206 (주간),-,0,-,-,-,-,427.48,0.00,0,0,-,FU,20210428,KRDRVFUK2I
KR4401R6SCS5,401R6SCS,코스피200 SP 2106-2212 (주간),-,0,-,-,-,-,427.48,0.00,0,0,-,FU,20210428,KRDRVFUK2I
KR4401R6TCS3,401R6TCS,코스피200 SP 2106-2312 (주간),-,0,-,-,-,-,427.48,0.00,0,0,-,FU,20210428,KRDRVFUK2I
