ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101F30008,101F3000,코스피200 F 201103 (주간),260.45,2,-3.75,263.30,263.85,259.40,260.59,260.45,"428,453","55,920,476,450,000",0,FU,2011-03-10,KRDRVFUK2I
KR4101F60005,101F6000,코스피200 F 201106 (야간),259.75,2,-1.85,261.05,261.50,259.40,260.59,0.00,"8,368","1,089,400,425,000","79,729",FU,2011-03-10,KRDRVFUK2I
KR4101F60005,101F6000,코스피200 F 201106 (주간),261.60,2,-3.40,264.55,264.85,260.25,260.59,261.60,"75,497","9,885,432,775,000","79,344",FU,2011-03-10,KRDRVFUK2I
KR4101F90002,101F9000,코스피200 F 201109 (야간),261.10,2,-2.90,263.80,263.80,261.10,260.59,0.00,2,"262,450,000","1,473",FU,2011-03-10,KRDRVFUK2I
KR4101F90002,101F9000,코스피200 F 201109 (주간),264.00,2,-4.05,265.00,265.50,261.50,260.59,264.00,52,"6,846,100,000","1,473",FU,2011-03-10,KRDRVFUK2I
KR4101FC0004,101FC000,코스피200 F 201112 (야간),-,0,-,-,-,-,260.59,0.00,0,0,577,FU,2011-03-10,KRDRVFUK2I
KR4101FC0004,101FC000,코스피200 F 201112 (주간),-,2,-,-,-,-,260.59,265.65,0,0,577,FU,2011-03-10,KRDRVFUK2I
KR4401F3F6S3,401F3F6S,코스피200 SP 1103-1106 (주간),1.30,1,1.30,1.00,1.30,0.10,260.59,0.00,"23,984","6,267,721,500,000",-,FU,2011-03-10,KRDRVFUK2I
KR4401F3F9S7,401F3F9S,코스피200 SP 1103-1109 (주간),2.45,1,2.45,2.45,2.45,2.45,260.59,0.00,3,"788,025,000",-,FU,2011-03-10,KRDRVFUK2I
KR4401F3FCS3,401F3FCS,코스피200 SP 1103-1112 (주간),-,0,-,-,-,-,260.59,0.00,0,0,-,FU,2011-03-10,KRDRVFUK2I
