ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101G90000,101G9000,코스피200 F 201209 (야간),254.20,2,-0.40,254.80,255.35,253.75,252.77,0.00,"19,403","2,471,336,800,000","113,829",FU,2012-08-27,KRDRVFUK2I
KR4101G90000,101G9000,코스피200 F 201209 (주간),254.60,2,-0.25,252.05,255.45,252.00,252.77,254.60,"238,350","30,291,588,300,000","113,947",FU,2012-08-27,KRDRVFUK2I
KR4101GC0003,101GC000,코스피200 F 201212 (야간),255.80,2,-0.65,256.85,256.85,255.80,252.77,0.00,3,"384,400,000","6,805",FU,2012-08-27,KRDRVFUK2I
KR4101GC0003,101GC000,코스피200 F 201212 (주간),256.45,2,-0.20,254.10,257.20,254.10,252.77,256.45,376,"48,034,850,000","6,805",FU,2012-08-27,KRDRVFUK2I
KR4101H30004,101H3000,코스피200 F 201303 (야간),-,0,-,-,-,-,252.77,0.00,0,0,768,FU,2012-08-27,KRDRVFUK2I
KR4101H30004,101H3000,코스피200 F 201303 (주간),256.00,3,0.00,256.00,256.00,256.00,252.77,256.00,2,"256,000,000",768,FU,2012-08-27,KRDRVFUK2I
KR4101H60001,101H6000,코스피200 F 201306 (야간),-,0,-,-,-,-,252.77,0.00,0,0,"1,050",FU,2012-08-27,KRDRVFUK2I
KR4101H60001,101H6000,코스피200 F 201306 (주간),-,0,-,-,-,-,252.77,257.75,0,0,"1,050",FU,2012-08-27,KRDRVFUK2I
KR4401G9GCS7,401G9GCS,코스피200 SP 1209-1212 (주간),1.85,1,1.85,1.85,1.90,1.80,252.77,0.00,187,"47,641,300,000",-,FU,2012-08-27,KRDRVFUK2I
KR4401G9H3S0,401G9H3S,코스피200 SP 1209-1303 (주간),-,0,-,-,-,-,252.77,0.00,0,0,-,FU,2012-08-27,KRDRVFUK2I
KR4401G9H6S3,401G9H6S,코스피200 SP 1209-1306 (주간),-,0,-,-,-,-,252.77,0.00,0,0,-,FU,2012-08-27,KRDRVFUK2I
