ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101K90002,101K9000,코스피200 F 201509 (야간),242.00,2,-0.25,242.25,242.60,241.55,241.48,0.00,"6,782","821,166,625,000","114,900",FU,2015-08-03,KRDRVFUK2I
KR4101K90002,101K9000,코스피200 F 201509 (주간),242.25,2,-1.15,243.65,243.70,241.35,241.48,242.25,"119,131","14,428,531,025,000","114,995",FU,2015-08-03,KRDRVFUK2I
KR4101KC0007,101KC000,코스피200 F 201512 (야간),242.50,2,-0.70,243.25,243.30,242.50,241.48,0.00,20,"2,430,775,000","3,403",FU,2015-08-03,KRDRVFUK2I
KR4101KC0007,101KC000,코스피200 F 201512 (주간),243.20,2,-1.30,244.20,244.20,242.40,241.48,243.20,317,"38,549,350,000","3,408",FU,2015-08-03,KRDRVFUK2I
KR4101L30006,101L3000,코스피200 F 201603 (야간),241.50,1,0.60,241.50,241.50,241.50,241.48,0.00,1,"120,750,000",523,FU,2015-08-03,KRDRVFUK2I
KR4101L30006,101L3000,코스피200 F 201603 (주간),240.90,2,-1.65,241.15,241.35,240.50,241.48,240.90,10,"1,204,475,000",523,FU,2015-08-03,KRDRVFUK2I
KR4101L60003,101L6000,코스피200 F 201606 (야간),-,0,-,-,-,-,241.48,0.00,0,0,300,FU,2015-08-03,KRDRVFUK2I
KR4101L60003,101L6000,코스피200 F 201606 (주간),-,0,-,-,-,-,241.48,242.10,0,0,300,FU,2015-08-03,KRDRVFUK2I
KR4101LC0006,101LC000,코스피200 F 201612 (야간),-,0,-,-,-,-,241.48,0.00,0,0,816,FU,2015-08-03,KRDRVFUK2I
KR4101LC0006,101LC000,코스피200 F 201612 (주간),-,0,-,-,-,-,241.48,243.95,0,0,816,FU,2015-08-03,KRDRVFUK2I
KR4101M60001,101M6000,코스피200 F 201706 (야간),-,0,-,-,-,-,241.48,0.00,0,0,185,FU,2015-08-03,KRDRVFUK2I
KR4101M60001,101M6000,코스피200 F 201706 (주간),-,0,-,-,-,-,241.48,242.75,0,0,185,FU,2015-08-03,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (야간),-,0,-,-,-,-,241.48,0.00,0,0,165,FU,2015-08-03,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (주간),-,0,-,-,-,-,241.48,244.65,0,0,165,FU,2015-08-03,KRDRVFUK2I
KR4401K9KCS3,401K9KCS,코스피200 SP 1509-1512 (주간),0.95,1,0.95,0.95,0.95,0.95,241.48,0.00,61,"14,790,575,000",-,FU,2015-08-03,KRDRVFUK2I
KR4401K9L3S6,401K9L3S,코스피200 SP 1509-1603 (주간),-1.05,2,-1.05,-1.05,-1.05,-1.05,241.48,0.00,10,"2,412,750,000",-,FU,2015-08-03,KRDRVFUK2I
KR4401K9L6S9,401K9L6S,코스피200 SP 1509-1606 (주간),-,0,-,-,-,-,241.48,0.00,0,0,-,FU,2015-08-03,KRDRVFUK2I
KR4401K9LCS1,401K9LCS,코스피200 SP 1509-1612 (주간),1.50,1,1.50,1.50,1.50,1.50,241.48,0.00,10,"2,427,500,000",-,FU,2015-08-03,KRDRVFUK2I
KR4401K9M6S8,401K9M6S,코스피200 SP 1509-1706 (주간),-,0,-,-,-,-,241.48,0.00,0,0,-,FU,2015-08-03,KRDRVFUK2I
KR4401K9MCS9,401K9MCS,코스피200 SP 1509-1712 (주간),-,0,-,-,-,-,241.48,0.00,0,0,-,FU,2015-08-03,KRDRVFUK2I
