ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101G30006,101G3000,코스피200 F 201203 (야간),264.10,3,0.00,264.45,264.60,263.50,262.94,0.00,"18,572","2,451,572,750,000","110,127",FU,2012-02-08,KRDRVFUK2I
KR4101G30006,101G3000,코스피200 F 201203 (주간),264.10,1,3.00,261.15,264.30,261.15,262.94,264.10,"241,737","31,807,770,925,000","109,767",FU,2012-02-08,KRDRVFUK2I
KR4101G60003,101G6000,코스피200 F 201206 (야간),266.05,1,0.05,266.05,266.05,266.05,262.94,0.00,1,"133,025,000","4,963",FU,2012-02-08,KRDRVFUK2I
KR4101G60003,101G6000,코스피200 F 201206 (주간),266.00,1,3.25,263.25,266.00,263.25,262.94,266.00,287,"38,053,350,000","4,962",FU,2012-02-08,KRDRVFUK2I
KR4101G90000,101G9000,코스피200 F 201209 (야간),-,0,-,-,-,-,262.94,0.00,0,0,916,FU,2012-02-08,KRDRVFUK2I
KR4101G90000,101G9000,코스피200 F 201209 (주간),-,1,-,-,-,-,262.94,268.25,0,0,916,FU,2012-02-08,KRDRVFUK2I
KR4101GC0003,101GC000,코스피200 F 201212 (야간),-,0,-,-,-,-,262.94,0.00,0,0,114,FU,2012-02-08,KRDRVFUK2I
KR4101GC0003,101GC000,코스피200 F 201212 (주간),267.95,1,0.45,267.95,267.95,267.95,262.94,267.95,1,"133,975,000",114,FU,2012-02-08,KRDRVFUK2I
KR4401G3G6S0,401G3G6S,코스피200 SP 1203-1206 (주간),1.75,1,1.75,1.80,1.80,1.75,262.94,0.00,255,"67,357,850,000",-,FU,2012-02-08,KRDRVFUK2I
KR4401G3G9S4,401G3G9S,코스피200 SP 1203-1209 (주간),3.15,1,3.15,3.15,3.15,3.15,262.94,0.00,300,"79,446,000,000",-,FU,2012-02-08,KRDRVFUK2I
KR4401G3GCS0,401G3GCS,코스피200 SP 1203-1212 (주간),4.45,1,4.45,4.50,4.50,4.45,262.94,0.00,25,"6,642,375,000",-,FU,2012-02-08,KRDRVFUK2I
