ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101M60001,101M6000,코스피200 F 201706 (야간),282.70,1,0.75,282.15,282.75,282.15,281.96,0.00,"8,662","611,795,950,000","272,194",FU,2017-04-24,KRDRVFUK2I
KR4101M60001,101M6000,코스피200 F 201706 (주간),281.95,1,1.15,282.00,282.60,281.30,281.96,281.95,"128,482","9,053,515,237,500","271,683",FU,2017-04-24,KRDRVFUK2I
KR4101M90008,101M9000,코스피200 F 201709 (야간),282.95,1,0.50,283.15,283.20,282.95,281.96,0.00,10,"707,750,000","20,066",FU,2017-04-24,KRDRVFUK2I
KR4101M90008,101M9000,코스피200 F 201709 (주간),282.45,1,1.30,282.35,283.05,281.90,281.96,282.45,335,"23,655,037,500","20,067",FU,2017-04-24,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (야간),-,0,-,-,-,-,281.96,0.00,0,0,"17,914",FU,2017-04-24,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (주간),282.55,1,1.95,282.55,282.55,282.55,281.96,282.55,301,"21,258,137,500","17,914",FU,2017-04-24,KRDRVFUK2I
KR4101N30002,101N3000,코스피200 F 201803 (야간),-,0,-,-,-,-,281.96,0.00,0,0,"5,227",FU,2017-04-24,KRDRVFUK2I
KR4101N30002,101N3000,코스피200 F 201803 (주간),-,0,-,-,-,-,281.96,280.85,0,0,"5,227",FU,2017-04-24,KRDRVFUK2I
KR4101N60009,101N6000,코스피200 F 201806 (야간),-,0,-,-,-,-,281.96,0.00,0,0,"4,150",FU,2017-04-24,KRDRVFUK2I
KR4101N60009,101N6000,코스피200 F 201806 (주간),-,0,-,-,-,-,281.96,281.90,0,0,"4,150",FU,2017-04-24,KRDRVFUK2I
KR4101NC0004,101NC000,코스피200 F 201812 (야간),-,0,-,-,-,-,281.96,0.00,0,0,"6,672",FU,2017-04-24,KRDRVFUK2I
KR4101NC0004,101NC000,코스피200 F 201812 (주간),-,0,-,-,-,-,281.96,283.65,0,0,"6,672",FU,2017-04-24,KRDRVFUK2I
KR4101PC0002,101PC000,코스피200 F 201912 (야간),-,0,-,-,-,-,281.96,0.00,0,0,13,FU,2017-04-24,KRDRVFUK2I
KR4101PC0002,101PC000,코스피200 F 201912 (주간),-,0,-,-,-,-,281.96,283.45,0,0,13,FU,2017-04-24,KRDRVFUK2I
KR4401M6M9S1,401M6M9S,코스피200 SP 1706-1709 (주간),0.50,1,0.50,0.50,0.50,0.50,281.96,0.00,373,"52,594,650,000",-,FU,2017-04-24,KRDRVFUK2I
KR4401M6MCS3,401M6MCS,코스피200 SP 1706-1712 (주간),1.00,1,1.00,1.00,1.00,1.00,281.96,0.00,700,"98,718,025,000",-,FU,2017-04-24,KRDRVFUK2I
KR4401M6N3S3,401M6N3S,코스피200 SP 1706-1803 (주간),-,0,-,-,-,-,281.96,0.00,0,0,-,FU,2017-04-24,KRDRVFUK2I
KR4401M6N6S6,401M6N6S,코스피200 SP 1706-1806 (주간),-,0,-,-,-,-,281.96,0.00,0,0,-,FU,2017-04-24,KRDRVFUK2I
KR4401M6NCS1,401M6NCS,코스피200 SP 1706-1812 (주간),-,0,-,-,-,-,281.96,0.00,0,0,-,FU,2017-04-24,KRDRVFUK2I
KR4401M6PCS6,401M6PCS,코스피200 SP 1706-1912 (주간),-,0,-,-,-,-,281.96,0.00,0,0,-,FU,2017-04-24,KRDRVFUK2I
