ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101M60001,101M6000,코스피200 F 201706 (야간),281.55,1,2.95,278.65,282.05,278.45,277.89,0.00,"9,417","1,318,132,675,000","141,853",FU,20170315,KRDRVFUK2I
KR4101M60001,101M6000,코스피200 F 201706 (주간),278.60,1,0.60,277.85,278.65,277.45,277.89,278.60,"62,422","8,677,461,150,000","141,294",FU,20170315,KRDRVFUK2I
KR4101M90008,101M9000,코스피200 F 201709 (야간),280.45,1,1.45,279.30,280.45,279.20,277.89,0.00,7,"978,075,000","4,852",FU,20170315,KRDRVFUK2I
KR4101M90008,101M9000,코스피200 F 201709 (주간),279.00,1,0.50,278.10,279.10,278.10,277.89,279.00,141,"19,637,675,000","4,850",FU,20170315,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (야간),-,0,-,-,-,-,277.89,0.00,0,0,"8,645",FU,20170315,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (주간),279.00,3,0.00,278.80,279.15,278.70,277.89,279.00,924,"128,828,125,000","8,645",FU,20170315,KRDRVFUK2I
KR4101N30002,101N3000,코스피200 F 201803 (야간),-,0,-,-,-,-,277.89,0.00,0,0,6,FU,20170315,KRDRVFUK2I
KR4101N30002,101N3000,코스피200 F 201803 (주간),276.70,2,-0.05,276.70,276.70,276.70,277.89,276.70,1,"138,350,000",6,FU,20170315,KRDRVFUK2I
KR4101N60009,101N6000,코스피200 F 201806 (야간),-,0,-,-,-,-,277.89,0.00,0,0,748,FU,20170315,KRDRVFUK2I
KR4101N60009,101N6000,코스피200 F 201806 (주간),-,0,-,-,-,-,277.89,278.70,0,0,748,FU,20170315,KRDRVFUK2I
KR4101NC0004,101NC000,코스피200 F 201812 (야간),-,0,-,-,-,-,277.89,0.00,0,0,"2,276",FU,20170315,KRDRVFUK2I
KR4101NC0004,101NC000,코스피200 F 201812 (주간),-,0,-,-,-,-,277.89,280.55,378,"52,636,500,000","2,276",FU,20170315,KRDRVFUK2I
KR4101PC0002,101PC000,코스피200 F 201912 (야간),-,0,-,-,-,-,277.89,0.00,0,0,3,FU,20170315,KRDRVFUK2I
KR4101PC0002,101PC000,코스피200 F 201912 (주간),-,0,-,-,-,-,277.89,280.45,0,0,3,FU,20170315,KRDRVFUK2I
KR4401M6M9S1,401M6M9S,코스피200 SP 1706-1709 (주간),0.45,1,0.45,0.55,0.55,0.45,277.89,0.00,158,"43,956,750,000",-,FU,20170315,KRDRVFUK2I
KR4401M6MCS3,401M6MCS,코스피200 SP 1706-1712 (주간),0.90,1,0.90,0.90,0.90,0.90,277.89,0.00,2,"556,400,000",-,FU,20170315,KRDRVFUK2I
KR4401M6N3S3,401M6N3S,코스피200 SP 1706-1803 (주간),-,0,-,-,-,-,277.89,0.00,0,0,-,FU,20170315,KRDRVFUK2I
KR4401M6N6S6,401M6N6S,코스피200 SP 1706-1806 (주간),-,0,-,-,-,-,277.89,0.00,0,0,-,FU,20170315,KRDRVFUK2I
KR4401M6NCS1,401M6NCS,코스피200 SP 1706-1812 (주간),-,0,-,-,-,-,277.89,0.00,0,0,-,FU,20170315,KRDRVFUK2I
KR4401M6PCS6,401M6PCS,코스피200 SP 1706-1912 (주간),-,0,-,-,-,-,277.89,0.00,0,0,-,FU,20170315,KRDRVFUK2I
