ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101QC0001,101QC000,코스피200 F 202012 (야간),-,0,-,-,-,-,369.86,0.00,0,0,"229,914",FU,2020-12-07,KRDRVFUK2I
KR4101QC0001,101QC000,코스피200 F 202012 (주간),369.85,1,1.75,370.15,371.10,364.95,369.86,369.85,"405,444","37,319,140,750,000","229,914",FU,2020-12-07,KRDRVFUK2I
KR4101R30003,101R3000,코스피200 F 202103 (야간),-,0,-,-,-,-,369.86,0.00,0,0,"69,478",FU,2020-12-07,KRDRVFUK2I
KR4101R30003,101R3000,코스피200 F 202103 (주간),365.40,1,1.45,366.05,366.75,360.60,369.86,365.40,"25,988","2,365,755,335,000","69,478",FU,2020-12-07,KRDRVFUK2I
KR4101R60000,101R6000,코스피200 F 202106 (야간),-,0,-,-,-,-,369.86,0.00,0,0,"14,323",FU,2020-12-07,KRDRVFUK2I
KR4101R60000,101R6000,코스피200 F 202106 (주간),364.20,1,1.65,361.95,364.20,361.10,369.86,364.20,"1,538","139,573,287,500","14,323",FU,2020-12-07,KRDRVFUK2I
KR4101R90007,101R9000,코스피200 F 202109 (야간),-,0,-,-,-,-,369.86,0.00,0,0,1,FU,2020-12-07,KRDRVFUK2I
KR4101R90007,101R9000,코스피200 F 202109 (주간),363.60,2,-0.65,363.60,363.60,363.60,369.86,363.60,1,"90,900,000",1,FU,2020-12-07,KRDRVFUK2I
KR4101RC0000,101RC000,코스피200 F 202112 (야간),-,0,-,-,-,-,369.86,0.00,0,0,"22,104",FU,2020-12-07,KRDRVFUK2I
KR4101RC0000,101RC000,코스피200 F 202112 (주간),-,0,-,-,-,-,369.86,366.45,0,0,"22,104",FU,2020-12-07,KRDRVFUK2I
KR4101S60008,101S6000,코스피200 F 202206 (야간),-,0,-,-,-,-,369.86,0.00,0,0,"2,048",FU,2020-12-07,KRDRVFUK2I
KR4101S60008,101S6000,코스피200 F 202206 (주간),-,0,-,-,-,-,369.86,363.05,0,0,"2,048",FU,2020-12-07,KRDRVFUK2I
KR4101SC0009,101SC000,코스피200 F 202212 (야간),-,0,-,-,-,-,369.86,0.00,0,0,"5,046",FU,2020-12-07,KRDRVFUK2I
KR4101SC0009,101SC000,코스피200 F 202212 (주간),-,0,-,-,-,-,369.86,362.95,0,0,"5,046",FU,2020-12-07,KRDRVFUK2I
KR4401QCR3S2,401QCR3S,코스피200 SP 2012-2103 (주간),-4.75,2,-4.75,-4.35,-4.35,-4.80,369.86,0.00,"93,881","17,170,016,662,500",-,FU,2020-12-07,KRDRVFUK2I
KR4401QCR6S5,401QCR6S,코스피200 SP 2012-2106 (주간),-,0,-,-,-,-,369.86,0.00,0,0,-,FU,2020-12-07,KRDRVFUK2I
KR4401QCR9S9,401QCR9S,코스피200 SP 2012-2109 (주간),-,0,-,-,-,-,369.86,0.00,0,0,-,FU,2020-12-07,KRDRVFUK2I
KR4401QCRCS6,401QCRCS,코스피200 SP 2012-2112 (주간),-,0,-,-,-,-,369.86,0.00,0,0,-,FU,2020-12-07,KRDRVFUK2I
KR4401QCS6S4,401QCS6S,코스피200 SP 2012-2206 (주간),-,0,-,-,-,-,369.86,0.00,0,0,-,FU,2020-12-07,KRDRVFUK2I
KR4401QCSCS4,401QCSCS,코스피200 SP 2012-2212 (주간),-,0,-,-,-,-,369.86,0.00,0,0,-,FU,2020-12-07,KRDRVFUK2I
