ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101G30006,101G3000,코스피200 F 201203 (야간),243.60,1,0.50,242.80,243.70,242.10,244.22,0.00,"20,202","2,452,948,975,000","82,685",FU,2011-12-23,KRDRVFUK2I
KR4101G30006,101G3000,코스피200 F 201203 (주간),243.10,1,3.15,242.35,244.20,241.95,244.22,243.10,"132,172","16,073,964,450,000","82,873",FU,2011-12-23,KRDRVFUK2I
KR4101G60003,101G6000,코스피200 F 201206 (야간),-,0,-,-,-,-,244.22,0.00,0,0,"1,951",FU,2011-12-23,KRDRVFUK2I
KR4101G60003,101G6000,코스피200 F 201206 (주간),244.15,1,2.95,243.55,245.30,243.30,244.22,244.15,92,"11,248,375,000","1,951",FU,2011-12-23,KRDRVFUK2I
KR4101G90000,101G9000,코스피200 F 201209 (야간),-,0,-,-,-,-,244.22,0.00,0,0,270,FU,2011-12-23,KRDRVFUK2I
KR4101G90000,101G9000,코스피200 F 201209 (주간),-,1,-,-,-,-,244.22,246.90,0,0,270,FU,2011-12-23,KRDRVFUK2I
KR4101GC0003,101GC000,코스피200 F 201212 (야간),-,0,-,-,-,-,244.22,0.00,0,0,6,FU,2011-12-23,KRDRVFUK2I
KR4101GC0003,101GC000,코스피200 F 201212 (주간),-,0,-,-,-,-,244.22,249.00,0,0,6,FU,2011-12-23,KRDRVFUK2I
KR4401G3G6S0,401G3G6S,코스피200 SP 1203-1206 (주간),1.15,1,1.15,1.10,1.15,1.10,244.22,0.00,36,"8,778,125,000",-,FU,2011-12-23,KRDRVFUK2I
KR4401G3G9S4,401G3G9S,코스피200 SP 1203-1209 (주간),2.15,1,2.15,2.10,2.15,2.10,244.22,0.00,10,"2,437,875,000",-,FU,2011-12-23,KRDRVFUK2I
KR4401G3GCS0,401G3GCS,코스피200 SP 1203-1212 (주간),-,0,-,-,-,-,244.22,0.00,0,0,-,FU,2011-12-23,KRDRVFUK2I
