ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101R90007,101R9000,코스피200 F 202109 (주간),432.00,2,-1.55,431.60,433.25,429.90,431.65,432.00,"211,865","22,864,745,112,500","253,363",FU,2021-08-09,KRDRVFUK2I
KR4101RC0000,101RC000,코스피200 F 202112 (주간),431.45,2,-1.70,431.35,432.65,429.55,431.65,431.45,763,"82,256,962,500","29,824",FU,2021-08-09,KRDRVFUK2I
KR4101S30001,101S3000,코스피200 F 202203 (주간),-,0,-,-,-,-,431.65,428.85,0,0,"2,756",FU,2021-08-09,KRDRVFUK2I
KR4101S60008,101S6000,코스피200 F 202206 (주간),-,0,-,-,-,-,431.65,428.95,0,0,"5,761",FU,2021-08-09,KRDRVFUK2I
KR4101SC0009,101SC000,코스피200 F 202212 (주간),-,0,-,-,-,-,431.65,428.90,0,0,"8,772",FU,2021-08-09,KRDRVFUK2I
KR4101T60006,101T6000,코스피200 F 202306 (주간),-,0,-,-,-,-,431.65,425.70,0,0,940,FU,2021-08-09,KRDRVFUK2I
KR4101TC0008,101TC000,코스피200 F 202312 (주간),-,0,-,-,-,-,431.65,425.70,0,0,"2,044",FU,2021-08-09,KRDRVFUK2I
KR4401R9RCS1,401R9RCS,코스피200 SP 2109-2112 (주간),-,0,-,-,-,-,431.65,0.00,0,0,-,FU,2021-08-09,KRDRVFUK2I
KR4401R9S3S4,401R9S3S,코스피200 SP 2109-2203 (주간),-,0,-,-,-,-,431.65,0.00,0,0,-,FU,2021-08-09,KRDRVFUK2I
KR4401R9S6S7,401R9S6S,코스피200 SP 2109-2206 (주간),-,0,-,-,-,-,431.65,0.00,0,0,-,FU,2021-08-09,KRDRVFUK2I
KR4401R9SCS9,401R9SCS,코스피200 SP 2109-2212 (주간),-,0,-,-,-,-,431.65,0.00,0,0,-,FU,2021-08-09,KRDRVFUK2I
KR4401R9T6S6,401R9T6S,코스피200 SP 2109-2306 (주간),-,0,-,-,-,-,431.65,0.00,0,0,-,FU,2021-08-09,KRDRVFUK2I
KR4401R9TCS7,401R9TCS,코스피200 SP 2109-2312 (주간),-,0,-,-,-,-,431.65,0.00,0,0,-,FU,2021-08-09,KRDRVFUK2I
