ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101RC0000,101RC000,코스피200 F 202112 (주간),400.00,1,9.15,393.80,400.15,392.60,399.07,400.00,"228,308","22,663,118,950,000","294,882",FU,2021-11-22,KRDRVFUK2I
KR4101S30001,101S3000,코스피200 F 202203 (주간),395.70,1,8.75,389.00,396.20,388.85,399.07,395.70,692,"67,990,837,500","11,459",FU,2021-11-22,KRDRVFUK2I
KR4101S60008,101S6000,코스피200 F 202206 (주간),396.30,1,7.80,389.55,396.30,389.55,399.07,396.30,15,"1,472,212,500","6,861",FU,2021-11-22,KRDRVFUK2I
KR4101S90005,101S9000,코스피200 F 202209 (주간),393.50,1,4.90,392.50,393.50,392.00,399.07,393.50,5,"490,600,000",310,FU,2021-11-22,KRDRVFUK2I
KR4101SC0009,101SC000,코스피200 F 202212 (주간),-,0,-,-,-,-,399.07,398.25,0,0,"10,104",FU,2021-11-22,KRDRVFUK2I
KR4101T60006,101T6000,코스피200 F 202306 (주간),-,0,-,-,-,-,399.07,395.95,852,"83,709,000,000","1,890",FU,2021-11-22,KRDRVFUK2I
KR4101TC0008,101TC000,코스피200 F 202312 (주간),395.00,1,7.90,389.60,395.00,389.60,399.07,395.00,36,"3,528,837,500","5,315",FU,2021-11-22,KRDRVFUK2I
KR4401RCS3S0,401RCS3S,코스피200 SP 2112-2203 (주간),-3.95,2,-3.95,-3.95,-3.95,-3.95,399.07,0.00,520,"102,843,950,000",-,FU,2021-11-22,KRDRVFUK2I
KR4401RCS6S3,401RCS6S,코스피200 SP 2112-2206 (주간),-,0,-,-,-,-,399.07,0.00,0,0,-,FU,2021-11-22,KRDRVFUK2I
KR4401RCS9S7,401RCS9S,코스피200 SP 2112-2209 (주간),-,0,-,-,-,-,399.07,0.00,0,0,-,FU,2021-11-22,KRDRVFUK2I
KR4401RCSCS2,401RCSCS,코스피200 SP 2112-2212 (주간),-,0,-,-,-,-,399.07,0.00,0,0,-,FU,2021-11-22,KRDRVFUK2I
KR4401RCT6S2,401RCT6S,코스피200 SP 2112-2306 (주간),-,0,-,-,-,-,399.07,0.00,0,0,-,FU,2021-11-22,KRDRVFUK2I
KR4401RCTCS0,401RCTCS,코스피200 SP 2112-2312 (주간),-,0,-,-,-,-,399.07,0.00,0,0,-,FU,2021-11-22,KRDRVFUK2I
