ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101H60001,101H6000,코스피200 F 201306 (야간),249.25,2,-1.50,250.25,250.65,249.05,250.19,0.00,"25,875","3,230,786,425,000","88,146",FU,20130611,KRDRVFUK2I
KR4101H60001,101H6000,코스피200 F 201306 (주간),250.75,2,-1.95,252.50,252.55,248.70,250.19,250.75,"262,599","32,856,501,225,000","86,828",FU,20130611,KRDRVFUK2I
KR4101H90008,101H9000,코스피200 F 201309 (야간),250.90,2,-1.80,252.05,252.40,250.80,250.19,0.00,972,"122,237,775,000","65,900",FU,20130611,KRDRVFUK2I
KR4101H90008,101H9000,코스피200 F 201309 (주간),252.70,2,-1.75,254.35,254.35,250.40,250.19,252.70,"15,045","1,897,184,325,000","65,718",FU,20130611,KRDRVFUK2I
KR4101HC0002,101HC000,코스피200 F 201312 (야간),-,0,-,-,-,-,250.19,0.00,0,0,259,FU,20130611,KRDRVFUK2I
KR4101HC0002,101HC000,코스피200 F 201312 (주간),253.90,2,-2.05,254.05,254.20,251.80,250.19,253.90,6,"760,125,000",259,FU,20130611,KRDRVFUK2I
KR4101J30000,101J3000,코스피200 F 201403 (야간),-,0,-,-,-,-,250.19,0.00,0,0,379,FU,20130611,KRDRVFUK2I
KR4101J30000,101J3000,코스피200 F 201403 (주간),-,0,-,-,-,-,250.19,252.90,0,0,379,FU,20130611,KRDRVFUK2I
KR4401H6H9S8,401H6H9S,코스피200 SP 1306-1309 (주간),1.65,1,1.65,1.65,1.70,1.55,250.19,0.00,"53,683","13,489,465,000,000",-,FU,20130611,KRDRVFUK2I
KR4401H6HCS0,401H6HCS,코스피200 SP 1306-1312 (주간),3.15,1,3.15,3.15,3.15,3.15,250.19,0.00,1,"250,675,000",-,FU,20130611,KRDRVFUK2I
KR4401H6J3S9,401H6J3S,코스피200 SP 1306-1403 (주간),-,0,-,-,-,-,250.19,0.00,0,0,-,FU,20130611,KRDRVFUK2I
