ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101EC0005,101EC000,코스피200 F 201012 (야간),255.65,2,-0.30,255.95,256.00,254.65,255.13,0.00,"5,126","654,447,100,000","103,827",FU,2010-11-10,KRDRVFUK2I
KR4101EC0005,101EC000,코스피200 F 201012 (주간),255.95,1,3.25,252.60,256.05,252.10,255.13,255.95,"381,179","48,387,004,575,000","103,738",FU,2010-11-10,KRDRVFUK2I
KR4101F30008,101F3000,코스피200 F 201103 (야간),-,0,-,-,-,-,255.13,0.00,0,0,"10,175",FU,2010-11-10,KRDRVFUK2I
KR4101F30008,101F3000,코스피200 F 201103 (주간),254.20,1,2.35,251.30,254.45,250.85,255.13,254.20,594,"75,138,375,000","10,175",FU,2010-11-10,KRDRVFUK2I
KR4101F60005,101F6000,코스피200 F 201106 (야간),-,0,-,-,-,-,255.13,0.00,0,0,"1,887",FU,2010-11-10,KRDRVFUK2I
KR4101F60005,101F6000,코스피200 F 201106 (주간),-,1,-,-,-,-,255.13,254.80,0,0,"1,887",FU,2010-11-10,KRDRVFUK2I
KR4101F90002,101F9000,코스피200 F 201109 (야간),-,0,-,-,-,-,255.13,0.00,0,0,389,FU,2010-11-10,KRDRVFUK2I
KR4101F90002,101F9000,코스피200 F 201109 (주간),254.35,1,2.65,254.45,254.45,254.30,255.13,254.35,3,"381,550,000",389,FU,2010-11-10,KRDRVFUK2I
KR4401ECF3S0,401ECF3S,코스피200 SP 1012-1103 (주간),-1.55,2,-1.55,-1.45,-1.45,-1.55,255.13,0.00,"1,752","443,312,500,000",-,FU,2010-11-10,KRDRVFUK2I
KR4401ECF6S3,401ECF6S,코스피200 SP 1012-1106 (주간),-,0,-,-,-,-,255.13,0.00,0,0,-,FU,2010-11-10,KRDRVFUK2I
KR4401ECF9S7,401ECF9S,코스피200 SP 1012-1109 (주간),-,0,-,-,-,-,255.13,0.00,0,0,-,FU,2010-11-10,KRDRVFUK2I
