ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101QC0001,101QC000,코스피200 F 202012 (야간),-,0,-,-,-,-,316.45,0.00,0,0,"268,315",FU,2020-09-11,KRDRVFUK2I
KR4101QC0001,101QC000,코스피200 F 202012 (주간),315.75,1,0.20,314.00,316.25,312.25,316.45,315.75,"252,822","19,864,020,900,000","268,315",FU,2020-09-11,KRDRVFUK2I
KR4101R30003,101R3000,코스피200 F 202103 (야간),-,0,-,-,-,-,316.45,0.00,0,0,"4,141",FU,2020-09-11,KRDRVFUK2I
KR4101R30003,101R3000,코스피200 F 202103 (주간),312.75,3,0.00,311.10,313.00,309.50,316.45,312.75,70,"5,444,787,500","4,141",FU,2020-09-11,KRDRVFUK2I
KR4101R60000,101R6000,코스피200 F 202106 (야간),-,0,-,-,-,-,316.45,0.00,0,0,"15,292",FU,2020-09-11,KRDRVFUK2I
KR4101R60000,101R6000,코스피200 F 202106 (주간),-,0,-,-,-,-,316.45,312.15,240,"18,570,000,000","15,292",FU,2020-09-11,KRDRVFUK2I
KR4101R90007,101R9000,코스피200 F 202109 (야간),-,0,-,-,-,-,316.45,0.00,0,0,0,FU,2020-09-11,KRDRVFUK2I
KR4101R90007,101R9000,코스피200 F 202109 (주간),-,0,-,-,-,-,316.45,312.00,0,0,0,FU,2020-09-11,KRDRVFUK2I
KR4101RC0000,101RC000,코스피200 F 202112 (야간),-,0,-,-,-,-,316.45,0.00,0,0,"14,654",FU,2020-09-11,KRDRVFUK2I
KR4101RC0000,101RC000,코스피200 F 202112 (주간),-,0,-,-,-,-,316.45,311.85,0,0,"14,654",FU,2020-09-11,KRDRVFUK2I
KR4101S60008,101S6000,코스피200 F 202206 (야간),-,0,-,-,-,-,316.45,0.00,0,0,9,FU,2020-09-11,KRDRVFUK2I
KR4101S60008,101S6000,코스피200 F 202206 (주간),-,0,-,-,-,-,316.45,308.25,0,0,9,FU,2020-09-11,KRDRVFUK2I
KR4101SC0009,101SC000,코스피200 F 202212 (야간),-,0,-,-,-,-,316.45,0.00,0,0,"2,669",FU,2020-09-11,KRDRVFUK2I
KR4101SC0009,101SC000,코스피200 F 202212 (주간),-,0,-,-,-,-,316.45,307.90,0,0,"2,669",FU,2020-09-11,KRDRVFUK2I
KR4401QCR3S2,401QCR3S,코스피200 SP 2012-2103 (주간),-3.10,2,-3.10,-2.95,-2.95,-3.20,316.45,0.00,12,"1,874,850,000",-,FU,2020-09-11,KRDRVFUK2I
KR4401QCR6S5,401QCR6S,코스피200 SP 2012-2106 (주간),-,0,-,-,-,-,316.45,0.00,0,0,-,FU,2020-09-11,KRDRVFUK2I
KR4401QCR9S9,401QCR9S,코스피200 SP 2012-2109 (주간),-,0,-,-,-,-,316.45,0.00,0,0,-,FU,2020-09-11,KRDRVFUK2I
KR4401QCRCS6,401QCRCS,코스피200 SP 2012-2112 (주간),-,0,-,-,-,-,316.45,0.00,0,0,-,FU,2020-09-11,KRDRVFUK2I
KR4401QCS6S4,401QCS6S,코스피200 SP 2012-2206 (주간),-,0,-,-,-,-,316.45,0.00,0,0,-,FU,2020-09-11,KRDRVFUK2I
KR4401QCSCS4,401QCSCS,코스피200 SP 2012-2212 (주간),-,0,-,-,-,-,316.45,0.00,0,0,-,FU,2020-09-11,KRDRVFUK2I
