ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101E30001,101E3000,코스피200 F 201003 (야간),211.85,1,0.60,211.50,212.05,211.05,211.91,0.00,"2,083","220,435,400,000","97,710",FU,2010-03-04,KRDRVFUK2I
KR4101E30001,101E3000,코스피200 F 201003 (주간),211.25,2,-0.70,212.45,213.30,210.70,211.91,211.25,"313,579","33,242,535,825,000","97,656",FU,2010-03-04,KRDRVFUK2I
KR4101E60008,101E6000,코스피200 F 201006 (야간),212.30,1,0.95,212.30,212.30,212.30,211.91,0.00,1,"106,150,000","11,287",FU,2010-03-04,KRDRVFUK2I
KR4101E60008,101E6000,코스피200 F 201006 (주간),211.35,2,-1.00,213.30,213.55,211.05,211.91,211.35,"1,856","197,052,625,000","11,288",FU,2010-03-04,KRDRVFUK2I
KR4101E90005,101E9000,코스피200 F 201009 (야간),-,0,-,-,-,-,211.91,0.00,0,0,237,FU,2010-03-04,KRDRVFUK2I
KR4101E90005,101E9000,코스피200 F 201009 (주간),-,2,-,-,-,-,211.91,212.55,0,0,237,FU,2010-03-04,KRDRVFUK2I
KR4101EC0005,101EC000,코스피200 F 201012 (야간),-,0,-,-,-,-,211.91,0.00,0,0,273,FU,2010-03-04,KRDRVFUK2I
KR4101EC0005,101EC000,코스피200 F 201012 (주간),-,0,-,-,-,-,211.91,214.50,0,0,273,FU,2010-03-04,KRDRVFUK2I
KR4401E3E6S7,401E3E6S,코스피200 SP 1003-1006 (주간),0.30,1,0.30,0.35,0.35,0.25,211.91,0.00,"4,648","988,938,250,000",-,FU,2010-03-04,KRDRVFUK2I
KR4401E3E9S1,401E3E9S,코스피200 SP 1003-1009 (주간),-,0,-,-,-,-,211.91,0.00,0,0,-,FU,2010-03-04,KRDRVFUK2I
KR4401E3ECS7,401E3ECS,코스피200 SP 1003-1012 (주간),1.40,1,1.40,1.40,1.40,1.40,211.91,0.00,1,"213,800,000",-,FU,2010-03-04,KRDRVFUK2I
