ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101F60005,101F6000,코스피200 F 201106 (야간),288.05,2,-1.70,290.10,290.35,287.75,288.46,0.00,"6,888","993,885,575,000","98,667",FU,2011-05-04,KRDRVFUK2I
KR4101F60005,101F6000,코스피200 F 201106 (주간),289.75,2,-2.90,292.20,292.75,289.15,288.46,289.75,"312,608","45,389,786,250,000","98,105",FU,2011-05-04,KRDRVFUK2I
KR4101F90002,101F9000,코스피200 F 201109 (야간),288.60,2,-2.60,291.00,291.00,288.60,288.46,0.00,7,"1,015,875,000","2,632",FU,2011-05-04,KRDRVFUK2I
KR4101F90002,101F9000,코스피200 F 201109 (주간),291.20,2,-3.00,293.65,294.10,290.90,288.46,291.20,94,"13,724,675,000","2,630",FU,2011-05-04,KRDRVFUK2I
KR4101FC0004,101FC000,코스피200 F 201112 (야간),-,0,-,-,-,-,288.46,0.00,0,0,655,FU,2011-05-04,KRDRVFUK2I
KR4101FC0004,101FC000,코스피200 F 201112 (주간),-,2,-,-,-,-,288.46,294.35,0,0,655,FU,2011-05-04,KRDRVFUK2I
KR4101G30006,101G3000,코스피200 F 201203 (야간),-,0,-,-,-,-,288.46,0.00,0,0,301,FU,2011-05-04,KRDRVFUK2I
KR4101G30006,101G3000,코스피200 F 201203 (주간),-,2,-,-,-,-,288.46,294.40,0,0,301,FU,2011-05-04,KRDRVFUK2I
KR4401F6F9S4,401F6F9S,코스피200 SP 1106-1109 (주간),1.60,1,1.60,1.60,1.60,1.55,288.46,0.00,20,"5,815,300,000",-,FU,2011-05-04,KRDRVFUK2I
KR4401F6FCS6,401F6FCS,코스피200 SP 1106-1112 (주간),-,0,-,-,-,-,288.46,0.00,0,0,-,FU,2011-05-04,KRDRVFUK2I
KR4401F6G3S6,401F6G3S,코스피200 SP 1106-1203 (주간),-,0,-,-,-,-,288.46,0.00,0,0,-,FU,2011-05-04,KRDRVFUK2I
