ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101K60005,101K6000,코스피200 F 201506 (야간),268.60,2,-0.40,269.10,269.20,267.85,268.03,0.00,"10,865","1,459,494,950,000","142,211",FU,20150429,KRDRVFUK2I
KR4101K60005,101K6000,코스피200 F 201506 (주간),269.00,2,-1.20,270.95,270.95,267.55,268.03,269.00,"166,657","22,423,312,750,000","142,009",FU,20150429,KRDRVFUK2I
KR4101K90002,101K9000,코스피200 F 201509 (야간),269.40,2,-0.50,270.10,270.20,269.25,268.03,0.00,34,"4,589,900,000","4,840",FU,20150429,KRDRVFUK2I
KR4101K90002,101K9000,코스피200 F 201509 (주간),269.90,2,-1.25,272.10,272.10,268.65,268.03,269.90,404,"54,531,550,000","4,845",FU,20150429,KRDRVFUK2I
KR4101KC0007,101KC000,코스피200 F 201512 (야간),-,0,-,-,-,-,268.03,0.00,0,0,933,FU,20150429,KRDRVFUK2I
KR4101KC0007,101KC000,코스피200 F 201512 (주간),271.00,2,-1.50,270.50,271.00,270.50,268.03,271.00,2,"270,750,000",933,FU,20150429,KRDRVFUK2I
KR4101L30006,101L3000,코스피200 F 201603 (야간),-,0,-,-,-,-,268.03,0.00,0,0,145,FU,20150429,KRDRVFUK2I
KR4101L30006,101L3000,코스피200 F 201603 (주간),-,0,-,-,-,-,268.03,269.95,0,0,145,FU,20150429,KRDRVFUK2I
KR4101L60003,101L6000,코스피200 F 201606 (야간),-,0,-,-,-,-,268.03,0.00,0,0,279,FU,20150429,KRDRVFUK2I
KR4101L60003,101L6000,코스피200 F 201606 (주간),-,0,-,-,-,-,268.03,271.15,0,0,279,FU,20150429,KRDRVFUK2I
KR4101LC0006,101LC000,코스피200 F 201612 (야간),-,0,-,-,-,-,268.03,0.00,0,0,751,FU,20150429,KRDRVFUK2I
KR4101LC0006,101LC000,코스피200 F 201612 (주간),-,0,-,-,-,-,268.03,273.45,0,0,751,FU,20150429,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (야간),-,0,-,-,-,-,268.03,0.00,0,0,344,FU,20150429,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (주간),-,0,-,-,-,-,268.03,275.60,0,0,344,FU,20150429,KRDRVFUK2I
KR4401K6K9S7,401K6K9S,코스피200 SP 1506-1509 (주간),1.10,1,1.10,1.10,1.10,1.10,268.03,0.00,244,"65,561,300,000",-,FU,20150429,KRDRVFUK2I
KR4401K6KCS9,401K6KCS,코스피200 SP 1506-1512 (주간),2.35,1,2.35,2.35,2.35,2.35,268.03,0.00,21,"5,654,575,000",-,FU,20150429,KRDRVFUK2I
KR4401K6L3S9,401K6L3S,코스피200 SP 1506-1603 (주간),-,0,-,-,-,-,268.03,0.00,0,0,-,FU,20150429,KRDRVFUK2I
KR4401K6L6S2,401K6L6S,코스피200 SP 1506-1606 (주간),-,0,-,-,-,-,268.03,0.00,0,0,-,FU,20150429,KRDRVFUK2I
KR4401K6LCS7,401K6LCS,코스피200 SP 1506-1612 (주간),3.50,1,3.50,3.50,3.50,3.50,268.03,0.00,25,"6,740,500,000",-,FU,20150429,KRDRVFUK2I
KR4401K6MCS5,401K6MCS,코스피200 SP 1506-1712 (주간),5.25,1,5.25,5.25,5.30,5.25,268.03,0.00,20,"5,419,250,000",-,FU,20150429,KRDRVFUK2I
