ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,SPOT_PRC,SETL_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4101K90002,101K9000,코스피200 F 201509 (야간),249.20,1,0.10,249.20,249.45,246.20,248.05,0.00,"22,943","2,842,809,025,000","102,994",FU,20150707,KRDRVFUK2I
KR4101K90002,101K9000,코스피200 F 201509 (주간),249.10,1,0.60,249.75,250.05,247.50,248.05,249.10,"202,751","25,216,590,075,000","103,117",FU,20150707,KRDRVFUK2I
KR4101KC0007,101KC000,코스피200 F 201512 (야간),249.10,2,-0.80,249.65,249.90,247.20,248.05,0.00,34,"4,229,250,000","2,822",FU,20150707,KRDRVFUK2I
KR4101KC0007,101KC000,코스피200 F 201512 (주간),249.90,1,0.25,250.60,250.70,248.40,248.05,249.90,536,"66,836,775,000","2,816",FU,20150707,KRDRVFUK2I
KR4101L30006,101L3000,코스피200 F 201603 (야간),247.70,3,0.00,246.00,247.70,246.00,248.05,0.00,5,"618,300,000",471,FU,20150707,KRDRVFUK2I
KR4101L30006,101L3000,코스피200 F 201603 (주간),247.70,2,-0.25,248.00,248.00,246.95,248.05,247.70,12,"1,484,050,000",471,FU,20150707,KRDRVFUK2I
KR4101L60003,101L6000,코스피200 F 201606 (야간),-,0,-,-,-,-,248.05,0.00,0,0,299,FU,20150707,KRDRVFUK2I
KR4101L60003,101L6000,코스피200 F 201606 (주간),-,0,-,-,-,-,248.05,249.00,0,0,299,FU,20150707,KRDRVFUK2I
KR4101LC0006,101LC000,코스피200 F 201612 (야간),-,0,-,-,-,-,248.05,0.00,0,0,816,FU,20150707,KRDRVFUK2I
KR4101LC0006,101LC000,코스피200 F 201612 (주간),-,0,-,-,-,-,248.05,250.90,0,0,816,FU,20150707,KRDRVFUK2I
KR4101M60001,101M6000,코스피200 F 201706 (야간),-,0,-,-,-,-,248.05,0.00,0,0,170,FU,20150707,KRDRVFUK2I
KR4101M60001,101M6000,코스피200 F 201706 (주간),-,0,-,-,-,-,248.05,249.80,0,0,170,FU,20150707,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (야간),-,0,-,-,-,-,248.05,0.00,0,0,176,FU,20150707,KRDRVFUK2I
KR4101MC0005,101MC000,코스피200 F 201712 (주간),-,0,-,-,-,-,248.05,251.75,0,0,176,FU,20150707,KRDRVFUK2I
KR4401K9KCS3,401K9KCS,코스피200 SP 1509-1512 (주간),0.90,1,0.90,0.90,0.90,0.85,248.05,0.00,161,"40,016,775,000",-,FU,20150707,KRDRVFUK2I
KR4401K9L3S6,401K9L3S,코스피200 SP 1509-1603 (주간),-,0,-,-,-,-,248.05,0.00,0,0,-,FU,20150707,KRDRVFUK2I
KR4401K9L6S9,401K9L6S,코스피200 SP 1509-1606 (주간),-,0,-,-,-,-,248.05,0.00,0,0,-,FU,20150707,KRDRVFUK2I
KR4401K9LCS1,401K9LCS,코스피200 SP 1509-1612 (주간),-,0,-,-,-,-,248.05,0.00,0,0,-,FU,20150707,KRDRVFUK2I
KR4401K9M6S8,401K9M6S,코스피200 SP 1509-1706 (주간),-,0,-,-,-,-,248.05,0.00,0,0,-,FU,20150707,KRDRVFUK2I
KR4401K9MCS9,401K9MCS,코스피200 SP 1509-1712 (주간),-,0,-,-,-,-,248.05,0.00,0,0,-,FU,20150707,KRDRVFUK2I
