ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201LB2077,201LB207,코스피200 C 201611 207.5,-,0,-,-,-,-,15.00,45.40,0,0,909,OP,2016-11-02,KRDRVOPK2I
KR4201LB2101,201LB210,코스피200 C 201611 210.0,-,0,-,-,-,-,15.00,42.90,0,0,153,OP,2016-11-02,KRDRVOPK2I
KR4201LB2127,201LB212,코스피200 C 201611 212.5,-,0,-,-,-,-,15.00,40.40,0,0,2,OP,2016-11-02,KRDRVOPK2I
KR4201LB2150,201LB215,코스피200 C 201611 215.0,-,0,-,-,-,-,15.00,37.90,0,0,3,OP,2016-11-02,KRDRVOPK2I
KR4201LB2176,201LB217,코스피200 C 201611 217.5,-,0,-,-,-,-,15.00,35.40,0,0,0,OP,2016-11-02,KRDRVOPK2I
KR4201LB2200,201LB220,코스피200 C 201611 220.0,-,0,-,-,-,-,15.00,32.90,0,0,2,OP,2016-11-02,KRDRVOPK2I
KR4201LB2226,201LB222,코스피200 C 201611 222.5,-,0,-,-,-,-,15.00,30.40,0,0,1,OP,2016-11-02,KRDRVOPK2I
KR4201LB2259,201LB225,코스피200 C 201611 225.0,-,0,-,-,-,-,15.00,27.90,0,0,4,OP,2016-11-02,KRDRVOPK2I
KR4201LB2275,201LB227,코스피200 C 201611 227.5,-,0,-,-,-,-,15.00,25.40,0,0,1,OP,2016-11-02,KRDRVOPK2I
KR4201LB2309,201LB230,코스피200 C 201611 230.0,22.75,2,-1.45,23.75,23.75,22.75,32.00,22.75,2,"23,250,000",51,OP,2016-11-02,KRDRVOPK2I
KR4201LB2325,201LB232,코스피200 C 201611 232.5,-,0,-,-,-,-,15.00,20.40,0,0,2,OP,2016-11-02,KRDRVOPK2I
KR4201LB2358,201LB235,코스피200 C 201611 235.0,18.20,2,-2.75,18.20,18.20,18.20,28.00,18.20,1,"9,100,000",7,OP,2016-11-02,KRDRVOPK2I
KR4201LB2374,201LB237,코스피200 C 201611 237.5,15.85,2,-2.60,15.85,15.85,15.85,32.00,15.85,1,"7,925,000",27,OP,2016-11-02,KRDRVOPK2I
KR4201LB2408,201LB240,코스피200 C 201611 240.0,13.20,2,-2.30,13.90,13.90,13.20,28.00,13.20,5,"34,975,000",384,OP,2016-11-02,KRDRVOPK2I
KR4201LB2424,201LB242,코스피200 C 201611 242.5,11.30,2,-2.05,11.30,11.30,11.30,25.00,11.30,2,"11,300,000",119,OP,2016-11-02,KRDRVOPK2I
KR4201LB2457,201LB245,코스피200 C 201611 245.0,8.70,2,-2.30,9.90,9.90,8.56,21.00,8.70,19,"87,335,000",148,OP,2016-11-02,KRDRVOPK2I
KR4201LB2473,201LB247,코스피200 C 201611 247.5,6.65,2,-2.58,7.35,7.79,6.53,20.00,6.65,88,"309,830,000",164,OP,2016-11-02,KRDRVOPK2I
KR4201LB2507,201LB250,코스피200 C 201611 250.0,4.70,2,-2.19,5.70,5.92,4.56,19.00,4.70,"1,246","3,051,845,000","3,142",OP,2016-11-02,KRDRVOPK2I
KR4201LB2523,201LB252,코스피200 C 201611 252.5,2.96,2,-2.01,3.80,4.10,2.93,17.00,2.96,"15,566","26,050,625,000","4,328",OP,2016-11-02,KRDRVOPK2I
KR4201LB2556,201LB255,코스피200 C 201611 255.0,1.70,2,-1.47,2.26,2.55,1.65,16.00,1.70,"70,949","72,260,675,000","13,603",OP,2016-11-02,KRDRVOPK2I
KR4201LB2572,201LB257,코스피200 C 201611 257.5,0.80,2,-0.94,1.19,1.34,0.76,15.00,0.80,"128,837","65,530,150,000","23,984",OP,2016-11-02,KRDRVOPK2I
KR4201LB2606,201LB260,코스피200 C 201611 260.0,0.27,2,-0.51,0.68,0.69,0.27,13.00,0.27,"194,399","39,472,070,000","41,429",OP,2016-11-02,KRDRVOPK2I
KR4201LB2622,201LB262,코스피200 C 201611 262.5,0.08,2,-0.17,0.12,0.16,0.07,13.00,0.08,"178,020","10,475,410,000","47,597",OP,2016-11-02,KRDRVOPK2I
KR4201LB2655,201LB265,코스피200 C 201611 265.0,0.03,2,-0.03,0.03,0.04,0.02,13.00,0.03,"83,685","1,269,035,000","55,040",OP,2016-11-02,KRDRVOPK2I
KR4201LB2671,201LB267,코스피200 C 201611 267.5,0.01,3,0.00,0.01,0.01,0.01,14.00,0.01,"38,081","190,405,000","47,497",OP,2016-11-02,KRDRVOPK2I
KR4201LB2705,201LB270,코스피200 C 201611 270.0,0.01,3,0.00,0.01,0.01,0.01,15.00,0.01,481,"2,405,000","43,588",OP,2016-11-02,KRDRVOPK2I
KR4201LB2721,201LB272,코스피200 C 201611 272.5,0.01,3,0.00,0.01,0.01,0.01,18.00,0.01,66,"330,000","21,898",OP,2016-11-02,KRDRVOPK2I
KR4201LB2754,201LB275,코스피200 C 201611 275.0,0.01,3,0.00,0.01,0.01,0.01,20.00,0.01,76,"380,000","18,521",OP,2016-11-02,KRDRVOPK2I
KR4201LB2770,201LB277,코스피200 C 201611 277.5,0.01,3,0.00,0.01,0.01,0.01,22.00,0.01,54,"270,000","10,612",OP,2016-11-02,KRDRVOPK2I
KR4201LB2804,201LB280,코스피200 C 201611 280.0,0.01,3,0.00,0.01,0.01,0.01,23.00,0.01,1,"5,000","6,099",OP,2016-11-02,KRDRVOPK2I
KR4201LB2820,201LB282,코스피200 C 201611 282.5,0.01,3,0.00,0.01,0.01,0.01,26.00,0.01,2,"10,000","2,319",OP,2016-11-02,KRDRVOPK2I
KR4201LB2853,201LB285,코스피200 C 201611 285.0,-,0,-,-,-,-,15.00,0.01,0,0,"3,240",OP,2016-11-02,KRDRVOPK2I
KR4201LB2879,201LB287,코스피200 C 201611 287.5,-,0,-,-,-,-,15.00,0.01,0,0,"1,701",OP,2016-11-02,KRDRVOPK2I
KR4201LB2903,201LB290,코스피200 C 201611 290.0,0.01,3,0.00,0.01,0.01,0.01,29.00,0.01,1,"5,000","6,212",OP,2016-11-02,KRDRVOPK2I
KR4201LC1904,201LC190,코스피200 C 201612 190.0,63.10,2,-0.70,63.25,63.25,62.65,32.00,63.10,4,"125,950,000",616,OP,2016-11-02,KRDRVOPK2I
KR4201LC1920,201LC192,코스피200 C 201612 192.5,-,0,-,-,-,-,15.00,60.60,0,0,2,OP,2016-11-02,KRDRVOPK2I
KR4201LC1953,201LC195,코스피200 C 201612 195.0,-,0,-,-,-,-,15.00,58.10,0,0,0,OP,2016-11-02,KRDRVOPK2I
KR4201LC1979,201LC197,코스피200 C 201612 197.5,-,0,-,-,-,-,15.00,55.60,0,0,0,OP,2016-11-02,KRDRVOPK2I
KR4201LC2001,201LC200,코스피200 C 201612 200.0,-,0,-,-,-,-,15.00,53.10,0,0,5,OP,2016-11-02,KRDRVOPK2I
KR4201LC2027,201LC202,코스피200 C 201612 202.5,-,0,-,-,-,-,15.00,50.60,0,0,0,OP,2016-11-02,KRDRVOPK2I
KR4201LC2050,201LC205,코스피200 C 201612 205.0,-,0,-,-,-,-,15.00,48.10,0,0,1,OP,2016-11-02,KRDRVOPK2I
KR4201LC2076,201LC207,코스피200 C 201612 207.5,-,0,-,-,-,-,15.00,45.60,0,0,1,OP,2016-11-02,KRDRVOPK2I
KR4201LC2100,201LC210,코스피200 C 201612 210.0,-,0,-,-,-,-,15.00,43.10,0,0,196,OP,2016-11-02,KRDRVOPK2I
KR4201LC2126,201LC212,코스피200 C 201612 212.5,-,0,-,-,-,-,15.00,40.60,0,0,1,OP,2016-11-02,KRDRVOPK2I
KR4201LC2159,201LC215,코스피200 C 201612 215.0,-,0,-,-,-,-,15.00,38.15,0,0,6,OP,2016-11-02,KRDRVOPK2I
KR4201LC2175,201LC217,코스피200 C 201612 217.5,-,0,-,-,-,-,15.00,35.65,0,0,0,OP,2016-11-02,KRDRVOPK2I
KR4201LC2209,201LC220,코스피200 C 201612 220.0,-,0,-,-,-,-,15.00,33.15,0,0,802,OP,2016-11-02,KRDRVOPK2I
KR4201LC2225,201LC222,코스피200 C 201612 222.5,-,0,-,-,-,-,15.00,30.65,0,0,4,OP,2016-11-02,KRDRVOPK2I
KR4201LC2258,201LC225,코스피200 C 201612 225.0,-,0,-,-,-,-,15.00,28.15,0,0,0,OP,2016-11-02,KRDRVOPK2I
KR4201LC2274,201LC227,코스피200 C 201612 227.5,-,0,-,-,-,-,15.00,25.70,0,0,1,OP,2016-11-02,KRDRVOPK2I
KR4201LC2308,201LC230,코스피200 C 201612 230.0,-,0,-,-,-,-,15.00,23.25,0,0,"4,298",OP,2016-11-02,KRDRVOPK2I
KR4201LC2324,201LC232,코스피200 C 201612 232.5,-,0,-,-,-,-,15.00,20.85,0,0,1,OP,2016-11-02,KRDRVOPK2I
KR4201LC2357,201LC235,코스피200 C 201612 235.0,-,0,-,-,-,-,15.00,18.45,0,0,205,OP,2016-11-02,KRDRVOPK2I
KR4201LC2373,201LC237,코스피200 C 201612 237.5,-,0,-,-,-,-,15.00,16.15,0,0,0,OP,2016-11-02,KRDRVOPK2I
KR4201LC2407,201LC240,코스피200 C 201612 240.0,14.70,2,-2.10,14.90,14.90,14.70,20.00,14.70,3,"22,150,000","4,741",OP,2016-11-02,KRDRVOPK2I
KR4201LC2423,201LC242,코스피200 C 201612 242.5,12.60,2,-1.75,13.40,13.40,12.60,18.00,12.60,11,"71,425,000",18,OP,2016-11-02,KRDRVOPK2I
KR4201LC2456,201LC245,코스피200 C 201612 245.0,10.45,2,-1.70,10.70,10.70,10.40,17.00,10.45,5,"26,300,000","1,550",OP,2016-11-02,KRDRVOPK2I
KR4201LC2472,201LC247,코스피200 C 201612 247.5,8.50,2,-1.80,9.45,9.45,8.50,16.00,8.50,74,"323,290,000",61,OP,2016-11-02,KRDRVOPK2I
KR4201LC2506,201LC250,코스피200 C 201612 250.0,6.88,2,-1.70,7.30,7.55,6.70,15.00,6.88,98,"340,175,000","3,971",OP,2016-11-02,KRDRVOPK2I
KR4201LC2522,201LC252,코스피200 C 201612 252.5,5.02,2,-1.54,5.70,5.85,5.02,14.00,5.02,102,"272,605,000",769,OP,2016-11-02,KRDRVOPK2I
KR4201LC2555,201LC255,코스피200 C 201612 255.0,3.70,2,-1.42,4.11,4.40,3.60,14.00,3.70,397,"767,055,000","2,371",OP,2016-11-02,KRDRVOPK2I
KR4201LC2571,201LC257,코스피200 C 201612 257.5,2.50,2,-1.16,3.01,3.06,2.45,13.00,2.50,"1,066","1,426,360,000","1,401",OP,2016-11-02,KRDRVOPK2I
KR4201LC2605,201LC260,코스피200 C 201612 260.0,1.59,2,-0.86,1.96,2.02,1.57,12.00,1.59,"5,689","4,713,405,000","10,869",OP,2016-11-02,KRDRVOPK2I
KR4201LC2621,201LC262,코스피200 C 201612 262.5,0.92,2,-0.60,1.10,1.20,0.90,12.00,0.92,"4,711","2,416,800,000","5,860",OP,2016-11-02,KRDRVOPK2I
KR4201LC2654,201LC265,코스피200 C 201612 265.0,0.50,2,-0.35,0.60,0.65,0.50,11.00,0.50,"4,310","1,223,410,000","12,616",OP,2016-11-02,KRDRVOPK2I
KR4201LC2670,201LC267,코스피200 C 201612 267.5,0.25,2,-0.20,0.30,0.34,0.25,11.00,0.25,"2,756","403,930,000","8,328",OP,2016-11-02,KRDRVOPK2I
KR4201LC2704,201LC270,코스피200 C 201612 270.0,0.12,2,-0.10,0.15,0.17,0.12,11.00,0.12,"2,725","197,440,000","11,603",OP,2016-11-02,KRDRVOPK2I
KR4201LC2720,201LC272,코스피200 C 201612 272.5,0.07,2,-0.04,0.08,0.09,0.07,11.00,0.07,"1,515","57,295,000","3,732",OP,2016-11-02,KRDRVOPK2I
KR4201LC2753,201LC275,코스피200 C 201612 275.0,0.04,2,-0.02,0.04,0.05,0.04,11.00,0.04,"1,934","39,210,000","7,169",OP,2016-11-02,KRDRVOPK2I
KR4201LC2779,201LC277,코스피200 C 201612 277.5,0.02,2,-0.01,0.03,0.03,0.02,11.00,0.02,184,"1,930,000","3,096",OP,2016-11-02,KRDRVOPK2I
KR4201LC2803,201LC280,코스피200 C 201612 280.0,0.01,2,-0.01,0.02,0.02,0.01,11.00,0.01,"1,334","7,515,000","7,349",OP,2016-11-02,KRDRVOPK2I
KR4201LC2829,201LC282,코스피200 C 201612 282.5,0.01,3,0.00,0.01,0.02,0.01,12.00,0.01,418,"2,110,000","1,706",OP,2016-11-02,KRDRVOPK2I
KR4201LC2852,201LC285,코스피200 C 201612 285.0,0.01,3,0.00,0.01,0.01,0.01,13.00,0.01,"1,146","5,730,000","3,113",OP,2016-11-02,KRDRVOPK2I
KR4201LC2878,201LC287,코스피200 C 201612 287.5,0.01,3,0.00,0.01,0.01,0.01,14.00,0.01,1,"5,000","1,132",OP,2016-11-02,KRDRVOPK2I
KR4201LC2902,201LC290,코스피200 C 201612 290.0,0.01,3,0.00,0.01,0.01,0.01,15.00,0.01,44,"220,000","4,230",OP,2016-11-02,KRDRVOPK2I
KR4201LC2928,201LC292,코스피200 C 201612 292.5,-,0,-,-,-,-,15.00,0.01,0,0,518,OP,2016-11-02,KRDRVOPK2I
KR4201LC2951,201LC295,코스피200 C 201612 295.0,0.01,3,0.00,0.01,0.01,0.01,17.00,0.01,1,"5,000","1,303",OP,2016-11-02,KRDRVOPK2I
KR4201LC2977,201LC297,코스피200 C 201612 297.5,-,0,-,-,-,-,15.00,0.01,0,0,533,OP,2016-11-02,KRDRVOPK2I
KR4201LC3009,201LC300,코스피200 C 201612 300.0,0.01,3,0.00,0.01,0.01,0.01,18.00,0.01,26,"130,000","12,384",OP,2016-11-02,KRDRVOPK2I
KR4201M12174,201M1217,코스피200 C 201701 217.5,-,0,-,-,-,-,15.00,32.20,0,0,2,OP,2016-11-02,KRDRVOPK2I
KR4201M12208,201M1220,코스피200 C 201701 220.0,-,0,-,-,-,-,15.00,29.75,0,0,0,OP,2016-11-02,KRDRVOPK2I
KR4201M12224,201M1222,코스피200 C 201701 222.5,-,0,-,-,-,-,15.00,27.35,0,0,0,OP,2016-11-02,KRDRVOPK2I
KR4201M12257,201M1225,코스피200 C 201701 225.0,-,0,-,-,-,-,15.00,25.05,0,0,0,OP,2016-11-02,KRDRVOPK2I
