ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201L21920,201L2192,코스피200 C 201602 192.5,38.25,1,3.00,37.70,38.25,37.70,3.00,38.25,11,"209,700,000",760,OP,2016-01-27,KRDRVOPK2I
KR4201L21953,201L2195,코스피200 C 201602 195.0,34.75,1,1.00,34.75,34.75,34.75,32.00,34.75,1,"17,375,000",47,OP,2016-01-27,KRDRVOPK2I
KR4201L21979,201L2197,코스피200 C 201602 197.5,32.00,1,3.15,32.00,32.00,32.00,44.00,32.00,1,"16,000,000",12,OP,2016-01-27,KRDRVOPK2I
KR4201L22001,201L2200,코스피200 C 201602 200.0,29.55,1,2.80,30.30,30.30,29.55,32.00,29.55,2,"29,925,000",17,OP,2016-01-27,KRDRVOPK2I
KR4201L22027,201L2202,코스피200 C 201602 202.5,27.50,1,3.25,27.50,27.50,27.50,32.00,27.50,1,"13,750,000",14,OP,2016-01-27,KRDRVOPK2I
KR4201L22050,201L2205,코스피200 C 201602 205.0,24.75,1,3.10,24.75,24.75,24.75,32.00,24.75,1,"12,375,000",21,OP,2016-01-27,KRDRVOPK2I
KR4201L22076,201L2207,코스피200 C 201602 207.5,22.45,1,2.20,22.45,22.45,22.45,28.00,22.45,1,"11,225,000",11,OP,2016-01-27,KRDRVOPK2I
KR4201L22100,201L2210,코스피200 C 201602 210.0,20.95,1,3.10,19.80,21.00,19.75,3.00,20.95,13,"134,225,000",272,OP,2016-01-27,KRDRVOPK2I
KR4201L22126,201L2212,코스피200 C 201602 212.5,17.80,1,3.35,17.80,17.80,17.80,24.00,17.80,1,"8,900,000",135,OP,2016-01-27,KRDRVOPK2I
KR4201L22159,201L2215,코스피200 C 201602 215.0,15.10,1,1.45,14.70,15.10,14.70,25.00,15.10,2,"14,900,000",72,OP,2016-01-27,KRDRVOPK2I
KR4201L22175,201L2217,코스피200 C 201602 217.5,12.95,1,2.15,13.00,13.00,12.95,24.00,12.95,3,"18,375,000",72,OP,2016-01-27,KRDRVOPK2I
KR4201L22209,201L2220,코스피200 C 201602 220.0,11.30,1,2.44,10.50,11.50,10.10,23.00,11.30,259,"1,385,455,000",531,OP,2016-01-27,KRDRVOPK2I
KR4201L22225,201L2222,코스피200 C 201602 222.5,9.16,1,2.26,8.05,9.45,8.05,16.00,9.16,158,"692,690,000","1,239",OP,2016-01-27,KRDRVOPK2I
KR4201L22258,201L2225,코스피200 C 201602 225.0,7.08,1,2.00,6.26,7.39,5.96,16.00,7.08,"1,244","3,924,505,000","2,283",OP,2016-01-27,KRDRVOPK2I
KR4201L22274,201L2227,코스피200 C 201602 227.5,5.19,1,1.69,4.46,5.50,4.22,16.00,5.19,"4,056","9,561,680,000","4,864",OP,2016-01-27,KRDRVOPK2I
KR4201L22308,201L2230,코스피200 C 201602 230.0,3.55,1,1.31,2.98,3.81,2.76,15.00,3.55,"34,906","55,812,735,000","10,557",OP,2016-01-27,KRDRVOPK2I
KR4201L22324,201L2232,코스피200 C 201602 232.5,2.19,1,0.92,1.78,2.39,1.63,14.00,2.19,"112,448","111,120,720,000","17,298",OP,2016-01-27,KRDRVOPK2I
KR4201L22357,201L2235,코스피200 C 201602 235.0,1.20,1,0.55,0.92,1.34,0.84,13.00,1.20,"161,332","86,022,820,000","24,733",OP,2016-01-27,KRDRVOPK2I
KR4201L22373,201L2237,코스피200 C 201602 237.5,0.57,1,0.29,0.42,0.64,0.38,13.00,0.57,"162,173","39,215,670,000","36,374",OP,2016-01-27,KRDRVOPK2I
KR4201L22407,201L2240,코스피200 C 201602 240.0,0.23,1,0.12,0.15,0.27,0.15,12.00,0.23,"168,510","16,607,245,000","63,473",OP,2016-01-27,KRDRVOPK2I
KR4201L22423,201L2242,코스피200 C 201602 242.5,0.09,1,0.04,0.06,0.11,0.06,12.00,0.09,"129,140","5,177,490,000","48,333",OP,2016-01-27,KRDRVOPK2I
KR4201L22456,201L2245,코스피200 C 201602 245.0,0.04,1,0.02,0.03,0.06,0.03,13.00,0.04,"49,958","1,036,455,000","40,916",OP,2016-01-27,KRDRVOPK2I
KR4201L22472,201L2247,코스피200 C 201602 247.5,0.02,1,0.01,0.02,0.03,0.01,13.00,0.02,"22,289","220,805,000","36,333",OP,2016-01-27,KRDRVOPK2I
KR4201L22506,201L2250,코스피200 C 201602 250.0,0.01,3,0.00,0.02,0.02,0.01,14.00,0.01,"1,977","13,765,000","24,612",OP,2016-01-27,KRDRVOPK2I
KR4201L22522,201L2252,코스피200 C 201602 252.5,0.01,3,0.00,0.01,0.01,0.01,16.00,0.01,"17,005","85,025,000","28,237",OP,2016-01-27,KRDRVOPK2I
KR4201L22555,201L2255,코스피200 C 201602 255.0,0.01,3,0.00,0.01,0.01,0.01,18.00,0.01,52,"260,000","24,841",OP,2016-01-27,KRDRVOPK2I
KR4201L22571,201L2257,코스피200 C 201602 257.5,0.01,3,0.00,0.01,0.01,0.01,20.00,0.01,1,"5,000","7,836",OP,2016-01-27,KRDRVOPK2I
KR4201L22605,201L2260,코스피200 C 201602 260.0,0.01,3,0.00,0.01,0.01,0.01,21.00,0.01,2,"10,000","6,361",OP,2016-01-27,KRDRVOPK2I
KR4201L22621,201L2262,코스피200 C 201602 262.5,-,0,-,-,-,-,14.00,0.01,0,0,"4,106",OP,2016-01-27,KRDRVOPK2I
KR4201L22654,201L2265,코스피200 C 201602 265.0,-,0,-,-,-,-,14.00,0.01,0,0,"2,455",OP,2016-01-27,KRDRVOPK2I
KR4201L22670,201L2267,코스피200 C 201602 267.5,0.01,3,0.00,0.01,0.01,0.01,26.00,0.01,3,"15,000","1,393",OP,2016-01-27,KRDRVOPK2I
KR4201L22704,201L2270,코스피200 C 201602 270.0,0.01,3,0.00,0.01,0.01,0.01,27.00,0.01,1,"5,000","2,792",OP,2016-01-27,KRDRVOPK2I
KR4201L22720,201L2272,코스피200 C 201602 272.5,-,0,-,-,-,-,14.00,0.01,0,0,"1,194",OP,2016-01-27,KRDRVOPK2I
KR4201L22753,201L2275,코스피200 C 201602 275.0,0.01,3,0.00,0.01,0.01,0.01,30.00,0.01,1,"5,000",470,OP,2016-01-27,KRDRVOPK2I
KR4201L22779,201L2277,코스피200 C 201602 277.5,0.01,3,0.00,0.01,0.01,0.01,31.00,0.01,1,"5,000","1,156",OP,2016-01-27,KRDRVOPK2I
KR4201L22803,201L2280,코스피200 C 201602 280.0,-,0,-,-,-,-,14.00,0.01,0,0,379,OP,2016-01-27,KRDRVOPK2I
KR4201L22829,201L2282,코스피200 C 201602 282.5,0.01,3,0.00,0.01,0.01,0.01,34.00,0.01,2,"10,000","1,656",OP,2016-01-27,KRDRVOPK2I
KR4201L31903,201L3190,코스피200 C 201603 190.0,-,0,-,-,-,-,14.00,41.35,0,0,189,OP,2016-01-27,KRDRVOPK2I
KR4201L31929,201L3192,코스피200 C 201603 192.5,-,0,-,-,-,-,14.00,38.85,0,0,3,OP,2016-01-27,KRDRVOPK2I
KR4201L31952,201L3195,코스피200 C 201603 195.0,-,0,-,-,-,-,14.00,36.35,0,0,0,OP,2016-01-27,KRDRVOPK2I
KR4201L31978,201L3197,코스피200 C 201603 197.5,-,0,-,-,-,-,14.00,33.85,0,0,0,OP,2016-01-27,KRDRVOPK2I
KR4201L32000,201L3200,코스피200 C 201603 200.0,-,0,-,-,-,-,14.00,31.35,0,0,43,OP,2016-01-27,KRDRVOPK2I
KR4201L32026,201L3202,코스피200 C 201603 202.5,-,0,-,-,-,-,14.00,28.85,0,0,0,OP,2016-01-27,KRDRVOPK2I
KR4201L32059,201L3205,코스피200 C 201603 205.0,-,0,-,-,-,-,14.00,26.40,0,0,0,OP,2016-01-27,KRDRVOPK2I
KR4201L32075,201L3207,코스피200 C 201603 207.5,-,0,-,-,-,-,14.00,23.90,0,0,0,OP,2016-01-27,KRDRVOPK2I
KR4201L32109,201L3210,코스피200 C 201603 210.0,-,0,-,-,-,-,14.00,21.45,0,0,8,OP,2016-01-27,KRDRVOPK2I
KR4201L32125,201L3212,코스피200 C 201603 212.5,-,0,-,-,-,-,14.00,19.05,0,0,2,OP,2016-01-27,KRDRVOPK2I
KR4201L32158,201L3215,코스피200 C 201603 215.0,-,0,-,-,-,-,14.00,16.70,0,0,0,OP,2016-01-27,KRDRVOPK2I
KR4201L32174,201L3217,코스피200 C 201603 217.5,-,0,-,-,-,-,14.00,14.40,0,0,2,OP,2016-01-27,KRDRVOPK2I
KR4201L32208,201L3220,코스피200 C 201603 220.0,12.60,1,1.40,12.60,12.60,12.60,20.00,12.60,1,"6,300,000","1,757",OP,2016-01-27,KRDRVOPK2I
KR4201L32224,201L3222,코스피200 C 201603 222.5,-,0,-,-,-,-,14.00,10.20,0,0,27,OP,2016-01-27,KRDRVOPK2I
KR4201L32257,201L3225,코스피200 C 201603 225.0,9.45,1,1.90,9.50,9.50,8.65,20.00,9.45,3,"13,800,000",125,OP,2016-01-27,KRDRVOPK2I
KR4201L32273,201L3227,코스피200 C 201603 227.5,7.80,1,1.66,7.29,7.87,7.18,19.00,7.80,46,"175,560,000",90,OP,2016-01-27,KRDRVOPK2I
KR4201L32307,201L3230,코스피200 C 201603 230.0,6.14,1,1.40,5.89,6.30,5.63,18.00,6.14,326,"951,285,000","3,175",OP,2016-01-27,KRDRVOPK2I
KR4201L32323,201L3232,코스피200 C 201603 232.5,4.80,1,1.10,4.20,5.00,4.15,17.00,4.80,84,"192,760,000",382,OP,2016-01-27,KRDRVOPK2I
KR4201L32356,201L3235,코스피200 C 201603 235.0,3.64,1,1.13,3.10,3.67,3.09,16.00,3.64,268,"458,545,000","1,771",OP,2016-01-27,KRDRVOPK2I
KR4201L32372,201L3237,코스피200 C 201603 237.5,2.49,1,0.76,2.20,2.65,2.08,15.00,2.49,"1,276","1,512,070,000","2,424",OP,2016-01-27,KRDRVOPK2I
KR4201L32406,201L3240,코스피200 C 201603 240.0,1.65,1,0.52,1.42,1.81,1.39,14.00,1.65,"2,850","2,259,040,000","5,837",OP,2016-01-27,KRDRVOPK2I
KR4201L32422,201L3242,코스피200 C 201603 242.5,1.07,1,0.39,0.90,1.16,0.85,14.00,1.07,"2,467","1,262,950,000","2,950",OP,2016-01-27,KRDRVOPK2I
