ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201KB1922,201KB192,코스피200 C 201511 192.5,-,0,-,-,-,-,13.00,55.10,0,0,444,OP,20151016,KRDRVOPK2I
KR4201KB1955,201KB195,코스피200 C 201511 195.0,-,0,-,-,-,-,13.00,52.60,0,0,21,OP,20151016,KRDRVOPK2I
KR4201KB1971,201KB197,코스피200 C 201511 197.5,50.10,2,-1.25,50.10,50.10,50.10,32.00,50.10,1,"25,050,000",0,OP,20151016,KRDRVOPK2I
KR4201KB2003,201KB200,코스피200 C 201511 200.0,47.65,2,-0.50,47.65,47.65,47.65,32.00,47.65,1,"23,825,000",110,OP,20151016,KRDRVOPK2I
KR4201KB2029,201KB202,코스피200 C 201511 202.5,45.20,2,-0.80,45.20,45.20,45.20,32.00,45.20,1,"22,600,000",22,OP,20151016,KRDRVOPK2I
KR4201KB2052,201KB205,코스피200 C 201511 205.0,42.70,2,-0.90,42.70,42.70,42.70,40.00,42.70,1,"21,350,000",70,OP,20151016,KRDRVOPK2I
KR4201KB2078,201KB207,코스피200 C 201511 207.5,40.20,2,-1.15,40.20,40.20,40.20,40.00,40.20,1,"20,100,000",87,OP,20151016,KRDRVOPK2I
KR4201KB2102,201KB210,코스피200 C 201511 210.0,37.45,2,-0.65,38.05,38.05,37.45,32.00,37.45,4,"75,450,000",70,OP,20151016,KRDRVOPK2I
KR4201KB2128,201KB212,코스피200 C 201511 212.5,35.30,1,2.35,35.30,35.30,35.30,32.00,35.30,1,"17,650,000",31,OP,20151016,KRDRVOPK2I
KR4201KB2151,201KB215,코스피200 C 201511 215.0,32.50,1,2.20,32.50,32.50,32.50,28.00,32.50,1,"16,250,000",63,OP,20151016,KRDRVOPK2I
KR4201KB2177,201KB217,코스피200 C 201511 217.5,30.65,1,0.35,30.65,30.65,30.65,28.00,30.65,1,"15,325,000",15,OP,20151016,KRDRVOPK2I
KR4201KB2201,201KB220,코스피200 C 201511 220.0,28.35,2,-0.05,28.35,28.35,28.35,32.00,28.35,1,"14,175,000",26,OP,20151016,KRDRVOPK2I
KR4201KB2227,201KB222,코스피200 C 201511 222.5,25.60,2,-0.65,25.40,25.65,25.40,24.00,25.60,3,"38,325,000",22,OP,20151016,KRDRVOPK2I
KR4201KB2250,201KB225,코스피200 C 201511 225.0,22.75,2,-1.60,22.70,22.75,22.70,24.00,22.75,4,"45,475,000",211,OP,20151016,KRDRVOPK2I
KR4201KB2276,201KB227,코스피200 C 201511 227.5,20.95,2,-0.15,20.95,20.95,20.95,22.00,20.95,1,"10,475,000",59,OP,20151016,KRDRVOPK2I
KR4201KB2300,201KB230,코스피200 C 201511 230.0,18.35,2,-0.35,18.70,18.70,18.30,22.00,18.35,9,"83,300,000",297,OP,20151016,KRDRVOPK2I
KR4201KB2326,201KB232,코스피200 C 201511 232.5,15.90,2,-0.60,15.95,15.95,15.90,20.00,15.90,2,"15,925,000",326,OP,20151016,KRDRVOPK2I
KR4201KB2359,201KB235,코스피200 C 201511 235.0,13.40,2,-0.60,14.00,14.00,13.40,19.00,13.40,2,"13,700,000",803,OP,20151016,KRDRVOPK2I
KR4201KB2375,201KB237,코스피200 C 201511 237.5,11.40,2,-0.60,11.70,12.00,11.00,19.00,11.40,27,"155,125,000",904,OP,20151016,KRDRVOPK2I
KR4201KB2409,201KB240,코스피200 C 201511 240.0,9.31,2,-0.39,10.05,10.05,8.95,18.00,9.31,53,"249,435,000","3,501",OP,20151016,KRDRVOPK2I
KR4201KB2425,201KB242,코스피200 C 201511 242.5,7.42,2,-0.28,7.79,7.99,7.06,16.00,7.42,145,"545,945,000","2,543",OP,20151016,KRDRVOPK2I
KR4201KB2458,201KB245,코스피200 C 201511 245.0,5.68,2,-0.54,6.29,6.29,5.33,15.00,5.68,"1,391","4,003,715,000","4,407",OP,20151016,KRDRVOPK2I
KR4201KB2474,201KB247,코스피200 C 201511 247.5,4.11,2,-0.53,4.66,4.68,3.85,14.00,4.11,"3,693","7,773,465,000","7,738",OP,20151016,KRDRVOPK2I
KR4201KB2508,201KB250,코스피200 C 201511 250.0,2.83,2,-0.36,3.30,3.35,2.66,14.00,2.83,"25,135","36,635,625,000","11,700",OP,20151016,KRDRVOPK2I
KR4201KB2524,201KB252,코스피200 C 201511 252.5,1.89,2,-0.29,2.20,2.25,1.74,13.00,1.89,"60,354","59,413,690,000","17,104",OP,20151016,KRDRVOPK2I
KR4201KB2557,201KB255,코스피200 C 201511 255.0,1.17,2,-0.19,1.40,1.45,1.08,13.00,1.17,"72,259","45,117,290,000","19,840",OP,20151016,KRDRVOPK2I
KR4201KB2573,201KB257,코스피200 C 201511 257.5,0.70,2,-0.13,0.85,0.90,0.65,13.00,0.70,"61,953","23,764,500,000","18,228",OP,20151016,KRDRVOPK2I
KR4201KB2607,201KB260,코스피200 C 201511 260.0,0.38,2,-0.13,0.52,0.54,0.38,13.00,0.38,"49,025","11,122,535,000","24,337",OP,20151016,KRDRVOPK2I
KR4201KB2623,201KB262,코스피200 C 201511 262.5,0.22,2,-0.07,0.30,0.32,0.22,13.00,0.22,"37,092","4,872,340,000","20,718",OP,20151016,KRDRVOPK2I
KR4201KB2656,201KB265,코스피200 C 201511 265.0,0.12,2,-0.04,0.17,0.19,0.12,13.00,0.12,"35,907","2,715,815,000","21,866",OP,20151016,KRDRVOPK2I
KR4201KB2672,201KB267,코스피200 C 201511 267.5,0.07,2,-0.02,0.10,0.11,0.07,13.00,0.07,"25,203","1,112,930,000","15,805",OP,20151016,KRDRVOPK2I
KR4201KB2706,201KB270,코스피200 C 201511 270.0,0.04,2,-0.02,0.06,0.07,0.04,13.00,0.04,"13,634","350,030,000","14,470",OP,20151016,KRDRVOPK2I
KR4201KB2722,201KB272,코스피200 C 201511 272.5,0.02,2,-0.01,0.04,0.04,0.02,13.00,0.02,"8,950","137,275,000","8,813",OP,20151016,KRDRVOPK2I
KR4201KB2755,201KB275,코스피200 C 201511 275.0,0.01,2,-0.01,0.03,0.03,0.01,14.00,0.01,"3,027","30,890,000","4,316",OP,20151016,KRDRVOPK2I
KR4201KB2771,201KB277,코스피200 C 201511 277.5,0.01,3,0.00,0.02,0.02,0.01,15.00,0.01,166,"1,095,000","3,635",OP,20151016,KRDRVOPK2I
KR4201KB2805,201KB280,코스피200 C 201511 280.0,0.01,3,0.00,0.01,0.01,0.01,16.00,0.01,259,"1,295,000","4,688",OP,20151016,KRDRVOPK2I
KR4201KB2821,201KB282,코스피200 C 201511 282.5,0.01,3,0.00,0.01,0.01,0.01,17.00,0.01,3,"15,000","2,457",OP,20151016,KRDRVOPK2I
KR4201KB2854,201KB285,코스피200 C 201511 285.0,0.01,3,0.00,0.01,0.01,0.01,18.00,0.01,1,"5,000",800,OP,20151016,KRDRVOPK2I
KR4201KB2870,201KB287,코스피200 C 201511 287.5,-,0,-,-,-,-,13.00,0.01,0,0,626,OP,20151016,KRDRVOPK2I
KR4201KB2904,201KB290,코스피200 C 201511 290.0,-,0,-,-,-,-,13.00,0.01,0,0,688,OP,20151016,KRDRVOPK2I
KR4201KB2920,201KB292,코스피200 C 201511 292.5,-,0,-,-,-,-,13.00,0.01,0,0,777,OP,20151016,KRDRVOPK2I
KR4201KB2953,201KB295,코스피200 C 201511 295.0,-,0,-,-,-,-,13.00,0.01,0,0,"1,827",OP,20151016,KRDRVOPK2I
KR4201KC1921,201KC192,코스피200 C 201512 192.5,-,0,-,-,-,-,13.00,55.30,0,0,46,OP,20151016,KRDRVOPK2I
KR4201KC1954,201KC195,코스피200 C 201512 195.0,-,0,-,-,-,-,13.00,52.80,0,0,0,OP,20151016,KRDRVOPK2I
KR4201KC1970,201KC197,코스피200 C 201512 197.5,-,0,-,-,-,-,13.00,50.30,0,0,0,OP,20151016,KRDRVOPK2I
KR4201KC2002,201KC200,코스피200 C 201512 200.0,48.30,2,-0.30,48.25,48.30,48.25,32.00,48.30,3,"72,425,000",83,OP,20151016,KRDRVOPK2I
KR4201KC2028,201KC202,코스피200 C 201512 202.5,-,0,-,-,-,-,13.00,45.35,0,0,0,OP,20151016,KRDRVOPK2I
KR4201KC2051,201KC205,코스피200 C 201512 205.0,-,0,-,-,-,-,13.00,42.85,0,0,369,OP,20151016,KRDRVOPK2I
KR4201KC2077,201KC207,코스피200 C 201512 207.5,-,0,-,-,-,-,13.00,40.35,0,0,0,OP,20151016,KRDRVOPK2I
