ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201H92176,201H9217,코스피200 C 201309 217.5,31.25,2,-0.10,31.25,31.25,31.25,16.00,31.25,1,"15,625,000",580,OP,2013-08-19,KRDRVOPK2I
KR4201H92200,201H9220,코스피200 C 201309 220.0,28.45,2,-0.65,28.45,28.45,28.25,3.00,28.45,4,"56,750,000",456,OP,2013-08-19,KRDRVOPK2I
KR4201H92226,201H9222,코스피200 C 201309 222.5,25.90,2,-0.75,25.90,25.90,25.90,3.00,25.90,1,"12,950,000",26,OP,2013-08-19,KRDRVOPK2I
KR4201H92259,201H9225,코스피200 C 201309 225.0,23.65,2,-0.55,23.65,23.65,23.65,8.00,23.65,2,"23,925,000",326,OP,2013-08-19,KRDRVOPK2I
KR4201H92275,201H9227,코스피200 C 201309 227.5,21.25,2,-0.55,21.25,21.25,21.25,3.00,21.25,3,"32,425,000",230,OP,2013-08-19,KRDRVOPK2I
KR4201H92309,201H9230,코스피200 C 201309 230.0,19.40,2,-0.10,18.85,19.40,17.90,16.00,19.40,12,"110,900,000",459,OP,2013-08-19,KRDRVOPK2I
KR4201H92325,201H9232,코스피200 C 201309 232.5,16.30,2,-0.65,16.60,16.60,16.30,3.00,16.30,6,"49,375,000",314,OP,2013-08-19,KRDRVOPK2I
KR4201H92358,201H9235,코스피200 C 201309 235.0,14.20,2,-0.10,13.45,14.20,13.40,3.00,14.20,8,"54,325,000",601,OP,2013-08-19,KRDRVOPK2I
KR4201H92374,201H9237,코스피200 C 201309 237.5,11.80,2,-0.40,11.85,11.85,11.10,13.00,11.80,28,"160,825,000",566,OP,2013-08-19,KRDRVOPK2I
KR4201H92408,201H9240,코스피200 C 201309 240.0,10.00,2,-0.40,9.80,10.00,8.90,14.00,10.00,104,"492,650,000","1,733",OP,2013-08-19,KRDRVOPK2I
KR4201H92424,201H9242,코스피200 C 201309 242.5,7.95,2,-0.20,7.60,7.95,6.90,14.00,7.95,553,"2,069,500,000","1,749",OP,2013-08-19,KRDRVOPK2I
