ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201551100,20155110,KOSPI 200 콜옵션 0505 110.0,12.15,1,0.80,11.30,12.25,10.10,3.00,12.15,795,"879,805,000","1,408",OP,20050425,KRDRVOPK2I
KR4201551120,20155112,KOSPI 200 콜옵션 0505 112.5,9.70,1,0.70,8.35,9.90,7.85,3.00,9.70,717,"635,195,000","4,873",OP,20050425,KRDRVOPK2I
KR4201551150,20155115,KOSPI 200 콜옵션 0505 115.0,7.15,1,0.40,5.80,7.60,5.60,3.00,7.15,"2,921","1,911,450,000","7,618",OP,20050425,KRDRVOPK2I
KR4201551170,20155117,KOSPI 200 콜옵션 0505 117.5,5.10,1,0.50,4.05,5.35,3.65,17.00,5.10,"13,710","6,451,260,000","25,324",OP,20050425,KRDRVOPK2I
KR4201551200,20155120,KOSPI 200 콜옵션 0505 120.0,3.25,1,0.41,2.59,3.45,2.10,17.80,3.25,"53,644","14,801,091,000","81,534",OP,20050425,KRDRVOPK2I
KR4201551220,20155122,KOSPI 200 콜옵션 0505 122.5,1.70,1,0.17,1.38,1.87,1.05,16.60,1.70,"595,428","89,639,496,000","89,660",OP,20050425,KRDRVOPK2I
KR4201551250,20155125,KOSPI 200 콜옵션 0505 125.0,0.72,1,0.06,0.50,0.81,0.42,16.00,0.72,"1,802,159","114,205,177,000","174,156",OP,20050425,KRDRVOPK2I
KR4201551270,20155127,KOSPI 200 콜옵션 0505 127.5,0.25,1,0.04,0.16,0.28,0.13,15.80,0.25,"1,635,683","34,570,469,000","335,491",OP,20050425,KRDRVOPK2I
KR4201551300,20155130,KOSPI 200 콜옵션 0505 130.0,0.08,1,0.01,0.05,0.09,0.04,16.10,0.08,"1,175,613","6,996,754,000","293,002",OP,20050425,KRDRVOPK2I
KR4201551320,20155132,KOSPI 200 콜옵션 0505 132.5,0.02,3,0.00,0.02,0.03,0.01,16.20,0.02,"274,844","556,972,000","168,445",OP,20050425,KRDRVOPK2I
KR4201551350,20155135,KOSPI 200 콜옵션 0505 135.0,0.02,1,0.01,0.01,0.02,0.01,19.40,0.02,"38,219","41,922,000","123,504",OP,20050425,KRDRVOPK2I
KR4201551370,20155137,KOSPI 200 콜옵션 0505 137.5,0.01,3,0.00,0.01,0.01,0.01,20.80,0.01,"9,851","9,851,000","86,954",OP,20050425,KRDRVOPK2I
KR4201551400,20155140,KOSPI 200 콜옵션 0505 140.0,0.01,3,0.00,0.01,0.01,0.01,23.60,0.01,314,"314,000","107,483",OP,20050425,KRDRVOPK2I
KR4201551420,20155142,KOSPI 200 콜옵션 0505 142.5,0.01,3,0.00,0.01,0.01,0.01,26.40,0.01,"1,829","1,829,000","156,971",OP,20050425,KRDRVOPK2I
KR4201561000,20156100,KOSPI 200 콜옵션 0506 100.0,22.05,1,1.05,21.00,22.05,19.10,3.00,22.05,5,"10,175,000","1,840",OP,20050425,KRDRVOPK2I
KR4201561020,20156102,KOSPI 200 콜옵션 0506 102.5,-,1,-,-,-,-,16.10,19.45,0,0,8,OP,20050425,KRDRVOPK2I
KR4201561050,20156105,KOSPI 200 콜옵션 0506 105.0,14.60,2,-1.40,14.60,14.60,14.60,3.00,14.60,1,"1,460,000",88,OP,20050425,KRDRVOPK2I
KR4201561070,20156107,KOSPI 200 콜옵션 0506 107.5,13.00,2,-1.40,13.00,13.00,13.00,3.00,13.00,1,"1,300,000",23,OP,20050425,KRDRVOPK2I
KR4201561100,20156110,KOSPI 200 콜옵션 0506 110.0,12.50,1,0.85,10.10,12.50,10.10,3.00,12.50,4,"4,760,000",100,OP,20050425,KRDRVOPK2I
