ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201GB2306,201GB230,코스피200 C 201211 230.0,23.35,2,-2.20,20.65,23.45,20.65,24.00,23.35,14,"155,775,000","1,884",OP,2012-10-22,KRDRVOPK2I
KR4201GB2322,201GB232,코스피200 C 201211 232.5,22.05,2,-1.30,18.25,22.05,18.25,24.00,22.05,10,"98,700,000",135,OP,2012-10-22,KRDRVOPK2I
KR4201GB2355,201GB235,코스피200 C 201211 235.0,19.65,2,-0.90,17.40,19.65,17.35,20.00,19.65,5,"45,000,000",207,OP,2012-10-22,KRDRVOPK2I
KR4201GB2371,201GB237,코스피200 C 201211 237.5,17.25,2,-0.95,15.40,17.25,15.00,28.00,17.25,27,"214,750,000",139,OP,2012-10-22,KRDRVOPK2I
KR4201GB2405,201GB240,코스피200 C 201211 240.0,14.95,2,-0.90,12.60,15.00,12.50,20.00,14.95,18,"121,650,000",393,OP,2012-10-22,KRDRVOPK2I
KR4201GB2421,201GB242,코스피200 C 201211 242.5,11.10,2,-2.25,10.25,11.20,10.20,21.50,11.10,47,"263,600,000",262,OP,2012-10-22,KRDRVOPK2I
KR4201GB2454,201GB245,코스피200 C 201211 245.0,10.95,2,-0.35,7.40,10.95,7.20,21.00,10.95,369,"1,636,825,000",454,OP,2012-10-22,KRDRVOPK2I
KR4201GB2470,201GB247,코스피200 C 201211 247.5,8.80,2,-0.10,5.70,8.85,5.55,19.50,8.80,"1,800","6,409,950,000","1,173",OP,2012-10-22,KRDRVOPK2I
KR4201GB2504,201GB250,코스피200 C 201211 250.0,6.95,2,-0.05,4.05,6.95,4.05,19.30,6.95,"9,719","26,345,275,000","2,613",OP,2012-10-22,KRDRVOPK2I
KR4201GB2520,201GB252,코스피200 C 201211 252.5,5.25,3,0.00,2.95,5.30,2.90,18.50,5.25,"17,990","37,438,070,000","3,834",OP,2012-10-22,KRDRVOPK2I
KR4201GB2553,201GB255,코스피200 C 201211 255.0,3.90,2,-0.05,1.97,3.90,1.95,18.30,3.90,"110,577","153,265,655,000","14,360",OP,2012-10-22,KRDRVOPK2I
KR4201GB2579,201GB257,코스피200 C 201211 257.5,2.67,2,-0.11,1.28,2.73,1.27,17.40,2.67,"182,262","189,094,025,000","11,601",OP,2012-10-22,KRDRVOPK2I
KR4201GB2603,201GB260,코스피200 C 201211 260.0,1.78,2,-0.07,0.80,1.83,0.79,17.10,1.78,"222,901","144,094,770,000","21,355",OP,2012-10-22,KRDRVOPK2I
