ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201080770,20108077,KOSPI 200 콜옵션 0008  77.5,-,1,-,-,-,-,46.70,15.00,0,0,109,OP,2000-08-01,KRDRVOPK2I
KR4201080800,20108080,KOSPI 200 콜옵션 0008  80.0,11.00,1,0.55,10.00,11.00,10.00,56.00,11.00,3,"3,100,000",161,OP,2000-08-01,KRDRVOPK2I
KR4201080820,20108082,KOSPI 200 콜옵션 0008  82.5,9.00,1,2.25,6.90,9.35,6.90,44.00,9.00,532,"387,515,000","1,003",OP,2000-08-01,KRDRVOPK2I
KR4201080850,20108085,KOSPI 200 콜옵션 0008  85.0,8.30,1,2.15,5.55,8.30,5.10,60.00,8.30,"1,280","810,495,000","3,546",OP,2000-08-01,KRDRVOPK2I
KR4201080870,20108087,KOSPI 200 콜옵션 0008  87.5,5.85,1,1.45,4.55,6.00,3.80,48.00,5.85,"1,595","789,640,000","3,466",OP,2000-08-01,KRDRVOPK2I
KR4201080900,20108090,KOSPI 200 콜옵션 0008  90.0,4.25,1,1.30,2.95,4.30,2.41,49.00,4.25,"23,998","7,730,787,000","21,920",OP,2000-08-01,KRDRVOPK2I
KR4201080920,20108092,KOSPI 200 콜옵션 0008  92.5,2.73,1,0.72,1.99,2.75,1.60,46.50,2.73,"8,328","1,837,605,000","9,791",OP,2000-08-01,KRDRVOPK2I
KR4201080950,20108095,KOSPI 200 콜옵션 0008  95.0,1.70,1,0.42,1.27,1.74,0.95,46.30,1.70,"154,158","21,007,740,000","47,029",OP,2000-08-01,KRDRVOPK2I
KR4201080970,20108097,KOSPI 200 콜옵션 0008  97.5,1.03,1,0.18,0.80,1.04,0.61,47.00,1.03,"19,536","1,633,174,000","23,272",OP,2000-08-01,KRDRVOPK2I
KR4201081000,20108100,KOSPI 200 콜옵션 0008 100.0,0.57,1,0.09,0.47,0.58,0.33,46.60,0.57,"181,615","8,641,334,000","105,969",OP,2000-08-01,KRDRVOPK2I
KR4201081020,20108102,KOSPI 200 콜옵션 0008 102.5,0.35,1,0.05,0.28,0.35,0.20,48.80,0.35,"15,958","458,822,000","19,834",OP,2000-08-01,KRDRVOPK2I
KR4201081050,20108105,KOSPI 200 콜옵션 0008 105.0,0.19,1,0.01,0.22,0.22,0.12,49.40,0.19,"63,553","1,026,470,000","88,081",OP,2000-08-01,KRDRVOPK2I
KR4201081070,20108107,KOSPI 200 콜옵션 0008 107.5,0.10,3,0.00,0.09,0.11,0.07,50.10,0.10,"10,827","97,712,000","30,050",OP,2000-08-01,KRDRVOPK2I
KR4201081100,20108110,KOSPI 200 콜옵션 0008 110.0,0.06,3,0.00,0.05,0.07,0.04,51.50,0.06,"25,746","139,779,000","61,399",OP,2000-08-01,KRDRVOPK2I
KR4201081120,20108112,KOSPI 200 콜옵션 0008 112.5,0.03,3,0.00,0.04,0.04,0.02,51.80,0.03,"44,930","139,653,000","123,075",OP,2000-08-01,KRDRVOPK2I
KR4201090770,20109077,KOSPI 200 콜옵션 0009  77.5,-,1,-,-,-,-,46.70,16.00,0,0,0,OP,2000-08-01,KRDRVOPK2I
KR4201090800,20109080,KOSPI 200 콜옵션 0009  80.0,13.00,1,2.45,12.00,13.00,12.00,42.00,13.00,6,"7,500,000",3,OP,2000-08-01,KRDRVOPK2I
KR4201090820,20109082,KOSPI 200 콜옵션 0009  82.5,-,1,-,-,-,-,46.70,11.90,0,0,0,OP,2000-08-01,KRDRVOPK2I
KR4201090850,20109085,KOSPI 200 콜옵션 0009  85.0,-,1,-,-,-,-,46.70,10.10,0,0,0,OP,2000-08-01,KRDRVOPK2I
KR4201090870,20109087,KOSPI 200 콜옵션 0009  87.5,-,1,-,-,-,-,46.70,8.45,0,0,2,OP,2000-08-01,KRDRVOPK2I
KR4201090900,20109090,KOSPI 200 콜옵션 0009  90.0,-,1,-,-,-,-,46.70,6.95,0,0,6,OP,2000-08-01,KRDRVOPK2I
KR4201090920,20109092,KOSPI 200 콜옵션 0009  92.5,2.80,2,-2.70,2.80,2.80,2.80,21.00,2.80,5,"1,400,000",5,OP,2000-08-01,KRDRVOPK2I
KR4201090950,20109095,KOSPI 200 콜옵션 0009  95.0,-,1,-,-,-,-,46.70,4.55,0,0,287,OP,2000-08-01,KRDRVOPK2I
KR4201090970,20109097,KOSPI 200 콜옵션 0009  97.5,3.30,1,0.33,2.60,3.30,2.60,43.00,3.30,28,"7,765,000",84,OP,2000-08-01,KRDRVOPK2I
KR4201091000,20109100,KOSPI 200 콜옵션 0009 100.0,3.00,1,0.63,2.48,3.00,2.25,43.50,3.00,39,"9,445,000",732,OP,2000-08-01,KRDRVOPK2I
KR4201091020,20109102,KOSPI 200 콜옵션 0009 102.5,2.35,1,0.75,1.70,2.35,1.70,44.00,2.35,87,"17,405,000",596,OP,2000-08-01,KRDRVOPK2I
KR4201091050,20109105,KOSPI 200 콜옵션 0009 105.0,1.91,1,0.52,1.35,1.91,1.01,44.50,1.91,51,"8,027,000","1,362",OP,2000-08-01,KRDRVOPK2I
KR4201091070,20109107,KOSPI 200 콜옵션 0009 107.5,1.30,1,0.30,1.25,1.39,1.20,43.00,1.30,19,"2,388,000","1,236",OP,2000-08-01,KRDRVOPK2I
KR4201091100,20109110,KOSPI 200 콜옵션 0009 110.0,0.94,1,0.19,0.79,0.94,0.65,43.00,0.94,161,"13,150,000","1,292",OP,2000-08-01,KRDRVOPK2I
KR4201091120,20109112,KOSPI 200 콜옵션 0009 112.5,0.80,1,0.20,0.55,0.80,0.51,44.30,0.80,167,"10,766,000",852,OP,2000-08-01,KRDRVOPK2I
KR4201091150,20109115,KOSPI 200 콜옵션 0009 115.0,0.47,1,0.07,0.44,0.65,0.37,41.50,0.47,159,"7,715,000","4,212",OP,2000-08-01,KRDRVOPK2I
KR4201091170,20109117,KOSPI 200 콜옵션 0009 117.5,0.40,1,0.18,0.23,0.40,0.23,43.10,0.40,102,"4,061,000",521,OP,2000-08-01,KRDRVOPK2I
KR4201091200,20109120,KOSPI 200 콜옵션 0009 120.0,0.30,1,0.05,0.28,0.32,0.22,43.30,0.30,335,"9,833,000","3,319",OP,2000-08-01,KRDRVOPK2I
