ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201LC1904,201LC190,코스피200 C 201612 190.0,-,0,-,-,-,-,11.00,63.00,0,0,"1,198",OP,20161129,KRDRVOPK2I
KR4201LC1920,201LC192,코스피200 C 201612 192.5,-,0,-,-,-,-,11.00,60.50,0,0,2,OP,20161129,KRDRVOPK2I
KR4201LC1953,201LC195,코스피200 C 201612 195.0,-,0,-,-,-,-,11.00,58.00,0,0,0,OP,20161129,KRDRVOPK2I
KR4201LC1979,201LC197,코스피200 C 201612 197.5,-,0,-,-,-,-,11.00,55.50,0,0,0,OP,20161129,KRDRVOPK2I
KR4201LC2001,201LC200,코스피200 C 201612 200.0,-,0,-,-,-,-,11.00,53.00,0,0,21,OP,20161129,KRDRVOPK2I
KR4201LC2027,201LC202,코스피200 C 201612 202.5,-,0,-,-,-,-,11.00,50.50,0,0,0,OP,20161129,KRDRVOPK2I
KR4201LC2050,201LC205,코스피200 C 201612 205.0,-,0,-,-,-,-,11.00,48.00,0,0,1,OP,20161129,KRDRVOPK2I
KR4201LC2076,201LC207,코스피200 C 201612 207.5,-,0,-,-,-,-,11.00,45.50,0,0,2,OP,20161129,KRDRVOPK2I
KR4201LC2100,201LC210,코스피200 C 201612 210.0,-,0,-,-,-,-,11.00,43.00,0,0,280,OP,20161129,KRDRVOPK2I
KR4201LC2126,201LC212,코스피200 C 201612 212.5,-,0,-,-,-,-,11.00,40.50,0,0,12,OP,20161129,KRDRVOPK2I
KR4201LC2159,201LC215,코스피200 C 201612 215.0,-,0,-,-,-,-,11.00,38.00,0,0,8,OP,20161129,KRDRVOPK2I
KR4201LC2175,201LC217,코스피200 C 201612 217.5,-,0,-,-,-,-,11.00,35.50,0,0,4,OP,20161129,KRDRVOPK2I
KR4201LC2209,201LC220,코스피200 C 201612 220.0,33.45,1,0.20,33.45,33.45,33.45,32.00,33.45,1,"16,725,000",804,OP,20161129,KRDRVOPK2I
KR4201LC2225,201LC222,코스피200 C 201612 222.5,30.90,1,0.10,30.90,30.90,30.90,32.00,30.90,1,"15,450,000",12,OP,20161129,KRDRVOPK2I
KR4201LC2258,201LC225,코스피200 C 201612 225.0,-,0,-,-,-,-,11.00,28.00,0,0,5,OP,20161129,KRDRVOPK2I
KR4201LC2274,201LC227,코스피200 C 201612 227.5,25.95,1,0.15,25.95,25.95,25.95,16.00,25.95,1,"12,975,000",12,OP,20161129,KRDRVOPK2I
KR4201LC2308,201LC230,코스피200 C 201612 230.0,23.00,2,-0.40,23.00,23.00,23.00,16.00,23.00,1,"11,500,000","4,444",OP,20161129,KRDRVOPK2I
KR4201LC2324,201LC232,코스피200 C 201612 232.5,20.45,2,-0.55,20.45,20.45,20.45,16.00,20.45,1,"10,225,000",8,OP,20161129,KRDRVOPK2I
KR4201LC2357,201LC235,코스피200 C 201612 235.0,18.15,1,0.90,18.15,18.15,18.15,24.00,18.15,1,"9,075,000",244,OP,20161129,KRDRVOPK2I
