ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201L41951,201L4195,코스피200 C 201604 195.0,-,0,-,-,-,-,12.00,47.10,0,0,940,OP,2016-03-15,KRDRVOPK2I
KR4201L41977,201L4197,코스피200 C 201604 197.5,-,0,-,-,-,-,12.00,44.60,0,0,12,OP,2016-03-15,KRDRVOPK2I
KR4201L42009,201L4200,코스피200 C 201604 200.0,42.25,2,-0.40,42.25,42.25,42.25,16.00,42.25,3,"63,775,000",40,OP,2016-03-15,KRDRVOPK2I
KR4201L42025,201L4202,코스피200 C 201604 202.5,-,0,-,-,-,-,12.00,39.60,0,0,14,OP,2016-03-15,KRDRVOPK2I
KR4201L42058,201L4205,코스피200 C 201604 205.0,37.35,2,-0.45,37.35,37.35,37.35,32.00,37.35,1,"18,675,000",16,OP,2016-03-15,KRDRVOPK2I
KR4201L42074,201L4207,코스피200 C 201604 207.5,35.10,2,-0.20,35.10,35.10,35.10,32.00,35.10,1,"17,550,000",1,OP,2016-03-15,KRDRVOPK2I
KR4201L42108,201L4210,코스피200 C 201604 210.0,32.20,2,-0.55,32.65,32.65,32.20,24.00,32.20,3,"48,625,000",55,OP,2016-03-15,KRDRVOPK2I
KR4201L42124,201L4212,코스피200 C 201604 212.5,30.00,2,-0.70,30.00,30.00,30.00,30.00,30.00,1,"15,000,000",2,OP,2016-03-15,KRDRVOPK2I
KR4201L42157,201L4215,코스피200 C 201604 215.0,27.80,2,-0.10,28.00,28.00,27.80,28.00,27.80,4,"55,700,000",193,OP,2016-03-15,KRDRVOPK2I
KR4201L42173,201L4217,코스피200 C 201604 217.5,25.00,2,-0.75,25.00,25.00,25.00,24.00,25.00,1,"12,500,000",5,OP,2016-03-15,KRDRVOPK2I
KR4201L42207,201L4220,코스피200 C 201604 220.0,22.30,2,-0.65,22.80,22.80,22.30,22.00,22.30,6,"67,400,000",37,OP,2016-03-15,KRDRVOPK2I
KR4201L42223,201L4222,코스피200 C 201604 222.5,20.20,2,-0.60,20.20,20.20,20.20,23.00,20.20,1,"10,100,000",5,OP,2016-03-15,KRDRVOPK2I
KR4201L42256,201L4225,코스피200 C 201604 225.0,17.65,2,-0.35,17.65,17.65,17.65,16.00,17.65,1,"8,825,000",91,OP,2016-03-15,KRDRVOPK2I
KR4201L42272,201L4227,코스피200 C 201604 227.5,15.40,2,-0.50,15.70,15.70,15.40,20.00,15.40,2,"15,550,000",199,OP,2016-03-15,KRDRVOPK2I
KR4201L42306,201L4230,코스피200 C 201604 230.0,13.05,2,-0.45,13.30,13.60,13.05,18.00,13.05,3,"19,975,000",524,OP,2016-03-15,KRDRVOPK2I
KR4201L42322,201L4232,코스피200 C 201604 232.5,10.95,2,-0.10,10.90,11.50,10.30,17.00,10.95,29,"157,725,000",252,OP,2016-03-15,KRDRVOPK2I
KR4201L42355,201L4235,코스피200 C 201604 235.0,8.95,2,-0.11,9.20,9.46,8.63,16.00,8.95,22,"99,470,000",663,OP,2016-03-15,KRDRVOPK2I
KR4201L42371,201L4237,코스피200 C 201604 237.5,7.00,2,-0.07,7.05,7.53,6.47,15.00,7.00,162,"571,225,000","1,105",OP,2016-03-15,KRDRVOPK2I
