ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201F82502,201F8250,코스피200 C 201108 250.0,26.80,2,-3.25,30.45,30.45,26.70,3.00,26.80,377,"1,039,310,000","5,285",OP,2011-07-18,KRDRVOPK2I
KR4201F82528,201F8252,코스피200 C 201108 252.5,28.05,1,1.65,28.05,28.05,28.05,24.00,28.05,40,"112,200,000",244,OP,2011-07-18,KRDRVOPK2I
KR4201F82551,201F8255,코스피200 C 201108 255.0,22.60,2,-3.15,25.70,25.70,22.00,20.00,22.60,50,"125,310,000",220,OP,2011-07-18,KRDRVOPK2I
KR4201F82577,201F8257,코스피200 C 201108 257.5,20.50,2,-3.05,23.35,23.35,20.00,18.00,20.50,53,"120,090,000",554,OP,2011-07-18,KRDRVOPK2I
KR4201F82601,201F8260,코스피200 C 201108 260.0,18.15,2,-2.65,21.05,21.05,17.65,20.00,18.15,105,"204,145,000","1,626",OP,2011-07-18,KRDRVOPK2I
KR4201F82627,201F8262,코스피200 C 201108 262.5,15.85,2,-1.60,18.85,18.85,15.85,20.00,15.85,43,"80,165,000",651,OP,2011-07-18,KRDRVOPK2I
KR4201F82650,201F8265,코스피200 C 201108 265.0,14.00,2,-2.65,16.70,16.70,13.40,21.00,14.00,337,"481,935,000","1,810",OP,2011-07-18,KRDRVOPK2I
KR4201F82676,201F8267,코스피200 C 201108 267.5,12.05,2,-2.65,13.40,13.40,11.80,20.50,12.05,490,"602,270,000","2,587",OP,2011-07-18,KRDRVOPK2I
KR4201F82700,201F8270,코스피200 C 201108 270.0,10.15,2,-2.60,12.75,12.75,9.90,20.00,10.15,"1,907","2,001,400,000","5,565",OP,2011-07-18,KRDRVOPK2I
KR4201F82726,201F8272,코스피200 C 201108 272.5,8.40,2,-2.50,11.20,11.20,8.25,19.50,8.40,"3,068","2,719,310,000","7,055",OP,2011-07-18,KRDRVOPK2I
KR4201F82759,201F8275,코스피200 C 201108 275.0,6.90,2,-2.25,9.30,9.30,6.75,19.80,6.90,"14,433","10,572,275,000","12,292",OP,2011-07-18,KRDRVOPK2I
KR4201F82775,201F8277,코스피200 C 201108 277.5,5.60,2,-2.00,7.60,7.60,5.45,19.50,5.60,"28,248","16,666,520,000","15,839",OP,2011-07-18,KRDRVOPK2I
