ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201860350,20186035,KOSPI 200 콜옵션 9806  35.0,6.00,2,-0.20,6.00,6.30,6.00,3.00,6.00,24,"14,880,000",973,OP,1998-05-23,KRDRVOPK2I
KR4201860370,20186037,KOSPI 200 콜옵션 9806  37.5,3.55,2,-0.65,4.20,4.50,3.55,3.00,3.55,76,"31,280,000",783,OP,1998-05-23,KRDRVOPK2I
KR4201860400,20186040,KOSPI 200 콜옵션 9806  40.0,2.50,2,-0.40,3.00,3.00,2.45,34.50,2.50,720,"199,223,000","4,225",OP,1998-05-23,KRDRVOPK2I
KR4201860420,20186042,KOSPI 200 콜옵션 9806  42.5,1.55,2,-0.17,1.80,1.95,1.36,46.00,1.55,938,"163,629,000","4,955",OP,1998-05-23,KRDRVOPK2I
KR4201860450,20186045,KOSPI 200 콜옵션 9806  45.0,0.78,2,-0.22,1.05,1.15,0.78,48.00,0.78,"1,187","113,427,000","4,326",OP,1998-05-23,KRDRVOPK2I
KR4201860470,20186047,KOSPI 200 콜옵션 9806  47.5,0.40,2,-0.20,0.65,0.75,0.37,50.50,0.40,"1,500","84,946,000","5,727",OP,1998-05-23,KRDRVOPK2I
KR4201860500,20186050,KOSPI 200 콜옵션 9806  50.0,0.16,2,-0.17,0.31,0.40,0.15,50.60,0.16,"2,871","79,942,000","7,457",OP,1998-05-23,KRDRVOPK2I
KR4201860520,20186052,KOSPI 200 콜옵션 9806  52.5,0.06,2,-0.08,0.14,0.15,0.06,50.40,0.06,"2,164","21,902,000","9,939",OP,1998-05-23,KRDRVOPK2I
KR4201860550,20186055,KOSPI 200 콜옵션 9806  55.0,0.03,2,-0.01,0.04,0.04,0.03,53.20,0.03,"2,133","7,954,000","18,729",OP,1998-05-23,KRDRVOPK2I
KR4201860570,20186057,KOSPI 200 콜옵션 9806  57.5,0.02,3,0.00,0.02,0.03,0.02,57.80,0.02,"1,777","4,019,000","4,347",OP,1998-05-23,KRDRVOPK2I
KR4201860600,20186060,KOSPI 200 콜옵션 9806  60.0,0.01,3,0.00,0.01,0.02,0.01,59.30,0.01,250,"400,000","7,330",OP,1998-05-23,KRDRVOPK2I
