ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201D51171,201D5117,코스피200 C 200905 117.5,55.10,1,1.15,54.45,55.10,54.45,64.00,55.10,6,"32,995,000","1,858",OP,2009-04-13,KRDRVOPK2I
KR4201D51205,201D5120,코스피200 C 200905 120.0,53.45,1,0.65,53.40,53.45,53.35,64.00,53.45,51,"272,405,000","1,553",OP,2009-04-13,KRDRVOPK2I
KR4201D51221,201D5122,코스피200 C 200905 122.5,50.70,1,0.70,50.70,50.70,50.70,64.00,50.70,8,"40,560,000",175,OP,2009-04-13,KRDRVOPK2I
KR4201D51254,201D5125,코스피200 C 200905 125.0,48.25,1,0.75,48.25,48.25,48.25,64.00,48.25,8,"38,600,000",197,OP,2009-04-13,KRDRVOPK2I
KR4201D51270,201D5127,코스피200 C 200905 127.5,45.80,3,0.00,45.80,45.80,45.80,64.00,45.80,1,"4,580,000",89,OP,2009-04-13,KRDRVOPK2I
KR4201D51304,201D5130,코스피200 C 200905 130.0,42.20,2,-0.20,42.80,43.05,42.20,32.00,42.20,26,"111,690,000",196,OP,2009-04-13,KRDRVOPK2I
KR4201D51320,201D5132,코스피200 C 200905 132.5,-,1,-,-,-,-,34.20,39.00,0,0,43,OP,2009-04-13,KRDRVOPK2I
KR4201D51353,201D5135,코스피200 C 200905 135.0,36.45,2,-1.00,36.45,36.45,36.45,3.00,36.45,1,"3,645,000","1,928",OP,2009-04-13,KRDRVOPK2I
KR4201D51379,201D5137,코스피200 C 200905 137.5,-,0,-,-,-,-,34.20,34.60,0,0,315,OP,2009-04-13,KRDRVOPK2I
KR4201D51403,201D5140,코스피200 C 200905 140.0,32.65,1,0.05,32.90,32.90,32.65,40.00,32.65,28,"91,470,000",701,OP,2009-04-13,KRDRVOPK2I
KR4201D51429,201D5142,코스피200 C 200905 142.5,-,2,-,-,-,-,34.20,30.20,0,0,313,OP,2009-04-13,KRDRVOPK2I
KR4201D51452,201D5145,코스피200 C 200905 145.0,27.70,2,-0.75,28.90,30.45,27.70,40.00,27.70,23,"64,925,000",784,OP,2009-04-13,KRDRVOPK2I
KR4201D51478,201D5147,코스피200 C 200905 147.5,25.90,2,-0.05,24.90,26.30,24.90,36.00,25.90,3,"7,710,000","1,040",OP,2009-04-13,KRDRVOPK2I
KR4201D51502,201D5150,코스피200 C 200905 150.0,23.00,2,-0.75,23.95,25.45,22.65,38.00,23.00,285,"674,475,000","6,517",OP,2009-04-13,KRDRVOPK2I
KR4201D51528,201D5152,코스피200 C 200905 152.5,20.90,2,-0.55,20.75,22.50,20.50,36.00,20.90,32,"69,410,000","1,098",OP,2009-04-13,KRDRVOPK2I
KR4201D51551,201D5155,코스피200 C 200905 155.0,18.70,2,-0.65,19.00,20.20,18.35,38.00,18.70,17,"32,865,000","3,371",OP,2009-04-13,KRDRVOPK2I
KR4201D51577,201D5157,코스피200 C 200905 157.5,16.35,2,-0.85,18.00,18.65,16.35,34.00,16.35,57,"102,685,000","2,610",OP,2009-04-13,KRDRVOPK2I
