ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201Q81600,201Q8160,코스피200 C 202008 160.0,161.20,1,4.60,161.15,161.20,161.15,64.00,161.20,6,"241,787,500",96,OP,20200811,KRDRVOPK2I
KR4201Q81626,201Q8162,코스피200 C 202008 162.5,-,0,-,-,-,-,60.94,158.55,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q81659,201Q8165,코스피200 C 202008 165.0,-,0,-,-,-,-,57.90,156.05,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q81675,201Q8167,코스피200 C 202008 167.5,-,0,-,-,-,-,54.85,153.55,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q81709,201Q8170,코스피200 C 202008 170.0,-,0,-,-,-,-,51.80,151.05,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q81725,201Q8172,코스피200 C 202008 172.5,-,0,-,-,-,-,48.75,148.55,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q81758,201Q8175,코스피200 C 202008 175.0,-,0,-,-,-,-,45.70,146.05,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q81774,201Q8177,코스피200 C 202008 177.5,-,0,-,-,-,-,42.65,143.55,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q81808,201Q8180,코스피200 C 202008 180.0,-,0,-,-,-,-,39.60,141.05,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q81824,201Q8182,코스피200 C 202008 182.5,-,0,-,-,-,-,36.55,138.55,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q81857,201Q8185,코스피200 C 202008 185.0,-,0,-,-,-,-,33.50,136.05,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q81873,201Q8187,코스피200 C 202008 187.5,-,0,-,-,-,-,30.45,133.55,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q81907,201Q8190,코스피200 C 202008 190.0,-,0,-,-,-,-,27.40,131.05,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q81923,201Q8192,코스피200 C 202008 192.5,-,0,-,-,-,-,24.34,128.55,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q81956,201Q8195,코스피200 C 202008 195.0,-,0,-,-,-,-,21.30,126.05,0,0,1,OP,20200811,KRDRVOPK2I
KR4201Q81972,201Q8197,코스피200 C 202008 197.5,-,0,-,-,-,-,18.25,123.55,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q82004,201Q8200,코스피200 C 202008 200.0,-,0,-,-,-,-,15.20,121.05,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q82020,201Q8202,코스피200 C 202008 202.5,-,0,-,-,-,-,12.15,118.55,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q82053,201Q8205,코스피200 C 202008 205.0,-,0,-,-,-,-,9.10,116.05,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q82079,201Q8207,코스피200 C 202008 207.5,-,0,-,-,-,-,6.05,113.55,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q82103,201Q8210,코스피200 C 202008 210.0,111.25,1,4.45,112.60,112.60,111.20,3.00,111.25,14,"389,675,000",65,OP,20200811,KRDRVOPK2I
KR4201Q82129,201Q8212,코스피200 C 202008 212.5,-,0,-,-,-,-,3.00,108.55,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q82152,201Q8215,코스피200 C 202008 215.0,-,0,-,-,-,-,3.00,106.05,0,0,2,OP,20200811,KRDRVOPK2I
KR4201Q82178,201Q8217,코스피200 C 202008 217.5,-,0,-,-,-,-,3.00,103.55,0,0,0,OP,20200811,KRDRVOPK2I
KR4201Q82202,201Q8220,코스피200 C 202008 220.0,-,0,-,-,-,-,3.00,101.05,0,0,146,OP,20200811,KRDRVOPK2I
KR4201Q82228,201Q8222,코스피200 C 202008 222.5,-,0,-,-,-,-,3.00,98.55,0,0,2,OP,20200811,KRDRVOPK2I
KR4201Q82251,201Q8225,코스피200 C 202008 225.0,-,0,-,-,-,-,3.00,96.05,0,0,1,OP,20200811,KRDRVOPK2I
KR4201Q82277,201Q8227,코스피200 C 202008 227.5,-,0,-,-,-,-,3.00,93.55,0,0,10,OP,20200811,KRDRVOPK2I
KR4201Q82301,201Q8230,코스피200 C 202008 230.0,91.30,1,10.30,82.00,91.30,82.00,3.00,91.30,2,"43,325,000",91,OP,20200811,KRDRVOPK2I
KR4201Q82327,201Q8232,코스피200 C 202008 232.5,-,0,-,-,-,-,33.50,88.55,0,0,6,OP,20200811,KRDRVOPK2I
KR4201Q82350,201Q8235,코스피200 C 202008 235.0,86.30,1,4.40,86.30,86.30,86.30,64.00,86.30,1,"21,575,000",40,OP,20200811,KRDRVOPK2I
KR4201Q82376,201Q8237,코스피200 C 202008 237.5,-,0,-,-,-,-,64.00,83.55,0,0,11,OP,20200811,KRDRVOPK2I
KR4201Q82400,201Q8240,코스피200 C 202008 240.0,-,0,-,-,-,-,64.00,81.05,0,0,8,OP,20200811,KRDRVOPK2I
KR4201Q82426,201Q8242,코스피200 C 202008 242.5,-,0,-,-,-,-,64.00,78.55,0,0,21,OP,20200811,KRDRVOPK2I
KR4201Q82459,201Q8245,코스피200 C 202008 245.0,-,0,-,-,-,-,64.00,76.05,0,0,15,OP,20200811,KRDRVOPK2I
KR4201Q82475,201Q8247,코스피200 C 202008 247.5,-,0,-,-,-,-,64.00,73.55,0,0,13,OP,20200811,KRDRVOPK2I
KR4201Q82509,201Q8250,코스피200 C 202008 250.0,72.00,1,5.20,68.00,72.00,68.00,64.00,72.00,4,"69,137,500",79,OP,20200811,KRDRVOPK2I
KR4201Q82525,201Q8252,코스피200 C 202008 252.5,-,0,-,-,-,-,48.75,68.55,0,0,14,OP,20200811,KRDRVOPK2I
KR4201Q82558,201Q8255,코스피200 C 202008 255.0,-,0,-,-,-,-,33.50,66.05,0,0,34,OP,20200811,KRDRVOPK2I
KR4201Q82574,201Q8257,코스피200 C 202008 257.5,-,0,-,-,-,-,18.25,63.55,0,0,18,OP,20200811,KRDRVOPK2I
KR4201Q82608,201Q8260,코스피200 C 202008 260.0,60.95,1,4.40,58.00,61.00,58.00,3.00,60.95,12,"179,962,500",50,OP,20200811,KRDRVOPK2I
KR4201Q82624,201Q8262,코스피200 C 202008 262.5,-,0,-,-,-,-,33.50,58.55,0,0,7,OP,20200811,KRDRVOPK2I
KR4201Q82657,201Q8265,코스피200 C 202008 265.0,56.00,1,4.20,56.00,56.00,56.00,64.00,56.00,2,"28,000,000",61,OP,20200811,KRDRVOPK2I
KR4201Q82673,201Q8267,코스피200 C 202008 267.5,-,0,-,-,-,-,33.50,53.55,0,0,34,OP,20200811,KRDRVOPK2I
KR4201Q82707,201Q8270,코스피200 C 202008 270.0,51.20,1,4.90,49.30,52.50,49.30,3.00,51.20,5,"63,775,000",611,OP,20200811,KRDRVOPK2I
KR4201Q82723,201Q8272,코스피200 C 202008 272.5,48.20,1,7.45,48.20,48.20,48.20,64.00,48.20,1,"12,050,000",121,OP,20200811,KRDRVOPK2I
