ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201JB2154,201JB215,코스피200 C 201411 215.0,29.90,2,-0.25,29.90,29.90,29.90,16.00,29.90,1,"14,950,000",8,OP,2014-10-15,KRDRVOPK2I
KR4201JB2170,201JB217,코스피200 C 201411 217.5,26.75,2,-0.70,26.85,26.85,26.75,3.00,26.75,2,"26,800,000",25,OP,2014-10-15,KRDRVOPK2I
KR4201JB2204,201JB220,코스피200 C 201411 220.0,24.40,2,-0.40,24.85,25.30,24.40,22.00,24.40,20,"250,225,000",332,OP,2014-10-15,KRDRVOPK2I
KR4201JB2220,201JB222,코스피200 C 201411 222.5,21.35,2,-1.15,21.90,22.40,21.35,20.00,21.35,13,"144,350,000",778,OP,2014-10-15,KRDRVOPK2I
KR4201JB2253,201JB225,코스피200 C 201411 225.0,19.65,2,-0.95,20.60,20.60,19.30,22.00,19.65,4,"40,075,000",381,OP,2014-10-15,KRDRVOPK2I
KR4201JB2279,201JB227,코스피200 C 201411 227.5,18.00,2,-0.35,17.90,18.00,17.90,21.00,18.00,7,"63,125,000",51,OP,2014-10-15,KRDRVOPK2I
KR4201JB2303,201JB230,코스피200 C 201411 230.0,15.00,2,-1.05,16.00,16.00,14.55,18.00,15.00,6,"45,575,000",643,OP,2014-10-15,KRDRVOPK2I
KR4201JB2329,201JB232,코스피200 C 201411 232.5,12.70,2,-0.75,13.55,13.55,12.40,17.00,12.70,4,"26,050,000",154,OP,2014-10-15,KRDRVOPK2I
KR4201JB2352,201JB235,코스피200 C 201411 235.0,11.00,1,0.20,10.80,11.70,9.90,18.00,11.00,120,"657,250,000",242,OP,2014-10-15,KRDRVOPK2I
KR4201JB2378,201JB237,코스피200 C 201411 237.5,9.00,3,0.00,9.30,9.70,8.10,17.00,9.00,111,"487,050,000",631,OP,2014-10-15,KRDRVOPK2I
KR4201JB2402,201JB240,코스피200 C 201411 240.0,7.20,1,0.20,6.95,7.80,6.25,17.00,7.20,592,"2,036,675,000","1,858",OP,2014-10-15,KRDRVOPK2I
KR4201JB2428,201JB242,코스피200 C 201411 242.5,5.50,1,0.15,5.35,6.10,4.70,16.00,5.50,"2,982","7,874,825,000","2,825",OP,2014-10-15,KRDRVOPK2I
KR4201JB2451,201JB245,코스피200 C 201411 245.0,4.00,3,0.00,3.80,4.50,3.35,15.00,4.00,"12,304","24,019,875,000","5,949",OP,2014-10-15,KRDRVOPK2I
KR4201JB2477,201JB247,코스피200 C 201411 247.5,2.78,1,0.04,2.64,3.20,2.29,14.00,2.78,"56,295","75,717,410,000","10,872",OP,2014-10-15,KRDRVOPK2I
KR4201JB2501,201JB250,코스피200 C 201411 250.0,1.80,2,-0.01,1.74,2.13,1.47,14.00,1.80,"120,341","107,762,385,000","17,456",OP,2014-10-15,KRDRVOPK2I
KR4201JB2527,201JB252,코스피200 C 201411 252.5,1.13,1,0.02,1.09,1.32,0.89,13.00,1.13,"117,683","63,861,880,000","23,340",OP,2014-10-15,KRDRVOPK2I
KR4201JB2550,201JB255,코스피200 C 201411 255.0,0.65,3,0.00,0.62,0.76,0.51,13.00,0.65,"132,437","40,738,855,000","32,969",OP,2014-10-15,KRDRVOPK2I
KR4201JB2576,201JB257,코스피200 C 201411 257.5,0.34,2,-0.02,0.34,0.41,0.29,13.00,0.34,"114,362","19,498,270,000","42,594",OP,2014-10-15,KRDRVOPK2I
KR4201JB2600,201JB260,코스피200 C 201411 260.0,0.20,3,0.00,0.20,0.23,0.17,13.00,0.20,"80,393","7,929,520,000","37,741",OP,2014-10-15,KRDRVOPK2I
KR4201JB2626,201JB262,코스피200 C 201411 262.5,0.12,3,0.00,0.12,0.14,0.11,13.00,0.12,"43,160","2,689,605,000","30,598",OP,2014-10-15,KRDRVOPK2I
KR4201JB2659,201JB265,코스피200 C 201411 265.0,0.08,3,0.00,0.08,0.10,0.07,14.00,0.08,"43,710","1,771,290,000","35,777",OP,2014-10-15,KRDRVOPK2I
KR4201JB2675,201JB267,코스피200 C 201411 267.5,0.06,3,0.00,0.06,0.07,0.05,14.00,0.06,"7,180","211,085,000","22,356",OP,2014-10-15,KRDRVOPK2I
KR4201JB2709,201JB270,코스피200 C 201411 270.0,0.04,2,-0.01,0.04,0.05,0.03,15.00,0.04,"8,884","179,730,000","20,184",OP,2014-10-15,KRDRVOPK2I
KR4201JB2725,201JB272,코스피200 C 201411 272.5,0.02,2,-0.01,0.03,0.03,0.02,15.00,0.02,"1,595","23,130,000","14,631",OP,2014-10-15,KRDRVOPK2I
KR4201JB2758,201JB275,코스피200 C 201411 275.0,0.02,3,0.00,0.02,0.03,0.02,16.00,0.02,"4,652","46,615,000","8,791",OP,2014-10-15,KRDRVOPK2I
KR4201JB2774,201JB277,코스피200 C 201411 277.5,0.01,2,-0.01,0.02,0.02,0.01,16.00,0.01,610,"3,600,000","4,729",OP,2014-10-15,KRDRVOPK2I
KR4201JB2808,201JB280,코스피200 C 201411 280.0,0.01,2,-0.01,0.01,0.02,0.01,17.00,0.01,818,"4,220,000","6,702",OP,2014-10-15,KRDRVOPK2I
KR4201JB2824,201JB282,코스피200 C 201411 282.5,0.01,3,0.00,0.01,0.01,0.01,18.00,0.01,"1,718","8,590,000","11,724",OP,2014-10-15,KRDRVOPK2I
KR4201JB2857,201JB285,코스피200 C 201411 285.0,0.01,3,0.00,0.01,0.01,0.01,18.00,0.01,3,"15,000","6,726",OP,2014-10-15,KRDRVOPK2I
KR4201JB2873,201JB287,코스피200 C 201411 287.5,0.01,3,0.00,0.01,0.01,0.01,19.00,0.01,2,"10,000","2,746",OP,2014-10-15,KRDRVOPK2I
KR4201JB2907,201JB290,코스피200 C 201411 290.0,-,0,-,-,-,-,14.00,0.01,0,0,"2,655",OP,2014-10-15,KRDRVOPK2I
KR4201JB2923,201JB292,코스피200 C 201411 292.5,-,0,-,-,-,-,14.00,0.01,0,0,"2,920",OP,2014-10-15,KRDRVOPK2I
KR4201JB2956,201JB295,코스피200 C 201411 295.0,0.01,3,0.00,0.01,0.01,0.01,23.00,0.01,6,"30,000","5,517",OP,2014-10-15,KRDRVOPK2I
KR4201JC2153,201JC215,코스피200 C 201412 215.0,29.80,2,-1.45,29.80,29.80,29.80,22.00,29.80,1,"14,900,000",7,OP,2014-10-15,KRDRVOPK2I
KR4201JC2179,201JC217,코스피200 C 201412 217.5,-,0,-,-,-,-,14.00,27.20,0,0,0,OP,2014-10-15,KRDRVOPK2I
KR4201JC2203,201JC220,코스피200 C 201412 220.0,-,0,-,-,-,-,14.00,24.80,0,0,135,OP,2014-10-15,KRDRVOPK2I
KR4201JC2229,201JC222,코스피200 C 201412 222.5,22.70,2,-1.15,22.70,22.70,22.70,20.00,22.70,1,"11,350,000",3,OP,2014-10-15,KRDRVOPK2I
KR4201JC2252,201JC225,코스피200 C 201412 225.0,20.40,2,-1.55,20.40,20.40,20.40,19.00,20.40,1,"10,200,000",6,OP,2014-10-15,KRDRVOPK2I
KR4201JC2278,201JC227,코스피200 C 201412 227.5,-,0,-,-,-,-,14.00,17.80,0,0,28,OP,2014-10-15,KRDRVOPK2I
KR4201JC2302,201JC230,코스피200 C 201412 230.0,15.55,2,-1.35,16.50,16.70,15.55,17.00,15.55,7,"57,250,000",140,OP,2014-10-15,KRDRVOPK2I
KR4201JC2328,201JC232,코스피200 C 201412 232.5,13.90,2,-1.05,13.90,13.90,13.90,17.00,13.90,1,"6,950,000",275,OP,2014-10-15,KRDRVOPK2I
KR4201JC2351,201JC235,코스피200 C 201412 235.0,11.65,2,-1.35,12.65,12.65,11.65,16.00,11.65,7,"42,500,000",40,OP,2014-10-15,KRDRVOPK2I
KR4201JC2377,201JC237,코스피200 C 201412 237.5,10.15,2,-0.80,10.35,10.55,9.95,16.00,10.15,6,"30,725,000",20,OP,2014-10-15,KRDRVOPK2I
KR4201JC2401,201JC240,코스피200 C 201412 240.0,8.95,1,0.20,9.20,9.20,8.30,16.00,8.95,29,"127,450,000","1,023",OP,2014-10-15,KRDRVOPK2I
KR4201JC2427,201JC242,코스피200 C 201412 242.5,7.00,2,-0.30,7.50,7.70,6.55,15.00,7.00,72,"258,125,000",147,OP,2014-10-15,KRDRVOPK2I
KR4201JC2450,201JC245,코스피200 C 201412 245.0,5.70,2,-0.35,6.05,6.05,5.35,15.00,5.70,290,"846,125,000","1,376",OP,2014-10-15,KRDRVOPK2I
KR4201JC2476,201JC247,코스피200 C 201412 247.5,4.55,2,-0.30,4.80,4.90,4.05,14.00,4.55,209,"466,675,000",422,OP,2014-10-15,KRDRVOPK2I
KR4201JC2500,201JC250,코스피200 C 201412 250.0,3.45,1,0.10,3.60,3.80,3.00,14.00,3.45,751,"1,269,350,000","2,453",OP,2014-10-15,KRDRVOPK2I
KR4201JC2526,201JC252,코스피200 C 201412 252.5,2.52,2,-0.04,2.80,2.86,2.25,14.00,2.52,465,"579,490,000",841,OP,2014-10-15,KRDRVOPK2I
KR4201JC2559,201JC255,코스피200 C 201412 255.0,1.90,2,-0.09,1.86,2.10,1.60,14.00,1.90,"1,174","1,074,735,000","2,049",OP,2014-10-15,KRDRVOPK2I
KR4201JC2575,201JC257,코스피200 C 201412 257.5,1.33,2,-0.02,1.35,1.52,1.15,13.00,1.33,"1,630","1,062,035,000","1,542",OP,2014-10-15,KRDRVOPK2I
KR4201JC2609,201JC260,코스피200 C 201412 260.0,0.92,2,-0.05,0.92,1.07,0.79,13.00,0.92,"2,898","1,335,095,000","4,062",OP,2014-10-15,KRDRVOPK2I
KR4201JC2625,201JC262,코스피200 C 201412 262.5,0.62,2,-0.06,0.65,0.74,0.54,13.00,0.62,"1,854","593,065,000","2,120",OP,2014-10-15,KRDRVOPK2I
KR4201JC2658,201JC265,코스피200 C 201412 265.0,0.42,2,-0.06,0.47,0.50,0.38,13.00,0.42,"1,547","341,650,000","3,691",OP,2014-10-15,KRDRVOPK2I
KR4201JC2674,201JC267,코스피200 C 201412 267.5,0.29,2,-0.06,0.35,0.35,0.26,13.00,0.29,"1,145","173,860,000","1,826",OP,2014-10-15,KRDRVOPK2I
KR4201JC2708,201JC270,코스피200 C 201412 270.0,0.21,2,-0.03,0.24,0.25,0.19,13.00,0.21,609,"67,130,000","3,842",OP,2014-10-15,KRDRVOPK2I
KR4201JC2724,201JC272,코스피200 C 201412 272.5,0.14,2,-0.03,0.17,0.18,0.13,13.00,0.14,606,"44,755,000","1,467",OP,2014-10-15,KRDRVOPK2I
KR4201JC2757,201JC275,코스피200 C 201412 275.0,0.11,2,-0.02,0.13,0.13,0.10,14.00,0.11,432,"25,490,000","7,660",OP,2014-10-15,KRDRVOPK2I
KR4201JC2773,201JC277,코스피200 C 201412 277.5,0.08,2,-0.02,0.10,0.10,0.08,14.00,0.08,164,"7,125,000","2,765",OP,2014-10-15,KRDRVOPK2I
KR4201JC2807,201JC280,코스피200 C 201412 280.0,0.06,2,-0.01,0.08,0.08,0.06,14.00,0.06,"1,143","43,180,000","5,304",OP,2014-10-15,KRDRVOPK2I
KR4201JC2823,201JC282,코스피200 C 201412 282.5,0.05,2,-0.01,0.06,0.06,0.05,15.00,0.05,137,"3,750,000","2,810",OP,2014-10-15,KRDRVOPK2I
KR4201JC2856,201JC285,코스피200 C 201412 285.0,0.04,2,-0.01,0.05,0.05,0.04,16.00,0.04,632,"15,725,000","7,558",OP,2014-10-15,KRDRVOPK2I
KR4201JC2872,201JC287,코스피200 C 201412 287.5,0.03,2,-0.01,0.04,0.04,0.03,16.00,0.03,5,"95,000","1,651",OP,2014-10-15,KRDRVOPK2I
KR4201JC2906,201JC290,코스피200 C 201412 290.0,0.03,3,0.00,0.03,0.03,0.03,16.00,0.03,34,"510,000","1,404",OP,2014-10-15,KRDRVOPK2I
KR4201JC2922,201JC292,코스피200 C 201412 292.5,0.01,2,-0.01,0.02,0.02,0.01,15.00,0.01,64,"630,000","1,181",OP,2014-10-15,KRDRVOPK2I
KR4201JC2955,201JC295,코스피200 C 201412 295.0,0.02,3,0.00,0.02,0.02,0.01,17.00,0.02,31,"305,000","2,347",OP,2014-10-15,KRDRVOPK2I
KR4201K12152,201K1215,코스피200 C 201501 215.0,-,0,-,-,-,-,14.00,27.70,0,0,0,OP,2014-10-15,KRDRVOPK2I
KR4201K12178,201K1217,코스피200 C 201501 217.5,-,0,-,-,-,-,14.00,25.35,0,0,0,OP,2014-10-15,KRDRVOPK2I
