ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201K22102,201K2210,코스피200 C 201502 210.0,32.35,2,-3.10,34.45,34.45,32.35,3.00,32.35,32,"540,550,000",281,OP,20150116,KRDRVOPK2I
KR4201K22128,201K2212,코스피200 C 201502 212.5,29.95,2,-3.10,29.95,29.95,29.95,16.00,29.95,1,"14,975,000",1,OP,20150116,KRDRVOPK2I
KR4201K22151,201K2215,코스피200 C 201502 215.0,26.85,2,-4.55,28.00,28.00,26.85,3.00,26.85,3,"41,250,000",113,OP,20150116,KRDRVOPK2I
KR4201K22177,201K2217,코스피200 C 201502 217.5,25.05,2,-4.30,25.20,25.20,25.05,16.00,25.05,2,"25,125,000",16,OP,20150116,KRDRVOPK2I
KR4201K22201,201K2220,코스피200 C 201502 220.0,22.35,2,-3.05,24.40,24.40,22.35,8.00,22.35,118,"1,352,925,000",385,OP,20150116,KRDRVOPK2I
KR4201K22227,201K2222,코스피200 C 201502 222.5,20.25,2,-3.55,20.55,20.55,20.25,16.00,20.25,3,"30,525,000",887,OP,20150116,KRDRVOPK2I
KR4201K22250,201K2225,코스피200 C 201502 225.0,17.50,2,-3.55,18.10,18.35,17.50,8.00,17.50,188,"1,694,250,000",546,OP,20150116,KRDRVOPK2I
KR4201K22276,201K2227,코스피200 C 201502 227.5,15.60,2,-3.25,16.00,16.00,15.60,8.00,15.60,2,"15,800,000",11,OP,20150116,KRDRVOPK2I
KR4201K22300,201K2230,코스피200 C 201502 230.0,13.00,2,-4.20,14.00,14.00,13.00,15.00,13.00,202,"1,348,100,000",350,OP,20150116,KRDRVOPK2I
KR4201K22326,201K2232,코스피200 C 201502 232.5,11.00,2,-3.70,12.50,12.60,11.00,14.00,11.00,5,"29,850,000",73,OP,20150116,KRDRVOPK2I
KR4201K22359,201K2235,코스피200 C 201502 235.0,9.05,2,-3.15,10.90,10.90,8.50,16.00,9.05,680,"3,076,600,000","1,747",OP,20150116,KRDRVOPK2I
KR4201K22375,201K2237,코스피200 C 201502 237.5,7.05,2,-3.15,8.70,8.70,6.60,15.00,7.05,772,"2,764,275,000","1,689",OP,20150116,KRDRVOPK2I
KR4201K22409,201K2240,코스피200 C 201502 240.0,5.25,2,-3.00,6.80,6.80,4.90,14.00,5.25,"2,673","7,119,375,000","3,611",OP,20150116,KRDRVOPK2I
KR4201K22425,201K2242,코스피200 C 201502 242.5,3.75,2,-2.55,5.05,5.05,3.45,13.00,3.75,"8,246","15,789,875,000","6,790",OP,20150116,KRDRVOPK2I
KR4201K22458,201K2245,코스피200 C 201502 245.0,2.54,2,-2.11,3.50,3.60,2.30,13.00,2.54,"54,042","69,640,350,000","14,469",OP,20150116,KRDRVOPK2I
KR4201K22474,201K2247,코스피200 C 201502 247.5,1.60,2,-1.60,2.34,2.50,1.44,12.00,1.60,"88,939","75,028,250,000","18,880",OP,20150116,KRDRVOPK2I
KR4201K22508,201K2250,코스피200 C 201502 250.0,0.91,2,-1.16,1.48,1.50,0.84,12.00,0.91,"128,811","66,052,340,000","31,390",OP,20150116,KRDRVOPK2I
KR4201K22524,201K2252,코스피200 C 201502 252.5,0.52,2,-0.78,0.89,0.90,0.48,12.00,0.52,"129,432","38,865,560,000","28,716",OP,20150116,KRDRVOPK2I
KR4201K22557,201K2255,코스피200 C 201502 255.0,0.28,2,-0.47,0.50,0.50,0.25,12.00,0.28,"113,026","18,832,575,000","36,238",OP,20150116,KRDRVOPK2I
KR4201K22573,201K2257,코스피200 C 201502 257.5,0.16,2,-0.24,0.25,0.26,0.14,12.00,0.16,"82,622","7,364,335,000","39,353",OP,20150116,KRDRVOPK2I
KR4201K22607,201K2260,코스피200 C 201502 260.0,0.08,2,-0.13,0.13,0.13,0.07,12.00,0.08,"98,915","4,494,990,000","55,332",OP,20150116,KRDRVOPK2I
KR4201K22623,201K2262,코스피200 C 201502 262.5,0.04,2,-0.07,0.07,0.07,0.04,12.00,0.04,"48,785","1,282,330,000","32,960",OP,20150116,KRDRVOPK2I
KR4201K22656,201K2265,코스피200 C 201502 265.0,0.03,2,-0.03,0.04,0.04,0.02,13.00,0.03,"25,776","396,255,000","18,299",OP,20150116,KRDRVOPK2I
KR4201K22672,201K2267,코스피200 C 201502 267.5,0.02,2,-0.02,0.02,0.02,0.01,14.00,0.02,"16,049","162,145,000","14,138",OP,20150116,KRDRVOPK2I
KR4201K22706,201K2270,코스피200 C 201502 270.0,0.02,3,0.00,0.02,0.02,0.01,15.00,0.02,746,"7,015,000","10,741",OP,20150116,KRDRVOPK2I
KR4201K22722,201K2272,코스피200 C 201502 272.5,0.01,2,-0.01,0.02,0.02,0.01,15.00,0.01,"5,361","27,615,000","11,279",OP,20150116,KRDRVOPK2I
KR4201K22755,201K2275,코스피200 C 201502 275.0,0.01,3,0.00,0.01,0.01,0.01,16.00,0.01,341,"1,705,000","5,108",OP,20150116,KRDRVOPK2I
KR4201K22771,201K2277,코스피200 C 201502 277.5,0.01,3,0.00,0.01,0.01,0.01,17.00,0.01,5,"25,000","1,745",OP,20150116,KRDRVOPK2I
KR4201K22805,201K2280,코스피200 C 201502 280.0,0.01,3,0.00,0.01,0.01,0.01,17.00,0.01,1,"5,000","3,933",OP,20150116,KRDRVOPK2I
KR4201K22821,201K2282,코스피200 C 201502 282.5,-,0,-,-,-,-,13.00,0.01,0,0,"2,267",OP,20150116,KRDRVOPK2I
KR4201K22854,201K2285,코스피200 C 201502 285.0,0.01,3,0.00,0.01,0.01,0.01,20.00,0.01,1,"5,000","1,180",OP,20150116,KRDRVOPK2I
KR4201K22870,201K2287,코스피200 C 201502 287.5,0.01,3,0.00,0.01,0.01,0.01,21.00,0.01,33,"165,000",755,OP,20150116,KRDRVOPK2I
KR4201K22904,201K2290,코스피200 C 201502 290.0,-,0,-,-,-,-,13.00,0.01,0,0,556,OP,20150116,KRDRVOPK2I
KR4201K22920,201K2292,코스피200 C 201502 292.5,-,0,-,-,-,-,13.00,0.01,0,0,367,OP,20150116,KRDRVOPK2I
KR4201K22953,201K2295,코스피200 C 201502 295.0,0.01,3,0.00,0.01,0.01,0.01,24.00,0.01,60,"300,000","3,358",OP,20150116,KRDRVOPK2I
KR4201K32101,201K3210,코스피200 C 201503 210.0,32.95,2,-3.80,32.85,32.95,32.85,3.00,32.95,2,"32,900,000",339,OP,20150116,KRDRVOPK2I
KR4201K32127,201K3212,코스피200 C 201503 212.5,-,0,-,-,-,-,13.00,30.40,0,0,1,OP,20150116,KRDRVOPK2I
KR4201K32150,201K3215,코스피200 C 201503 215.0,-,0,-,-,-,-,13.00,27.90,0,0,19,OP,20150116,KRDRVOPK2I
