ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201DC1607,201DC160,코스피200 C 200912 160.0,45.50,1,1.55,46.90,46.90,45.50,3.00,45.50,5,"23,175,000","2,754",OP,2009-12-01,KRDRVOPK2I
KR4201DC1623,201DC162,코스피200 C 200912 162.5,43.45,1,2.20,44.25,44.45,43.05,3.00,43.45,7,"30,550,000",395,OP,2009-12-01,KRDRVOPK2I
KR4201DC1656,201DC165,코스피200 C 200912 165.0,41.20,1,2.25,41.95,41.95,40.50,32.00,41.20,4,"16,465,000",126,OP,2009-12-01,KRDRVOPK2I
KR4201DC1672,201DC167,코스피200 C 200912 167.5,38.75,1,0.25,39.25,39.25,38.75,32.00,38.75,2,"7,800,000",61,OP,2009-12-01,KRDRVOPK2I
KR4201DC1706,201DC170,코스피200 C 200912 170.0,37.00,1,0.95,35.75,37.00,35.75,32.00,37.00,4,"14,590,000",92,OP,2009-12-01,KRDRVOPK2I
KR4201DC1722,201DC172,코스피200 C 200912 172.5,33.75,1,0.25,33.60,33.75,33.60,32.00,33.75,2,"6,735,000",80,OP,2009-12-01,KRDRVOPK2I
KR4201DC1755,201DC175,코스피200 C 200912 175.0,31.20,1,0.15,31.95,31.95,31.20,3.00,31.20,11,"34,395,000",489,OP,2009-12-01,KRDRVOPK2I
KR4201DC1771,201DC177,코스피200 C 200912 177.5,28.75,1,0.20,29.30,29.30,28.75,32.00,28.75,2,"5,805,000",79,OP,2009-12-01,KRDRVOPK2I
KR4201DC1805,201DC180,코스피200 C 200912 180.0,27.00,1,1.00,27.00,27.00,26.20,3.00,27.00,11,"29,620,000",808,OP,2009-12-01,KRDRVOPK2I
KR4201DC1821,201DC182,코스피200 C 200912 182.5,23.80,1,0.30,24.30,24.30,23.80,32.00,23.80,2,"4,810,000",187,OP,2009-12-01,KRDRVOPK2I
KR4201DC1854,201DC185,코스피200 C 200912 185.0,22.05,1,0.95,22.00,22.05,21.25,32.00,22.05,3,"6,530,000","1,409",OP,2009-12-01,KRDRVOPK2I
KR4201DC1870,201DC187,코스피200 C 200912 187.5,19.30,1,2.35,19.30,19.30,19.30,16.00,19.30,1,"1,930,000",183,OP,2009-12-01,KRDRVOPK2I
KR4201DC1904,201DC190,코스피200 C 200912 190.0,17.05,1,2.85,13.60,17.15,13.60,3.00,17.05,163,"256,750,000","3,146",OP,2009-12-01,KRDRVOPK2I
KR4201DC1920,201DC192,코스피200 C 200912 192.5,14.60,1,2.80,13.60,14.65,11.90,3.00,14.60,241,"300,170,000","3,414",OP,2009-12-01,KRDRVOPK2I
KR4201DC1953,201DC195,코스피200 C 200912 195.0,12.05,1,2.45,9.60,12.55,8.75,3.00,12.05,"14,090","14,272,885,000","9,996",OP,2009-12-01,KRDRVOPK2I
KR4201DC1979,201DC197,코스피200 C 200912 197.5,9.80,1,2.35,7.70,10.30,6.65,16.00,9.80,"22,562","20,056,885,000","9,770",OP,2009-12-01,KRDRVOPK2I
KR4201DC2001,201DC200,코스피200 C 200912 200.0,7.80,1,2.15,5.50,7.95,4.65,21.50,7.80,"56,925","39,251,205,000","49,347",OP,2009-12-01,KRDRVOPK2I
KR4201DC2027,201DC202,코스피200 C 200912 202.5,5.45,1,1.70,3.75,5.80,3.10,18.00,5.45,"53,545","23,168,260,000","58,247",OP,2009-12-01,KRDRVOPK2I
KR4201DC2050,201DC205,코스피200 C 200912 205.0,3.55,1,1.02,2.36,3.95,1.93,16.80,3.55,"420,217","117,196,709,000","61,875",OP,2009-12-01,KRDRVOPK2I
KR4201DC2076,201DC207,코스피200 C 200912 207.5,2.16,1,0.65,1.48,2.47,1.10,16.80,2.16,"1,247,511","232,141,549,000","84,990",OP,2009-12-01,KRDRVOPK2I
KR4201DC2100,201DC210,코스피200 C 200912 210.0,1.27,1,0.41,0.81,1.40,0.57,17.50,1.27,"1,947,538","202,097,330,000","130,889",OP,2009-12-01,KRDRVOPK2I
KR4201DC2126,201DC212,코스피200 C 200912 212.5,0.61,1,0.18,0.39,0.74,0.28,17.10,0.61,"2,116,888","113,217,529,000","156,757",OP,2009-12-01,KRDRVOPK2I
KR4201DC2159,201DC215,코스피200 C 200912 215.0,0.30,1,0.06,0.22,0.37,0.14,17.80,0.30,"1,172,998","30,530,569,000","177,860",OP,2009-12-01,KRDRVOPK2I
KR4201DC2175,201DC217,코스피200 C 200912 217.5,0.16,1,0.05,0.11,0.18,0.08,18.70,0.16,"760,452","9,971,528,000","140,641",OP,2009-12-01,KRDRVOPK2I
KR4201DC2209,201DC220,코스피200 C 200912 220.0,0.07,2,-0.01,0.07,0.10,0.04,18.90,0.07,"646,471","4,629,630,000","232,406",OP,2009-12-01,KRDRVOPK2I
KR4201DC2225,201DC222,코스피200 C 200912 222.5,0.04,2,-0.02,0.05,0.06,0.03,20.30,0.04,"357,502","1,603,594,000","112,049",OP,2009-12-01,KRDRVOPK2I
KR4201DC2258,201DC225,코스피200 C 200912 225.0,0.03,2,-0.01,0.03,0.04,0.02,21.90,0.03,"245,059","715,700,000","170,304",OP,2009-12-01,KRDRVOPK2I
KR4201DC2274,201DC227,코스피200 C 200912 227.5,0.02,2,-0.01,0.03,0.03,0.01,23.40,0.02,"160,258","328,027,000","152,938",OP,2009-12-01,KRDRVOPK2I
KR4201DC2308,201DC230,코스피200 C 200912 230.0,0.01,2,-0.01,0.02,0.03,0.01,23.90,0.01,"98,883","126,548,000","124,285",OP,2009-12-01,KRDRVOPK2I
KR4201DC2324,201DC232,코스피200 C 200912 232.5,0.01,2,-0.02,0.02,0.02,0.01,26.10,0.01,"163,445","169,419,000","120,078",OP,2009-12-01,KRDRVOPK2I
KR4201DC2357,201DC235,코스피200 C 200912 235.0,0.01,3,0.00,0.01,0.02,0.01,28.30,0.01,"42,939","43,502,000","144,554",OP,2009-12-01,KRDRVOPK2I
KR4201DC2373,201DC237,코스피200 C 200912 237.5,0.01,3,0.00,0.01,0.01,0.01,31.40,0.01,"4,066","4,066,000","76,977",OP,2009-12-01,KRDRVOPK2I
KR4201DC2407,201DC240,코스피200 C 200912 240.0,0.01,3,0.00,0.01,0.01,0.01,32.60,0.01,"4,655","4,655,000","140,117",OP,2009-12-01,KRDRVOPK2I
KR4201E11850,201E1185,코스피200 C 201001 185.0,20.25,1,1.45,18.80,20.40,17.70,16.00,20.25,433,"844,810,000",424,OP,2009-12-01,KRDRVOPK2I
KR4201E11876,201E1187,코스피200 C 201001 187.5,18.25,1,1.00,16.95,18.25,16.30,20.00,18.25,36,"61,210,000",744,OP,2009-12-01,KRDRVOPK2I
KR4201E11900,201E1190,코스피200 C 201001 190.0,15.30,1,1.25,15.40,15.40,15.30,20.00,15.30,4,"6,130,000",425,OP,2009-12-01,KRDRVOPK2I
KR4201E11926,201E1192,코스피200 C 201001 192.5,13.25,1,1.10,13.65,13.70,12.65,21.00,13.25,17,"22,945,000",94,OP,2009-12-01,KRDRVOPK2I
KR4201E11959,201E1195,코스피200 C 201001 195.0,12.60,1,2.25,11.50,12.60,10.40,20.50,12.60,183,"211,205,000",713,OP,2009-12-01,KRDRVOPK2I
KR4201E11975,201E1197,코스피200 C 201001 197.5,10.50,1,2.00,9.75,10.75,8.60,19.00,10.50,206,"197,670,000",826,OP,2009-12-01,KRDRVOPK2I
KR4201E12007,201E1200,코스피200 C 201001 200.0,8.55,1,1.35,7.65,8.90,6.55,18.30,8.55,690,"550,135,000","1,723",OP,2009-12-01,KRDRVOPK2I
KR4201E12023,201E1202,코스피200 C 201001 202.5,7.00,1,0.95,5.80,7.35,5.35,18.30,7.00,"1,805","1,170,565,000","3,245",OP,2009-12-01,KRDRVOPK2I
KR4201E12056,201E1205,코스피200 C 201001 205.0,5.60,1,1.00,4.70,6.00,4.25,18.00,5.60,"7,265","3,787,710,000","8,563",OP,2009-12-01,KRDRVOPK2I
KR4201E12072,201E1207,코스피200 C 201001 207.5,4.40,1,0.85,3.60,4.70,3.25,18.00,4.40,"2,218","902,790,000","5,273",OP,2009-12-01,KRDRVOPK2I
KR4201E12106,201E1210,코스피200 C 201001 210.0,3.50,1,0.71,2.75,3.60,2.43,18.40,3.50,"10,035","3,230,493,000","10,679",OP,2009-12-01,KRDRVOPK2I
KR4201E12122,201E1212,코스피200 C 201001 212.5,2.67,1,0.60,2.05,2.72,1.87,18.30,2.67,"12,914","3,090,316,000","14,134",OP,2009-12-01,KRDRVOPK2I
KR4201E12155,201E1215,코스피200 C 201001 215.0,1.92,1,0.39,1.55,2.01,1.37,18.00,1.92,"18,465","3,181,216,000","15,721",OP,2009-12-01,KRDRVOPK2I
KR4201E12171,201E1217,코스피200 C 201001 217.5,1.32,1,0.20,1.10,1.44,0.99,17.60,1.32,"12,109","1,530,916,000","10,829",OP,2009-12-01,KRDRVOPK2I
