ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201J52325,201J5232,코스피200 C 201405 232.5,24.20,3,-0.35,24.20,24.20,24.20,3.00,24.20,2,"24,375,000","1,431",OP,20140428,KRDRVOPK2I
KR4201J52358,201J5235,코스피200 C 201405 235.0,21.55,2,-0.60,21.70,21.70,21.55,3.00,21.55,3,"32,400,000",246,OP,20140428,KRDRVOPK2I
KR4201J52374,201J5237,코스피200 C 201405 237.5,19.20,3,-0.45,19.20,19.20,19.20,3.00,19.20,1,"9,600,000",168,OP,20140428,KRDRVOPK2I
KR4201J52408,201J5240,코스피200 C 201405 240.0,16.70,2,-0.50,16.75,16.75,16.65,3.00,16.70,13,"108,325,000",219,OP,20140428,KRDRVOPK2I
KR4201J52424,201J5242,코스피200 C 201405 242.5,14.85,3,0.15,14.25,15.40,14.25,3.00,14.85,9,"66,925,000",154,OP,20140428,KRDRVOPK2I
KR4201J52457,201J5245,코스피200 C 201405 245.0,12.10,3,-0.15,11.80,12.90,11.75,16.00,12.10,32,"192,225,000",165,OP,20140428,KRDRVOPK2I
KR4201J52473,201J5247,코스피200 C 201405 247.5,9.75,3,-0.10,9.40,10.55,9.25,16.00,9.75,86,"424,000,000",344,OP,20140428,KRDRVOPK2I
KR4201J52507,201J5250,코스피200 C 201405 250.0,7.40,3,-0.10,7.00,8.20,6.90,14.00,7.40,245,"945,675,000",817,OP,20140428,KRDRVOPK2I
KR4201J52523,201J5252,코스피200 C 201405 252.5,5.20,3,-0.15,4.80,5.95,4.80,13.00,5.20,"1,699","4,673,450,000","2,175",OP,20140428,KRDRVOPK2I
KR4201J52556,201J5255,코스피200 C 201405 255.0,3.20,3,-0.20,2.99,3.80,2.87,11.00,3.20,"8,771","15,050,070,000","5,025",OP,20140428,KRDRVOPK2I
KR4201J52572,201J5257,코스피200 C 201405 257.5,1.68,3,-0.21,1.55,2.08,1.46,10.00,1.68,"104,447","97,446,345,000","12,725",OP,20140428,KRDRVOPK2I
KR4201J52606,201J5260,코스피200 C 201405 260.0,0.69,3,-0.18,0.61,0.89,0.60,10.00,0.69,"151,063","58,554,640,000","25,302",OP,20140428,KRDRVOPK2I
KR4201J52622,201J5262,코스피200 C 201405 262.5,0.20,3,-0.13,0.21,0.29,0.18,9.00,0.20,"166,835","20,172,110,000","38,149",OP,20140428,KRDRVOPK2I
KR4201J52655,201J5265,코스피200 C 201405 265.0,0.06,3,-0.05,0.07,0.08,0.05,9.00,0.06,"139,292","4,634,765,000","50,798",OP,20140428,KRDRVOPK2I
KR4201J52671,201J5267,코스피200 C 201405 267.5,0.02,3,-0.02,0.03,0.03,0.02,10.00,0.02,"20,409","273,380,000","48,805",OP,20140428,KRDRVOPK2I
KR4201J52705,201J5270,코스피200 C 201405 270.0,0.01,3,-0.01,0.02,0.02,0.01,11.00,0.01,"11,425","83,345,000","46,234",OP,20140428,KRDRVOPK2I
KR4201J52721,201J5272,코스피200 C 201405 272.5,0.01,3,0.00,0.01,0.01,0.01,13.00,0.01,"4,385","21,925,000","31,185",OP,20140428,KRDRVOPK2I
KR4201J52754,201J5275,코스피200 C 201405 275.0,0.01,3,0.00,0.01,0.01,0.01,14.00,0.01,245,"1,225,000","38,725",OP,20140428,KRDRVOPK2I
KR4201J52770,201J5277,코스피200 C 201405 277.5,0.01,3,0.00,0.01,0.01,0.01,16.00,0.01,211,"1,055,000","33,248",OP,20140428,KRDRVOPK2I
KR4201J62308,201J6230,코스피200 C 201406 230.0,28.00,1,0.25,27.40,28.00,27.40,3.00,28.00,6,"83,375,000",592,OP,20140428,KRDRVOPK2I
KR4201J62324,201J6232,코스피200 C 201406 232.5,25.25,2,-3.75,25.25,25.25,25.25,3.00,25.25,1,"12,625,000",62,OP,20140428,KRDRVOPK2I
KR4201J62357,201J6235,코스피200 C 201406 235.0,22.80,3,-0.10,22.55,23.40,22.55,16.00,22.80,5,"57,450,000",242,OP,20140428,KRDRVOPK2I
KR4201J62373,201J6237,코스피200 C 201406 237.5,20.45,2,-3.70,20.45,20.45,20.45,3.00,20.45,1,"10,225,000",76,OP,20140428,KRDRVOPK2I
