ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201R52906,201R5290,코스피200 C 202105 290.0,-,0,-,-,-,-,3.00,142.45,0,0,114,OP,2021-04-26,KRDRVOPK2I
KR4201R52922,201R5292,코스피200 C 202105 292.5,-,0,-,-,-,-,3.00,139.95,0,0,0,OP,2021-04-26,KRDRVOPK2I
KR4201R52955,201R5295,코스피200 C 202105 295.0,-,0,-,-,-,-,3.00,137.45,0,0,0,OP,2021-04-26,KRDRVOPK2I
KR4201R52971,201R5297,코스피200 C 202105 297.5,-,0,-,-,-,-,3.00,134.95,0,0,0,OP,2021-04-26,KRDRVOPK2I
KR4201R53003,201R5300,코스피200 C 202105 300.0,129.35,1,6.95,128.95,129.35,128.45,3.00,129.35,10,"321,987,500",195,OP,2021-04-26,KRDRVOPK2I
KR4201R53029,201R5302,코스피200 C 202105 302.5,-,0,-,-,-,-,3.00,129.95,0,0,0,OP,2021-04-26,KRDRVOPK2I
KR4201R53052,201R5305,코스피200 C 202105 305.0,-,0,-,-,-,-,3.00,127.45,0,0,0,OP,2021-04-26,KRDRVOPK2I
KR4201R53078,201R5307,코스피200 C 202105 307.5,-,0,-,-,-,-,3.00,124.95,0,0,0,OP,2021-04-26,KRDRVOPK2I
KR4201R53102,201R5310,코스피200 C 202105 310.0,-,0,-,-,-,-,3.00,122.45,0,0,0,OP,2021-04-26,KRDRVOPK2I
KR4201R53128,201R5312,코스피200 C 202105 312.5,-,0,-,-,-,-,3.00,119.95,0,0,0,OP,2021-04-26,KRDRVOPK2I
KR4201R53151,201R5315,코스피200 C 202105 315.0,114.90,1,1.45,115.50,115.50,114.90,3.00,114.90,5,"144,100,000",14,OP,2021-04-26,KRDRVOPK2I
KR4201R53177,201R5317,코스피200 C 202105 317.5,-,0,-,-,-,-,3.00,114.95,0,0,1,OP,2021-04-26,KRDRVOPK2I
KR4201R53201,201R5320,코스피200 C 202105 320.0,-,0,-,-,-,-,3.00,112.45,0,0,0,OP,2021-04-26,KRDRVOPK2I
KR4201R53227,201R5322,코스피200 C 202105 322.5,-,0,-,-,-,-,3.00,109.95,0,0,0,OP,2021-04-26,KRDRVOPK2I
